年,区分00,区分01,国籍・地域,罪種00,罪種01,検挙人員,人数,検挙人員数_1万人あたり
2023,外国人,来日外国人以外,ロシア,粗暴犯,計,4,4385,9.122006841505131
2023,外国人,来日外国人以外,ロシア,計,計,20,4385,45.61003420752566
2023,外国人,来日外国人以外,ロシア,風俗犯,計,1,4385,2.280501710376283
2023,外国人,来日外国人以外,中国,その他の刑法犯,計,101,299281,3.37475482907368
2023,外国人,来日外国人以外,中国,凶悪犯,不同意性交等,6,299281,0.2004804848954661
2023,外国人,来日外国人以外,中国,凶悪犯,強盗,9,299281,0.3007207273431992
2023,外国人,来日外国人以外,中国,凶悪犯,放火,1,299281,0.033413414149244355
2023,外国人,来日外国人以外,中国,凶悪犯,殺人,5,299281,0.1670670707462218
2023,外国人,来日外国人以外,中国,凶悪犯,計,21,299281,0.7016816971341314
2023,外国人,来日外国人以外,中国,知能犯,計,54,299281,1.8043243640591953
2023,外国人,来日外国人以外,中国,窃盗犯,計,447,299281,14.935796124712226
2023,外国人,来日外国人以外,中国,粗暴犯,計,310,299281,10.358158386265751
2023,外国人,来日外国人以外,中国,計,計,949,299281,31.709330027632895
2023,外国人,来日外国人以外,中国,風俗犯,計,16,299281,0.5346146263879097
2023,外国人,来日外国人以外,韓国・朝鮮,その他の刑法犯,計,196,346540,5.655912737346338
2023,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,不同意性交等,10,346540,0.28856697639522133
2023,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,強盗,12,346540,0.3462803716742656
2023,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,放火,5,346540,0.14428348819761067
2023,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,殺人,10,346540,0.28856697639522133
2023,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,計,37,346540,1.067697812662319
2023,外国人,来日外国人以外,韓国・朝鮮,知能犯,計,88,346540,2.539389392277948
2023,外国人,来日外国人以外,韓国・朝鮮,窃盗犯,計,772,346540,22.277370577711086
2023,外国人,来日外国人以外,韓国・朝鮮,粗暴犯,計,455,346540,13.129797425982572
2023,外国人,来日外国人以外,韓国・朝鮮,計,計,1588,346540,45.82443585156115
2023,外国人,来日外国人以外,韓国・朝鮮,風俗犯,計,40,346540,1.1542679055808853
2024,外国人,来日外国人以外,その他,その他の刑法犯,計,56,104479,5.359928789517511
2024,外国人,来日外国人以外,その他,凶悪犯,不同意性交等,7,104479,0.6699910986896889
2024,外国人,来日外国人以外,その他,凶悪犯,強盗,5,104479,0.47856507049263486
2024,外国人,来日外国人以外,その他,凶悪犯,放火,1,104479,0.09571301409852698
2024,外国人,来日外国人以外,その他,凶悪犯,殺人,0,104479,0.0
2024,外国人,来日外国人以外,その他,凶悪犯,計,13,104479,1.2442691832808506
2024,外国人,来日外国人以外,その他,知能犯,計,18,104479,1.7228342537734858
2024,外国人,来日外国人以外,その他,窃盗犯,計,137,104479,13.112682931498195
2024,外国人,来日外国人以外,その他,粗暴犯,計,127,104479,12.155552790512926
2024,外国人,来日外国人以外,その他,計,計,367,104479,35.1266761741594
2024,外国人,来日外国人以外,その他,風俗犯,計,16,104479,1.5314082255764316
2024,外国人,来日外国人以外,アメリカ,その他の刑法犯,計,10,20436,4.893325504012527
2024,外国人,来日外国人以外,アメリカ,凶悪犯,不同意性交等,1,20436,0.4893325504012527
2024,外国人,来日外国人以外,アメリカ,凶悪犯,強盗,1,20436,0.4893325504012527
2024,外国人,来日外国人以外,アメリカ,凶悪犯,放火,1,20436,0.4893325504012527
2024,外国人,来日外国人以外,アメリカ,凶悪犯,殺人,0,20436,0.0
2024,外国人,来日外国人以外,アメリカ,凶悪犯,計,3,20436,1.467997651203758
2024,外国人,来日外国人以外,アメリカ,知能犯,計,2,20436,0.9786651008025053
2024,外国人,来日外国人以外,アメリカ,窃盗犯,計,16,20436,7.829320806420043
2024,外国人,来日外国人以外,アメリカ,粗暴犯,計,16,20436,7.829320806420043
2024,外国人,来日外国人以外,アメリカ,計,計,50,20436,24.466627520062634
2024,外国人,来日外国人以外,アメリカ,風俗犯,計,3,20436,1.467997651203758
2024,外国人,来日外国人以外,イギリス,その他の刑法犯,計,3,6967,4.306014066312617
2024,外国人,来日外国人以外,イギリス,凶悪犯,不同意性交等,0,6967,0.0
2024,外国人,来日外国人以外,イギリス,凶悪犯,強盗,0,6967,0.0
2024,外国人,来日外国人以外,イギリス,凶悪犯,放火,0,6967,0.0
2024,外国人,来日外国人以外,イギリス,凶悪犯,殺人,0,6967,0.0
2024,外国人,来日外国人以外,イギリス,凶悪犯,計,0,6967,0.0
2024,外国人,来日外国人以外,イギリス,知能犯,計,0,6967,0.0
2024,外国人,来日外国人以外,イギリス,窃盗犯,計,2,6967,2.870676044208411
2024,外国人,来日外国人以外,イギリス,粗暴犯,計,5,6967,7.176690110521028
2024,外国人,来日外国人以外,イギリス,計,計,11,6967,15.78871824314626
2024,外国人,来日外国人以外,イギリス,風俗犯,計,1,6967,1.4353380221042056
2024,外国人,来日外国人以外,イタリア,その他の刑法犯,計,1,1378,7.256894049346879
2024,外国人,来日外国人以外,イタリア,凶悪犯,不同意性交等,0,1378,0.0
2024,外国人,来日外国人以外,イタリア,凶悪犯,強盗,0,1378,0.0
2024,外国人,来日外国人以外,イタリア,凶悪犯,放火,0,1378,0.0
2024,外国人,来日外国人以外,イタリア,凶悪犯,殺人,0,1378,0.0
2024,外国人,来日外国人以外,イタリア,凶悪犯,計,0,1378,0.0
2024,外国人,来日外国人以外,イタリア,知能犯,計,0,1378,0.0
2024,外国人,来日外国人以外,イタリア,窃盗犯,計,1,1378,7.256894049346879
2024,外国人,来日外国人以外,イタリア,粗暴犯,計,1,1378,7.256894049346879
2024,外国人,来日外国人以外,イタリア,計,計,4,1378,29.027576197387518
2024,外国人,来日外国人以外,イタリア,風俗犯,計,1,1378,7.256894049346879
2024,外国人,来日外国人以外,イラン,その他の刑法犯,計,1,2648,3.7764350453172204
2024,外国人,来日外国人以外,イラン,凶悪犯,不同意性交等,0,2648,0.0
2024,外国人,来日外国人以外,イラン,凶悪犯,強盗,0,2648,0.0
2024,外国人,来日外国人以外,イラン,凶悪犯,放火,0,2648,0.0
2024,外国人,来日外国人以外,イラン,凶悪犯,殺人,0,2648,0.0
2024,外国人,来日外国人以外,イラン,凶悪犯,計,0,2648,0.0
2024,外国人,来日外国人以外,イラン,知能犯,計,0,2648,0.0
2024,外国人,来日外国人以外,イラン,窃盗犯,計,4,2648,15.105740181268882
2024,外国人,来日外国人以外,イラン,粗暴犯,計,8,2648,30.211480362537763
2024,外国人,来日外国人以外,イラン,計,計,15,2648,56.646525679758305
2024,外国人,来日外国人以外,イラン,風俗犯,計,2,2648,7.552870090634441
2024,外国人,来日外国人以外,インド,その他の刑法犯,計,2,8249,2.424536307431204
2024,外国人,来日外国人以外,インド,凶悪犯,不同意性交等,1,8249,1.212268153715602
2024,外国人,来日外国人以外,インド,凶悪犯,強盗,0,8249,0.0
2024,外国人,来日外国人以外,インド,凶悪犯,放火,0,8249,0.0
2024,外国人,来日外国人以外,インド,凶悪犯,殺人,0,8249,0.0
2024,外国人,来日外国人以外,インド,凶悪犯,計,1,8249,1.212268153715602
2024,外国人,来日外国人以外,インド,知能犯,計,0,8249,0.0
2024,外国人,来日外国人以外,インド,窃盗犯,計,11,8249,13.334949690871621
2024,外国人,来日外国人以外,インド,粗暴犯,計,8,8249,9.698145229724815
2024,外国人,来日外国人以外,インド,計,計,26,8249,31.51897199660565
2024,外国人,来日外国人以外,インド,風俗犯,計,4,8249,4.849072614862408
2024,外国人,来日外国人以外,インドネシア,その他の刑法犯,計,4,7552,5.296610169491525
2024,外国人,来日外国人以外,インドネシア,凶悪犯,不同意性交等,1,7552,1.3241525423728813
2024,外国人,来日外国人以外,インドネシア,凶悪犯,強盗,0,7552,0.0
2024,外国人,来日外国人以外,インドネシア,凶悪犯,放火,0,7552,0.0
2024,外国人,来日外国人以外,インドネシア,凶悪犯,殺人,0,7552,0.0
2024,外国人,来日外国人以外,インドネシア,凶悪犯,計,1,7552,1.3241525423728813
2024,外国人,来日外国人以外,インドネシア,知能犯,計,0,7552,0.0
2024,外国人,来日外国人以外,インドネシア,窃盗犯,計,7,7552,9.26906779661017
2024,外国人,来日外国人以外,インドネシア,粗暴犯,計,1,7552,1.3241525423728813
2024,外国人,来日外国人以外,インドネシア,計,計,13,7552,17.213983050847457
2024,外国人,来日外国人以外,インドネシア,風俗犯,計,0,7552,0.0
2024,外国人,来日外国人以外,カナダ,その他の刑法犯,計,1,4321,2.3142791020597087
2024,外国人,来日外国人以外,カナダ,凶悪犯,不同意性交等,1,4321,2.3142791020597087
2024,外国人,来日外国人以外,カナダ,凶悪犯,強盗,0,4321,0.0
2024,外国人,来日外国人以外,カナダ,凶悪犯,放火,0,4321,0.0
2024,外国人,来日外国人以外,カナダ,凶悪犯,殺人,0,4321,0.0
2024,外国人,来日外国人以外,カナダ,凶悪犯,計,1,4321,2.3142791020597087
2024,外国人,来日外国人以外,カナダ,知能犯,計,0,4321,0.0
2024,外国人,来日外国人以外,カナダ,窃盗犯,計,3,4321,6.942837306179125
2024,外国人,来日外国人以外,カナダ,粗暴犯,計,4,4321,9.257116408238835
2024,外国人,来日外国人以外,カナダ,計,計,10,4321,23.142791020597087
2024,外国人,来日外国人以外,カナダ,風俗犯,計,1,4321,2.3142791020597087
2024,外国人,来日外国人以外,スリランカ,その他の刑法犯,計,2,3780,5.291005291005291
2024,外国人,来日外国人以外,スリランカ,凶悪犯,不同意性交等,0,3780,0.0
2024,外国人,来日外国人以外,スリランカ,凶悪犯,強盗,1,3780,2.6455026455026456
2024,外国人,来日外国人以外,スリランカ,凶悪犯,放火,1,3780,2.6455026455026456
2024,外国人,来日外国人以外,スリランカ,凶悪犯,殺人,0,3780,0.0
2024,外国人,来日外国人以外,スリランカ,凶悪犯,計,2,3780,5.291005291005291
2024,外国人,来日外国人以外,スリランカ,知能犯,計,0,3780,0.0
2024,外国人,来日外国人以外,スリランカ,窃盗犯,計,8,3780,21.164021164021165
2024,外国人,来日外国人以外,スリランカ,粗暴犯,計,7,3780,18.51851851851852
2024,外国人,来日外国人以外,スリランカ,計,計,19,3780,50.264550264550266
2024,外国人,来日外国人以外,スリランカ,風俗犯,計,0,3780,0.0
2024,外国人,来日外国人以外,タイ,その他の刑法犯,計,2,22118,0.9042408897730355
2024,外国人,来日外国人以外,タイ,凶悪犯,不同意性交等,0,22118,0.0
2024,外国人,来日外国人以外,タイ,凶悪犯,強盗,0,22118,0.0
2024,外国人,来日外国人以外,タイ,凶悪犯,放火,0,22118,0.0
2024,外国人,来日外国人以外,タイ,凶悪犯,殺人,0,22118,0.0
2024,外国人,来日外国人以外,タイ,凶悪犯,計,0,22118,0.0
2024,外国人,来日外国人以外,タイ,知能犯,計,1,22118,0.45212044488651776
2024,外国人,来日外国人以外,タイ,窃盗犯,計,18,22118,8.13816800795732
2024,外国人,来日外国人以外,タイ,粗暴犯,計,10,22118,4.521204448865178
2024,外国人,来日外国人以外,タイ,計,計,34,22118,15.372095126141604
2024,外国人,来日外国人以外,タイ,風俗犯,計,3,22118,1.3563613346595533
2024,外国人,来日外国人以外,ドイツ,その他の刑法犯,計,0,2025,0.0
2024,外国人,来日外国人以外,ドイツ,凶悪犯,不同意性交等,0,2025,0.0
2024,外国人,来日外国人以外,ドイツ,凶悪犯,強盗,0,2025,0.0
2024,外国人,来日外国人以外,ドイツ,凶悪犯,放火,0,2025,0.0
2024,外国人,来日外国人以外,ドイツ,凶悪犯,殺人,0,2025,0.0
2024,外国人,来日外国人以外,ドイツ,凶悪犯,計,0,2025,0.0
2024,外国人,来日外国人以外,ドイツ,知能犯,計,1,2025,4.938271604938271
2024,外国人,来日外国人以外,ドイツ,窃盗犯,計,0,2025,0.0
2024,外国人,来日外国人以外,ドイツ,粗暴犯,計,0,2025,0.0
2024,外国人,来日外国人以外,ドイツ,計,計,1,2025,4.938271604938271
2024,外国人,来日外国人以外,ドイツ,風俗犯,計,0,2025,0.0
2024,外国人,来日外国人以外,バングラデシュ,その他の刑法犯,計,4,3803,10.51801209571391
2024,外国人,来日外国人以外,バングラデシュ,凶悪犯,不同意性交等,0,3803,0.0
2024,外国人,来日外国人以外,バングラデシュ,凶悪犯,強盗,0,3803,0.0
2024,外国人,来日外国人以外,バングラデシュ,凶悪犯,放火,0,3803,0.0
2024,外国人,来日外国人以外,バングラデシュ,凶悪犯,殺人,1,3803,2.6295030239284776
2024,外国人,来日外国人以外,バングラデシュ,凶悪犯,計,1,3803,2.6295030239284776
2024,外国人,来日外国人以外,バングラデシュ,知能犯,計,1,3803,2.6295030239284776
2024,外国人,来日外国人以外,バングラデシュ,窃盗犯,計,6,3803,15.777018143570865
2024,外国人,来日外国人以外,バングラデシュ,粗暴犯,計,9,3803,23.6655272153563
2024,外国人,来日外国人以外,バングラデシュ,計,計,21,3803,55.219563502498026
2024,外国人,来日外国人以外,バングラデシュ,風俗犯,計,0,3803,0.0
2024,外国人,来日外国人以外,パキスタン,その他の刑法犯,計,7,5489,12.752778283840408
2024,外国人,来日外国人以外,パキスタン,凶悪犯,不同意性交等,1,5489,1.8218254691200584
2024,外国人,来日外国人以外,パキスタン,凶悪犯,強盗,0,5489,0.0
2024,外国人,来日外国人以外,パキスタン,凶悪犯,放火,0,5489,0.0
2024,外国人,来日外国人以外,パキスタン,凶悪犯,殺人,0,5489,0.0
2024,外国人,来日外国人以外,パキスタン,凶悪犯,計,1,5489,1.8218254691200584
2024,外国人,来日外国人以外,パキスタン,知能犯,計,3,5489,5.465476407360175
2024,外国人,来日外国人以外,パキスタン,窃盗犯,計,9,5489,16.396429222080524
2024,外国人,来日外国人以外,パキスタン,粗暴犯,計,9,5489,16.396429222080524
2024,外国人,来日外国人以外,パキスタン,計,計,32,5489,58.29841501184187
2024,外国人,来日外国人以外,パキスタン,風俗犯,計,3,5489,5.465476407360175
2024,外国人,来日外国人以外,フィリピン,その他の刑法犯,計,55,139135,3.95299529234197
2024,外国人,来日外国人以外,フィリピン,凶悪犯,不同意性交等,8,139135,0.5749811334315593
2024,外国人,来日外国人以外,フィリピン,凶悪犯,強盗,3,139135,0.21561792503683472
2024,外国人,来日外国人以外,フィリピン,凶悪犯,放火,1,139135,0.07187264167894492
2024,外国人,来日外国人以外,フィリピン,凶悪犯,殺人,4,139135,0.28749056671577966
2024,外国人,来日外国人以外,フィリピン,凶悪犯,計,16,139135,1.1499622668631186
2024,外国人,来日外国人以外,フィリピン,知能犯,計,31,139135,2.2280518920472923
2024,外国人,来日外国人以外,フィリピン,窃盗犯,計,146,139135,10.493405685125957
2024,外国人,来日外国人以外,フィリピン,粗暴犯,計,107,139135,7.690372659647105
2024,外国人,来日外国人以外,フィリピン,計,計,364,139135,26.161641571135945
2024,外国人,来日外国人以外,フィリピン,風俗犯,計,9,139135,0.6468537751105042
2024,外国人,来日外国人以外,フランス,その他の刑法犯,計,0,3684,0.0
2024,外国人,来日外国人以外,フランス,凶悪犯,不同意性交等,0,3684,0.0
2024,外国人,来日外国人以外,フランス,凶悪犯,強盗,0,3684,0.0
2024,外国人,来日外国人以外,フランス,凶悪犯,放火,0,3684,0.0
2024,外国人,来日外国人以外,フランス,凶悪犯,殺人,0,3684,0.0
2024,外国人,来日外国人以外,フランス,凶悪犯,計,0,3684,0.0
2024,外国人,来日外国人以外,フランス,知能犯,計,1,3684,2.714440825190011
2024,外国人,来日外国人以外,フランス,窃盗犯,計,2,3684,5.428881650380022
2024,外国人,来日外国人以外,フランス,粗暴犯,計,2,3684,5.428881650380022
2024,外国人,来日外国人以外,フランス,計,計,5,3684,13.572204125950053
2024,外国人,来日外国人以外,フランス,風俗犯,計,0,3684,0.0
2024,外国人,来日外国人以外,ブラジル,その他の刑法犯,計,54,106538,5.068614015656386
2024,外国人,来日外国人以外,ブラジル,凶悪犯,不同意性交等,6,106538,0.5631793350729317
2024,外国人,来日外国人以外,ブラジル,凶悪犯,強盗,11,106538,1.0324954476337083
2024,外国人,来日外国人以外,ブラジル,凶悪犯,放火,2,106538,0.18772644502431057
2024,外国人,来日外国人以外,ブラジル,凶悪犯,殺人,4,106538,0.37545289004862115
2024,外国人,来日外国人以外,ブラジル,凶悪犯,計,23,106538,2.1588541177795717
2024,外国人,来日外国人以外,ブラジル,知能犯,計,21,106538,1.971127672755261
2024,外国人,来日外国人以外,ブラジル,窃盗犯,計,113,106538,10.606544143873547
2024,外国人,来日外国人以外,ブラジル,粗暴犯,計,118,106538,11.075860256434323
2024,外国人,来日外国人以外,ブラジル,計,計,344,106538,32.28894854418142
2024,外国人,来日外国人以外,ブラジル,風俗犯,計,15,106538,1.4079483376823294
2024,外国人,来日外国人以外,ベトナム,その他の刑法犯,計,10,22112,4.522431259044862
2024,外国人,来日外国人以外,ベトナム,凶悪犯,不同意性交等,2,22112,0.9044862518089725
2024,外国人,来日外国人以外,ベトナム,凶悪犯,強盗,1,22112,0.45224312590448623
2024,外国人,来日外国人以外,ベトナム,凶悪犯,放火,0,22112,0.0
2024,外国人,来日外国人以外,ベトナム,凶悪犯,殺人,1,22112,0.45224312590448623
2024,外国人,来日外国人以外,ベトナム,凶悪犯,計,4,22112,1.808972503617945
2024,外国人,来日外国人以外,ベトナム,知能犯,計,6,22112,2.7134587554269176
2024,外国人,来日外国人以外,ベトナム,窃盗犯,計,57,22112,25.777858176555718
2024,外国人,来日外国人以外,ベトナム,粗暴犯,計,20,22112,9.044862518089724
2024,外国人,来日外国人以外,ベトナム,計,計,101,22112,45.676555716353114
2024,外国人,来日外国人以外,ベトナム,風俗犯,計,4,22112,1.808972503617945
2024,外国人,来日外国人以外,マレーシア,その他の刑法犯,計,0,3251,0.0
2024,外国人,来日外国人以外,マレーシア,凶悪犯,不同意性交等,0,3251,0.0
2024,外国人,来日外国人以外,マレーシア,凶悪犯,強盗,0,3251,0.0
2024,外国人,来日外国人以外,マレーシア,凶悪犯,放火,0,3251,0.0
2024,外国人,来日外国人以外,マレーシア,凶悪犯,殺人,0,3251,0.0
2024,外国人,来日外国人以外,マレーシア,凶悪犯,計,0,3251,0.0
2024,外国人,来日外国人以外,マレーシア,知能犯,計,0,3251,0.0
2024,外国人,来日外国人以外,マレーシア,窃盗犯,計,1,3251,3.075976622577669
2024,外国人,来日外国人以外,マレーシア,粗暴犯,計,0,3251,0.0
2024,外国人,来日外国人以外,マレーシア,計,計,1,3251,3.075976622577669
2024,外国人,来日外国人以外,マレーシア,風俗犯,計,0,3251,0.0
2024,外国人,来日外国人以外,ロシア,その他の刑法犯,計,0,4482,0.0
2024,外国人,来日外国人以外,ロシア,凶悪犯,不同意性交等,0,4482,0.0
2024,外国人,来日外国人以外,ロシア,凶悪犯,強盗,0,4482,0.0
2024,外国人,来日外国人以外,ロシア,凶悪犯,放火,0,4482,0.0
2024,外国人,来日外国人以外,ロシア,凶悪犯,殺人,0,4482,0.0
2024,外国人,来日外国人以外,ロシア,凶悪犯,計,0,4482,0.0
2024,外国人,来日外国人以外,ロシア,知能犯,計,0,4482,0.0
2024,外国人,来日外国人以外,ロシア,窃盗犯,計,7,4482,15.618027666220438
2024,外国人,来日外国人以外,ロシア,粗暴犯,計,10,4482,22.311468094600627
2024,外国人,来日外国人以外,ロシア,計,計,17,4482,37.92949576082106
2024,外国人,来日外国人以外,ロシア,風俗犯,計,0,4482,0.0
2024,外国人,来日外国人以外,中国,その他の刑法犯,計,106,311703,3.4006730766145976
2024,外国人,来日外国人以外,中国,凶悪犯,不同意性交等,13,311703,0.4170636792074507
2024,外国人,来日外国人以外,中国,凶悪犯,強盗,16,311703,0.5133091436399393
2024,外国人,来日外国人以外,中国,凶悪犯,放火,0,311703,0.0
2024,外国人,来日外国人以外,中国,凶悪犯,殺人,3,311703,0.09624546443248862
2024,外国人,来日外国人以外,中国,凶悪犯,計,32,311703,1.0266182872798786
2024,外国人,来日外国人以外,中国,知能犯,計,53,311703,1.7003365383072988
2024,外国人,来日外国人以外,中国,窃盗犯,計,492,311703,15.784256166928134
2024,外国人,来日外国人以外,中国,粗暴犯,計,284,311703,9.111237299608923
2024,外国人,来日外国人以外,中国,計,計,990,311703,31.761003262721246
2024,外国人,来日外国人以外,中国,風俗犯,計,23,311703,0.7378818939824128
2024,外国人,来日外国人以外,韓国・朝鮮,その他の刑法犯,計,172,340695,5.048503793715787
2024,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,不同意性交等,14,340695,0.410924727395471
2024,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,強盗,16,340695,0.4696282598805383
2024,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,放火,5,340695,0.14675883121266822
2024,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,殺人,9,340695,0.2641658961828028
2024,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,計,44,340695,1.2914777146714804
2024,外国人,来日外国人以外,韓国・朝鮮,知能犯,計,92,340695,2.700362494313095
2024,外国人,来日外国人以外,韓国・朝鮮,窃盗犯,計,784,340695,23.011784734146378
2024,外国人,来日外国人以外,韓国・朝鮮,粗暴犯,計,436,340695,12.797370081744669
2024,外国人,来日外国人以外,韓国・朝鮮,計,計,1561,340695,45.818107104595015
2024,外国人,来日外国人以外,韓国・朝鮮,風俗犯,計,33,340695,0.9686082860036103
