年,区分00,区分01,国籍・地域,罪種00,罪種01,検挙人員,人数,検挙人員数_1万人あたり
2022,外国人,来日外国人以外,タイ,凶悪犯,放火,0,21411,0.0
2022,外国人,来日外国人以外,タイ,凶悪犯,殺人,2,21411,0.9340992947550325
2022,外国人,来日外国人以外,タイ,凶悪犯,計,2,21411,0.9340992947550325
2022,外国人,来日外国人以外,タイ,知能犯,計,3,21411,1.4011489421325487
2022,外国人,来日外国人以外,タイ,窃盗犯,計,13,21411,6.071645415907711
2022,外国人,来日外国人以外,タイ,粗暴犯,計,18,21411,8.406893652795292
2022,外国人,来日外国人以外,タイ,計,計,40,21411,18.68198589510065
2022,外国人,来日外国人以外,タイ,風俗犯,計,0,21411,0.0
2022,外国人,来日外国人以外,ドイツ,その他の刑法犯,計,0,1881,0.0
2022,外国人,来日外国人以外,ドイツ,凶悪犯,不同意性交等,0,1881,0.0
2022,外国人,来日外国人以外,ドイツ,凶悪犯,強盗,0,1881,0.0
2022,外国人,来日外国人以外,ドイツ,凶悪犯,放火,0,1881,0.0
2022,外国人,来日外国人以外,ドイツ,凶悪犯,殺人,0,1881,0.0
2022,外国人,来日外国人以外,ドイツ,凶悪犯,計,0,1881,0.0
2022,外国人,来日外国人以外,ドイツ,知能犯,計,0,1881,0.0
2022,外国人,来日外国人以外,ドイツ,窃盗犯,計,0,1881,0.0
2022,外国人,来日外国人以外,ドイツ,粗暴犯,計,0,1881,0.0
2022,外国人,来日外国人以外,ドイツ,計,計,1,1881,5.31632110579479
2022,外国人,来日外国人以外,ドイツ,風俗犯,計,1,1881,5.31632110579479
2022,外国人,来日外国人以外,バングラデシュ,その他の刑法犯,計,5,3474,14.392630972941854
2022,外国人,来日外国人以外,バングラデシュ,凶悪犯,不同意性交等,0,3474,0.0
2022,外国人,来日外国人以外,バングラデシュ,凶悪犯,強盗,0,3474,0.0
2022,外国人,来日外国人以外,バングラデシュ,凶悪犯,放火,0,3474,0.0
2022,外国人,来日外国人以外,バングラデシュ,凶悪犯,殺人,1,3474,2.878526194588371
2022,外国人,来日外国人以外,バングラデシュ,凶悪犯,計,1,3474,2.878526194588371
2022,外国人,来日外国人以外,バングラデシュ,知能犯,計,2,3474,5.757052389176742
2022,外国人,来日外国人以外,バングラデシュ,窃盗犯,計,3,3474,8.635578583765112
2022,外国人,来日外国人以外,バングラデシュ,粗暴犯,計,2,3474,5.757052389176742
2022,外国人,来日外国人以外,バングラデシュ,計,計,14,3474,40.29936672423719
2022,外国人,来日外国人以外,バングラデシュ,風俗犯,計,1,3474,2.878526194588371
2022,外国人,来日外国人以外,パキスタン,その他の刑法犯,計,6,5104,11.755485893416928
2022,外国人,来日外国人以外,パキスタン,凶悪犯,不同意性交等,0,5104,0.0
2022,外国人,来日外国人以外,パキスタン,凶悪犯,強盗,0,5104,0.0
2022,外国人,来日外国人以外,パキスタン,凶悪犯,放火,0,5104,0.0
2022,外国人,来日外国人以外,パキスタン,凶悪犯,殺人,0,5104,0.0
2022,外国人,来日外国人以外,パキスタン,凶悪犯,計,0,5104,0.0
2022,外国人,来日外国人以外,パキスタン,知能犯,計,1,5104,1.9592476489028212
2022,外国人,来日外国人以外,パキスタン,窃盗犯,計,9,5104,17.633228840125394
2022,外国人,来日外国人以外,パキスタン,粗暴犯,計,8,5104,15.67398119122257
2022,外国人,来日外国人以外,パキスタン,計,計,26,5104,50.940438871473354
2022,外国人,来日外国人以外,パキスタン,風俗犯,計,2,5104,3.9184952978056424
2022,外国人,来日外国人以外,フィリピン,その他の刑法犯,計,50,134218,3.7252827489606464
2022,外国人,来日外国人以外,フィリピン,凶悪犯,不同意性交等,1,134218,0.07450565497921292
2022,外国人,来日外国人以外,フィリピン,凶悪犯,強盗,0,134218,0.0
2022,外国人,来日外国人以外,フィリピン,凶悪犯,放火,3,134218,0.22351696493763878
2022,外国人,来日外国人以外,フィリピン,凶悪犯,殺人,1,134218,0.07450565497921292
2022,外国人,来日外国人以外,フィリピン,凶悪犯,計,5,134218,0.3725282748960646
2022,外国人,来日外国人以外,フィリピン,知能犯,計,16,134218,1.1920904796674068
2022,外国人,来日外国人以外,フィリピン,窃盗犯,計,114,134218,8.493644667630273
2022,外国人,来日外国人以外,フィリピン,粗暴犯,計,118,134218,8.791667287547126
2022,外国人,来日外国人以外,フィリピン,計,計,315,134218,23.46928131845207
2022,外国人,来日外国人以外,フィリピン,風俗犯,計,12,134218,0.8940678597505551
2022,外国人,来日外国人以外,フランス,その他の刑法犯,計,1,3335,2.998500749625187
2022,外国人,来日外国人以外,フランス,凶悪犯,不同意性交等,0,3335,0.0
2022,外国人,来日外国人以外,フランス,凶悪犯,強盗,0,3335,0.0
2022,外国人,来日外国人以外,フランス,凶悪犯,放火,0,3335,0.0
2022,外国人,来日外国人以外,フランス,凶悪犯,殺人,0,3335,0.0
2022,外国人,来日外国人以外,フランス,凶悪犯,計,0,3335,0.0
2022,外国人,来日外国人以外,フランス,知能犯,計,0,3335,0.0
2022,外国人,来日外国人以外,フランス,窃盗犯,計,1,3335,2.998500749625187
2022,外国人,来日外国人以外,フランス,粗暴犯,計,2,3335,5.997001499250374
2022,外国人,来日外国人以外,フランス,計,計,4,3335,11.994002998500749
2022,外国人,来日外国人以外,フランス,風俗犯,計,0,3335,0.0
2022,外国人,来日外国人以外,ブラジル,その他の刑法犯,計,35,103073,3.3956516255469427
2022,外国人,来日外国人以外,ブラジル,凶悪犯,不同意性交等,1,103073,0.09701861787276977
2022,外国人,来日外国人以外,ブラジル,凶悪犯,強盗,8,103073,0.7761489429821582
2022,外国人,来日外国人以外,ブラジル,凶悪犯,放火,0,103073,0.0
2022,外国人,来日外国人以外,ブラジル,凶悪犯,殺人,0,103073,0.0
2022,外国人,来日外国人以外,ブラジル,凶悪犯,計,9,103073,0.873167560854928
2022,外国人,来日外国人以外,ブラジル,知能犯,計,24,103073,2.328446828946475
2022,外国人,来日外国人以外,ブラジル,窃盗犯,計,129,103073,12.515401705587303
2022,外国人,来日外国人以外,ブラジル,粗暴犯,計,109,103073,10.575029348131908
2022,外国人,来日外国人以外,ブラジル,計,計,315,103073,30.56086462992248
2022,外国人,来日外国人以外,ブラジル,風俗犯,計,9,103073,0.873167560854928
2022,外国人,来日外国人以外,ベトナム,その他の刑法犯,計,11,18193,6.046281536854835
2022,外国人,来日外国人以外,ベトナム,凶悪犯,不同意性交等,1,18193,0.549661957895894
2022,外国人,来日外国人以外,ベトナム,凶悪犯,強盗,1,18193,0.549661957895894
2022,外国人,来日外国人以外,ベトナム,凶悪犯,放火,0,18193,0.0
2022,外国人,来日外国人以外,ベトナム,凶悪犯,殺人,0,18193,0.0
2022,外国人,来日外国人以外,ベトナム,凶悪犯,計,2,18193,1.099323915791788
2022,外国人,来日外国人以外,ベトナム,知能犯,計,11,18193,6.046281536854835
2022,外国人,来日外国人以外,ベトナム,窃盗犯,計,47,18193,25.834112021107018
2022,外国人,来日外国人以外,ベトナム,粗暴犯,計,23,18193,12.642225031605564
2022,外国人,来日外国人以外,ベトナム,計,計,95,18193,52.21788600010993
2022,外国人,来日外国人以外,ベトナム,風俗犯,計,1,18193,0.549661957895894
2022,外国人,来日外国人以外,マレーシア,その他の刑法犯,計,1,2981,3.354579000335458
2022,外国人,来日外国人以外,マレーシア,凶悪犯,不同意性交等,0,2981,0.0
2022,外国人,来日外国人以外,マレーシア,凶悪犯,強盗,0,2981,0.0
2022,外国人,来日外国人以外,マレーシア,凶悪犯,放火,0,2981,0.0
2022,外国人,来日外国人以外,マレーシア,凶悪犯,殺人,0,2981,0.0
2022,外国人,来日外国人以外,マレーシア,凶悪犯,計,0,2981,0.0
2022,外国人,来日外国人以外,マレーシア,知能犯,計,0,2981,0.0
2022,外国人,来日外国人以外,マレーシア,窃盗犯,計,2,2981,6.709158000670916
2022,外国人,来日外国人以外,マレーシア,粗暴犯,計,0,2981,0.0
2022,外国人,来日外国人以外,マレーシア,計,計,3,2981,10.063737001006373
2022,外国人,来日外国人以外,マレーシア,風俗犯,計,0,2981,0.0
2022,外国人,来日外国人以外,ロシア,その他の刑法犯,計,4,4200,9.523809523809524
2022,外国人,来日外国人以外,ロシア,凶悪犯,不同意性交等,0,4200,0.0
2022,外国人,来日外国人以外,ロシア,凶悪犯,強盗,0,4200,0.0
2022,外国人,来日外国人以外,ロシア,凶悪犯,放火,0,4200,0.0
2022,外国人,来日外国人以外,ロシア,凶悪犯,殺人,0,4200,0.0
2022,外国人,来日外国人以外,ロシア,凶悪犯,計,0,4200,0.0
2022,外国人,来日外国人以外,ロシア,知能犯,計,2,4200,4.761904761904762
2022,外国人,来日外国人以外,ロシア,窃盗犯,計,8,4200,19.047619047619047
2022,外国人,来日外国人以外,ロシア,粗暴犯,計,7,4200,16.666666666666668
2022,外国人,来日外国人以外,ロシア,計,計,21,4200,50.0
2022,外国人,来日外国人以外,ロシア,風俗犯,計,0,4200,0.0
2022,外国人,来日外国人以外,中国,その他の刑法犯,計,82,280013,2.928435465496245
2022,外国人,来日外国人以外,中国,凶悪犯,不同意性交等,5,280013,0.17856313814001495
2022,外国人,来日外国人以外,中国,凶悪犯,強盗,15,280013,0.5356894144200448
2022,外国人,来日外国人以外,中国,凶悪犯,放火,1,280013,0.03571262762800299
2022,外国人,来日外国人以外,中国,凶悪犯,殺人,5,280013,0.17856313814001495
2022,外国人,来日外国人以外,中国,凶悪犯,計,26,280013,0.9285283183280777
2022,外国人,来日外国人以外,中国,知能犯,計,33,280013,1.1785167117240984
2022,外国人,来日外国人以外,中国,窃盗犯,計,434,280013,15.499280390553297
2022,外国人,来日外国人以外,中国,粗暴犯,計,274,280013,9.785259970072818
2022,外国人,来日外国人以外,中国,計,計,859,280013,30.677147132454568
2022,外国人,来日外国人以外,中国,風俗犯,計,10,280013,0.3571262762800299
2022,外国人,来日外国人以外,韓国・朝鮮,その他の刑法犯,計,177,352073,5.027366483655379
2022,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,不同意性交等,9,352073,0.2556288042536633
2022,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,強盗,13,352073,0.36924160614418033
2022,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,放火,6,352073,0.17041920283577552
2022,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,殺人,9,352073,0.2556288042536633
2022,外国人,来日外国人以外,韓国・朝鮮,凶悪犯,計,37,352073,1.0509184174872823
2022,外国人,来日外国人以外,韓国・朝鮮,知能犯,計,108,352073,3.0675456510439596
2022,外国人,来日外国人以外,韓国・朝鮮,窃盗犯,計,738,352073,20.96156194880039
2022,外国人,来日外国人以外,韓国・朝鮮,粗暴犯,計,434,352073,12.326989005121098
2022,外国人,来日外国人以外,韓国・朝鮮,計,計,1513,352073,42.97404231508806
2022,外国人,来日外国人以外,韓国・朝鮮,風俗犯,計,19,352073,0.5396608089799559
2023,外国人,来日外国人以外,その他,その他の刑法犯,計,53,102159,5.187991268512808
2023,外国人,来日外国人以外,その他,凶悪犯,不同意性交等,10,102159,0.9788662770778884
2023,外国人,来日外国人以外,その他,凶悪犯,強盗,3,102159,0.2936598831233665
2023,外国人,来日外国人以外,その他,凶悪犯,放火,0,102159,0.0
2023,外国人,来日外国人以外,その他,凶悪犯,殺人,1,102159,0.09788662770778883
2023,外国人,来日外国人以外,その他,凶悪犯,計,14,102159,1.3704127879090435
2023,外国人,来日外国人以外,その他,知能犯,計,17,102159,1.6640726710324103
2023,外国人,来日外国人以外,その他,窃盗犯,計,109,102159,10.669642420148982
2023,外国人,来日外国人以外,その他,粗暴犯,計,127,102159,12.431601718889183
2023,外国人,来日外国人以外,その他,計,計,326,102159,31.911040632739162
2023,外国人,来日外国人以外,その他,風俗犯,計,6,102159,0.587319766246733
2023,外国人,来日外国人以外,アメリカ,その他の刑法犯,計,3,20043,1.49678191887442
2023,外国人,来日外国人以外,アメリカ,凶悪犯,不同意性交等,2,20043,0.9978546125829467
2023,外国人,来日外国人以外,アメリカ,凶悪犯,強盗,0,20043,0.0
2023,外国人,来日外国人以外,アメリカ,凶悪犯,放火,0,20043,0.0
2023,外国人,来日外国人以外,アメリカ,凶悪犯,殺人,0,20043,0.0
2023,外国人,来日外国人以外,アメリカ,凶悪犯,計,2,20043,0.9978546125829467
2023,外国人,来日外国人以外,アメリカ,知能犯,計,0,20043,0.0
2023,外国人,来日外国人以外,アメリカ,窃盗犯,計,16,20043,7.982836900663574
2023,外国人,来日外国人以外,アメリカ,粗暴犯,計,19,20043,9.479618819537993
2023,外国人,来日外国人以外,アメリカ,計,計,40,20043,19.957092251658935
2023,外国人,来日外国人以外,アメリカ,風俗犯,計,0,20043,0.0
2023,外国人,来日外国人以外,イギリス,その他の刑法犯,計,3,6844,4.383401519579193
2023,外国人,来日外国人以外,イギリス,凶悪犯,不同意性交等,0,6844,0.0
2023,外国人,来日外国人以外,イギリス,凶悪犯,強盗,1,6844,1.461133839859731
2023,外国人,来日外国人以外,イギリス,凶悪犯,放火,0,6844,0.0
2023,外国人,来日外国人以外,イギリス,凶悪犯,殺人,0,6844,0.0
2023,外国人,来日外国人以外,イギリス,凶悪犯,計,1,6844,1.461133839859731
2023,外国人,来日外国人以外,イギリス,知能犯,計,0,6844,0.0
2023,外国人,来日外国人以外,イギリス,窃盗犯,計,5,6844,7.305669199298656
2023,外国人,来日外国人以外,イギリス,粗暴犯,計,8,6844,11.689070718877849
2023,外国人,来日外国人以外,イギリス,計,計,17,6844,24.83927527761543
2023,外国人,来日外国人以外,イギリス,風俗犯,計,0,6844,0.0
2023,外国人,来日外国人以外,イタリア,その他の刑法犯,計,0,1320,0.0
2023,外国人,来日外国人以外,イタリア,凶悪犯,不同意性交等,0,1320,0.0
2023,外国人,来日外国人以外,イタリア,凶悪犯,強盗,0,1320,0.0
2023,外国人,来日外国人以外,イタリア,凶悪犯,放火,0,1320,0.0
2023,外国人,来日外国人以外,イタリア,凶悪犯,殺人,0,1320,0.0
2023,外国人,来日外国人以外,イタリア,凶悪犯,計,0,1320,0.0
2023,外国人,来日外国人以外,イタリア,知能犯,計,0,1320,0.0
2023,外国人,来日外国人以外,イタリア,窃盗犯,計,0,1320,0.0
2023,外国人,来日外国人以外,イタリア,粗暴犯,計,2,1320,15.151515151515152
2023,外国人,来日外国人以外,イタリア,計,計,2,1320,15.151515151515152
2023,外国人,来日外国人以外,イタリア,風俗犯,計,0,1320,0.0
2023,外国人,来日外国人以外,イラン,その他の刑法犯,計,1,2653,3.769317753486619
2023,外国人,来日外国人以外,イラン,凶悪犯,不同意性交等,0,2653,0.0
2023,外国人,来日外国人以外,イラン,凶悪犯,強盗,1,2653,3.769317753486619
2023,外国人,来日外国人以外,イラン,凶悪犯,放火,0,2653,0.0
2023,外国人,来日外国人以外,イラン,凶悪犯,殺人,0,2653,0.0
2023,外国人,来日外国人以外,イラン,凶悪犯,計,1,2653,3.769317753486619
2023,外国人,来日外国人以外,イラン,知能犯,計,0,2653,0.0
2023,外国人,来日外国人以外,イラン,窃盗犯,計,8,2653,30.15454202789295
2023,外国人,来日外国人以外,イラン,粗暴犯,計,4,2653,15.077271013946476
2023,外国人,来日外国人以外,イラン,計,計,16,2653,60.3090840557859
2023,外国人,来日外国人以外,イラン,風俗犯,計,2,2653,7.538635506973238
2023,外国人,来日外国人以外,インド,その他の刑法犯,計,0,7778,0.0
2023,外国人,来日外国人以外,インド,凶悪犯,不同意性交等,1,7778,1.2856775520699408
2023,外国人,来日外国人以外,インド,凶悪犯,強盗,0,7778,0.0
2023,外国人,来日外国人以外,インド,凶悪犯,放火,0,7778,0.0
2023,外国人,来日外国人以外,インド,凶悪犯,殺人,0,7778,0.0
2023,外国人,来日外国人以外,インド,凶悪犯,計,1,7778,1.2856775520699408
2023,外国人,来日外国人以外,インド,知能犯,計,1,7778,1.2856775520699408
2023,外国人,来日外国人以外,インド,窃盗犯,計,8,7778,10.285420416559527
2023,外国人,来日外国人以外,インド,粗暴犯,計,2,7778,2.5713551041398817
2023,外国人,来日外国人以外,インド,計,計,14,7778,17.999485728979174
2023,外国人,来日外国人以外,インド,風俗犯,計,2,7778,2.5713551041398817
2023,外国人,来日外国人以外,インドネシア,その他の刑法犯,計,1,7275,1.374570446735395
2023,外国人,来日外国人以外,インドネシア,凶悪犯,不同意性交等,0,7275,0.0
2023,外国人,来日外国人以外,インドネシア,凶悪犯,強盗,0,7275,0.0
2023,外国人,来日外国人以外,インドネシア,凶悪犯,放火,0,7275,0.0
2023,外国人,来日外国人以外,インドネシア,凶悪犯,殺人,0,7275,0.0
2023,外国人,来日外国人以外,インドネシア,凶悪犯,計,0,7275,0.0
2023,外国人,来日外国人以外,インドネシア,知能犯,計,1,7275,1.374570446735395
2023,外国人,来日外国人以外,インドネシア,窃盗犯,計,2,7275,2.74914089347079
2023,外国人,来日外国人以外,インドネシア,粗暴犯,計,3,7275,4.123711340206186
2023,外国人,来日外国人以外,インドネシア,計,計,7,7275,9.621993127147766
2023,外国人,来日外国人以外,インドネシア,風俗犯,計,0,7275,0.0
2023,外国人,来日外国人以外,カナダ,その他の刑法犯,計,2,4233,4.7247814788566025
2023,外国人,来日外国人以外,カナダ,凶悪犯,不同意性交等,0,4233,0.0
2023,外国人,来日外国人以外,カナダ,凶悪犯,強盗,0,4233,0.0
2023,外国人,来日外国人以外,カナダ,凶悪犯,放火,0,4233,0.0
2023,外国人,来日外国人以外,カナダ,凶悪犯,殺人,0,4233,0.0
2023,外国人,来日外国人以外,カナダ,凶悪犯,計,0,4233,0.0
2023,外国人,来日外国人以外,カナダ,知能犯,計,0,4233,0.0
2023,外国人,来日外国人以外,カナダ,窃盗犯,計,3,4233,7.087172218284905
2023,外国人,来日外国人以外,カナダ,粗暴犯,計,5,4233,11.811953697141506
2023,外国人,来日外国人以外,カナダ,計,計,12,4233,28.34868887313962
2023,外国人,来日外国人以外,カナダ,風俗犯,計,2,4233,4.7247814788566025
2023,外国人,来日外国人以外,スリランカ,その他の刑法犯,計,1,3606,2.7731558513588466
2023,外国人,来日外国人以外,スリランカ,凶悪犯,不同意性交等,1,3606,2.7731558513588466
2023,外国人,来日外国人以外,スリランカ,凶悪犯,強盗,0,3606,0.0
2023,外国人,来日外国人以外,スリランカ,凶悪犯,放火,0,3606,0.0
2023,外国人,来日外国人以外,スリランカ,凶悪犯,殺人,0,3606,0.0
2023,外国人,来日外国人以外,スリランカ,凶悪犯,計,1,3606,2.7731558513588466
2023,外国人,来日外国人以外,スリランカ,知能犯,計,0,3606,0.0
2023,外国人,来日外国人以外,スリランカ,窃盗犯,計,4,3606,11.092623405435386
2023,外国人,来日外国人以外,スリランカ,粗暴犯,計,4,3606,11.092623405435386
2023,外国人,来日外国人以外,スリランカ,計,計,11,3606,30.504714364947308
2023,外国人,来日外国人以外,スリランカ,風俗犯,計,1,3606,2.7731558513588466
2023,外国人,来日外国人以外,タイ,その他の刑法犯,計,8,21853,3.6608246007413165
2023,外国人,来日外国人以外,タイ,凶悪犯,不同意性交等,0,21853,0.0
2023,外国人,来日外国人以外,タイ,凶悪犯,強盗,0,21853,0.0
2023,外国人,来日外国人以外,タイ,凶悪犯,放火,0,21853,0.0
2023,外国人,来日外国人以外,タイ,凶悪犯,殺人,1,21853,0.45760307509266457
2023,外国人,来日外国人以外,タイ,凶悪犯,計,1,21853,0.45760307509266457
2023,外国人,来日外国人以外,タイ,知能犯,計,2,21853,0.9152061501853291
2023,外国人,来日外国人以外,タイ,窃盗犯,計,18,21853,8.236855351667963
2023,外国人,来日外国人以外,タイ,粗暴犯,計,12,21853,5.491236901111976
2023,外国人,来日外国人以外,タイ,計,計,42,21853,19.219329153891913
2023,外国人,来日外国人以外,タイ,風俗犯,計,1,21853,0.45760307509266457
2023,外国人,来日外国人以外,ドイツ,その他の刑法犯,計,0,1969,0.0
2023,外国人,来日外国人以外,ドイツ,凶悪犯,不同意性交等,1,1969,5.078720162519045
2023,外国人,来日外国人以外,ドイツ,凶悪犯,強盗,0,1969,0.0
2023,外国人,来日外国人以外,ドイツ,凶悪犯,放火,0,1969,0.0
2023,外国人,来日外国人以外,ドイツ,凶悪犯,殺人,0,1969,0.0
2023,外国人,来日外国人以外,ドイツ,凶悪犯,計,1,1969,5.078720162519045
2023,外国人,来日外国人以外,ドイツ,知能犯,計,0,1969,0.0
2023,外国人,来日外国人以外,ドイツ,窃盗犯,計,2,1969,10.15744032503809
2023,外国人,来日外国人以外,ドイツ,粗暴犯,計,0,1969,0.0
2023,外国人,来日外国人以外,ドイツ,計,計,3,1969,15.236160487557136
2023,外国人,来日外国人以外,ドイツ,風俗犯,計,0,1969,0.0
2023,外国人,来日外国人以外,バングラデシュ,その他の刑法犯,計,2,3666,5.455537370430987
2023,外国人,来日外国人以外,バングラデシュ,凶悪犯,不同意性交等,0,3666,0.0
2023,外国人,来日外国人以外,バングラデシュ,凶悪犯,強盗,0,3666,0.0
2023,外国人,来日外国人以外,バングラデシュ,凶悪犯,放火,0,3666,0.0
2023,外国人,来日外国人以外,バングラデシュ,凶悪犯,殺人,0,3666,0.0
2023,外国人,来日外国人以外,バングラデシュ,凶悪犯,計,0,3666,0.0
2023,外国人,来日外国人以外,バングラデシュ,知能犯,計,2,3666,5.455537370430987
2023,外国人,来日外国人以外,バングラデシュ,窃盗犯,計,8,3666,21.822149481723947
2023,外国人,来日外国人以外,バングラデシュ,粗暴犯,計,5,3666,13.63884342607747
2023,外国人,来日外国人以外,バングラデシュ,計,計,18,3666,49.09983633387889
2023,外国人,来日外国人以外,バングラデシュ,風俗犯,計,1,3666,2.7277686852154934
2023,外国人,来日外国人以外,パキスタン,その他の刑法犯,計,6,5301,11.318619128466327
2023,外国人,来日外国人以外,パキスタン,凶悪犯,不同意性交等,1,5301,1.8864365214110543
2023,外国人,来日外国人以外,パキスタン,凶悪犯,強盗,1,5301,1.8864365214110543
2023,外国人,来日外国人以外,パキスタン,凶悪犯,放火,1,5301,1.8864365214110543
2023,外国人,来日外国人以外,パキスタン,凶悪犯,殺人,0,5301,0.0
2023,外国人,来日外国人以外,パキスタン,凶悪犯,計,3,5301,5.659309564233164
2023,外国人,来日外国人以外,パキスタン,知能犯,計,4,5301,7.545746085644217
2023,外国人,来日外国人以外,パキスタン,窃盗犯,計,5,5301,9.432182607055273
2023,外国人,来日外国人以外,パキスタン,粗暴犯,計,3,5301,5.659309564233164
2023,外国人,来日外国人以外,パキスタン,計,計,21,5301,39.61516694963215
2023,外国人,来日外国人以外,パキスタン,風俗犯,計,0,5301,0.0
2023,外国人,来日外国人以外,フィリピン,その他の刑法犯,計,33,136849,2.4114169632222375
2023,外国人,来日外国人以外,フィリピン,凶悪犯,不同意性交等,3,136849,0.21921972392929434
2023,外国人,来日外国人以外,フィリピン,凶悪犯,強盗,6,136849,0.4384394478585887
2023,外国人,来日外国人以外,フィリピン,凶悪犯,放火,1,136849,0.07307324130976478
2023,外国人,来日外国人以外,フィリピン,凶悪犯,殺人,1,136849,0.07307324130976478
2023,外国人,来日外国人以外,フィリピン,凶悪犯,計,11,136849,0.8038056544074126
2023,外国人,来日外国人以外,フィリピン,知能犯,計,17,136849,1.2422451022660013
2023,外国人,来日外国人以外,フィリピン,窃盗犯,計,145,136849,10.595619989915892
2023,外国人,来日外国人以外,フィリピン,粗暴犯,計,122,136849,8.914935439791304
2023,外国人,来日外国人以外,フィリピン,計,計,333,136849,24.33338935615167
2023,外国人,来日外国人以外,フィリピン,風俗犯,計,5,136849,0.3653662065488239
2023,外国人,来日外国人以外,フランス,その他の刑法犯,計,1,3557,2.81135788585887
2023,外国人,来日外国人以外,フランス,凶悪犯,不同意性交等,0,3557,0.0
2023,外国人,来日外国人以外,フランス,凶悪犯,強盗,0,3557,0.0
2023,外国人,来日外国人以外,フランス,凶悪犯,放火,0,3557,0.0
2023,外国人,来日外国人以外,フランス,凶悪犯,殺人,0,3557,0.0
2023,外国人,来日外国人以外,フランス,凶悪犯,計,0,3557,0.0
2023,外国人,来日外国人以外,フランス,知能犯,計,0,3557,0.0
2023,外国人,来日外国人以外,フランス,窃盗犯,計,3,3557,8.43407365757661
2023,外国人,来日外国人以外,フランス,粗暴犯,計,5,3557,14.05678942929435
2023,外国人,来日外国人以外,フランス,計,計,11,3557,30.92493674444757
2023,外国人,来日外国人以外,フランス,風俗犯,計,2,3557,5.62271577171774
2023,外国人,来日外国人以外,ブラジル,その他の刑法犯,計,49,104943,4.669201375985058
2023,外国人,来日外国人以外,ブラジル,凶悪犯,不同意性交等,5,104943,0.47644911999847533
2023,外国人,来日外国人以外,ブラジル,凶悪犯,強盗,9,104943,0.8576084159972557
2023,外国人,来日外国人以外,ブラジル,凶悪犯,放火,1,104943,0.09528982399969507
2023,外国人,来日外国人以外,ブラジル,凶悪犯,殺人,0,104943,0.0
2023,外国人,来日外国人以外,ブラジル,凶悪犯,計,15,104943,1.429347359995426
2023,外国人,来日外国人以外,ブラジル,知能犯,計,11,104943,1.0481880639966459
2023,外国人,来日外国人以外,ブラジル,窃盗犯,計,151,104943,14.388763423953955
2023,外国人,来日外国人以外,ブラジル,粗暴犯,計,137,104943,13.054705887958225
2023,外国人,来日外国人以外,ブラジル,計,計,370,104943,35.25723487988718
2023,外国人,来日外国人以外,ブラジル,風俗犯,計,7,104943,0.6670287679978656
2023,外国人,来日外国人以外,ベトナム,その他の刑法犯,計,6,20056,2.9916234543278817
2023,外国人,来日外国人以外,ベトナム,凶悪犯,不同意性交等,0,20056,0.0
2023,外国人,来日外国人以外,ベトナム,凶悪犯,強盗,1,20056,0.49860390905464697
2023,外国人,来日外国人以外,ベトナム,凶悪犯,放火,0,20056,0.0
2023,外国人,来日外国人以外,ベトナム,凶悪犯,殺人,1,20056,0.49860390905464697
2023,外国人,来日外国人以外,ベトナム,凶悪犯,計,2,20056,0.9972078181092939
2023,外国人,来日外国人以外,ベトナム,知能犯,計,7,20056,3.490227363382529
2023,外国人,来日外国人以外,ベトナム,窃盗犯,計,48,20056,23.932987634623053
2023,外国人,来日外国人以外,ベトナム,粗暴犯,計,21,20056,10.470682090147585
2023,外国人,来日外国人以外,ベトナム,計,計,86,20056,42.87993617869964
2023,外国人,来日外国人以外,ベトナム,風俗犯,計,2,20056,0.9972078181092939
2023,外国人,来日外国人以外,マレーシア,その他の刑法犯,計,0,3155,0.0
2023,外国人,来日外国人以外,マレーシア,凶悪犯,不同意性交等,0,3155,0.0
2023,外国人,来日外国人以外,マレーシア,凶悪犯,強盗,0,3155,0.0
2023,外国人,来日外国人以外,マレーシア,凶悪犯,放火,0,3155,0.0
2023,外国人,来日外国人以外,マレーシア,凶悪犯,殺人,0,3155,0.0
2023,外国人,来日外国人以外,マレーシア,凶悪犯,計,0,3155,0.0
2023,外国人,来日外国人以外,マレーシア,知能犯,計,0,3155,0.0
2023,外国人,来日外国人以外,マレーシア,窃盗犯,計,4,3155,12.678288431061807
2023,外国人,来日外国人以外,マレーシア,粗暴犯,計,1,3155,3.1695721077654517
2023,外国人,来日外国人以外,マレーシア,計,計,5,3155,15.847860538827259
2023,外国人,来日外国人以外,マレーシア,風俗犯,計,0,3155,0.0
2023,外国人,来日外国人以外,ロシア,その他の刑法犯,計,4,4385,9.122006841505131
2023,外国人,来日外国人以外,ロシア,凶悪犯,不同意性交等,0,4385,0.0
2023,外国人,来日外国人以外,ロシア,凶悪犯,強盗,1,4385,2.280501710376283
2023,外国人,来日外国人以外,ロシア,凶悪犯,放火,1,4385,2.280501710376283
2023,外国人,来日外国人以外,ロシア,凶悪犯,殺人,0,4385,0.0
2023,外国人,来日外国人以外,ロシア,凶悪犯,計,2,4385,4.561003420752566
2023,外国人,来日外国人以外,ロシア,知能犯,計,1,4385,2.280501710376283
2023,外国人,来日外国人以外,ロシア,窃盗犯,計,8,4385,18.244013683010262
