年,州,国籍・地域,罪種00,罪種01,罪種02,検挙人員
2019,アジア州の国,韓国・朝鮮,凶悪犯,殺人,,0
2019,アジア州の国,中国,凶悪犯,殺人,,17
2019,アジア州の国,イラン,凶悪犯,殺人,,0
2019,アジア州の国,インド,凶悪犯,殺人,,0
2019,アジア州の国,インドネシア,凶悪犯,殺人,,0
2019,アジア州の国,スリランカ,凶悪犯,殺人,,0
2019,アジア州の国,タイ,凶悪犯,殺人,,1
2019,アジア州の国,パキスタン,凶悪犯,殺人,,0
2019,アジア州の国,バングラデシュ,凶悪犯,殺人,,0
2019,アジア州の国,フィリピン,凶悪犯,殺人,,2
2019,アジア州の国,ベトナム,凶悪犯,殺人,,19
2019,アジア州の国,マレーシア,凶悪犯,殺人,,0
2019,アジア州の国,その他,凶悪犯,殺人,,4
2019,ヨーロッパ州の国,イギリス,凶悪犯,殺人,,0
2019,ヨーロッパ州の国,イタリア,凶悪犯,殺人,,0
2019,ヨーロッパ州の国,ロシア,凶悪犯,殺人,,0
2019,ヨーロッパ州の国,ドイツ,凶悪犯,殺人,,0
2019,ヨーロッパ州の国,フランス,凶悪犯,殺人,,0
2019,ヨーロッパ州の国,その他,凶悪犯,殺人,,0
2019,南北アメリカ州の国,アメリカ,凶悪犯,殺人,,0
2019,南北アメリカ州の国,カナダ,凶悪犯,殺人,,0
2019,南北アメリカ州の国,ブラジル,凶悪犯,殺人,,1
2019,南北アメリカ州の国,その他,凶悪犯,殺人,,3
2019,アフリカ州の国,,凶悪犯,殺人,,0
2019,オセアニア州の国,,凶悪犯,殺人,,1
2019,無国籍,,凶悪犯,殺人,,0
2019,国籍不明,,凶悪犯,殺人,,0
2019,アジア州の国,韓国・朝鮮,凶悪犯,強盗,,7
2019,アジア州の国,中国,凶悪犯,強盗,,17
2019,アジア州の国,イラン,凶悪犯,強盗,,0
2019,アジア州の国,インド,凶悪犯,強盗,,0
2019,アジア州の国,インドネシア,凶悪犯,強盗,,0
2019,アジア州の国,スリランカ,凶悪犯,強盗,,1
2019,アジア州の国,タイ,凶悪犯,強盗,,2
2019,アジア州の国,パキスタン,凶悪犯,強盗,,0
2019,アジア州の国,バングラデシュ,凶悪犯,強盗,,0
2019,アジア州の国,フィリピン,凶悪犯,強盗,,4
2019,アジア州の国,ベトナム,凶悪犯,強盗,,9
2019,アジア州の国,マレーシア,凶悪犯,強盗,,0
2019,アジア州の国,その他,凶悪犯,強盗,,6
2019,ヨーロッパ州の国,イギリス,凶悪犯,強盗,,5
2019,ヨーロッパ州の国,イタリア,凶悪犯,強盗,,2
2019,ヨーロッパ州の国,ロシア,凶悪犯,強盗,,0
2019,ヨーロッパ州の国,ドイツ,凶悪犯,強盗,,0
2019,ヨーロッパ州の国,フランス,凶悪犯,強盗,,1
2019,ヨーロッパ州の国,その他,凶悪犯,強盗,,0
2019,南北アメリカ州の国,アメリカ,凶悪犯,強盗,,4
2019,南北アメリカ州の国,カナダ,凶悪犯,強盗,,1
2019,南北アメリカ州の国,ブラジル,凶悪犯,強盗,,10
2019,南北アメリカ州の国,その他,凶悪犯,強盗,,0
2019,アフリカ州の国,,凶悪犯,強盗,,1
2019,オセアニア州の国,,凶悪犯,強盗,,0
2019,無国籍,,凶悪犯,強盗,,0
2019,国籍不明,,凶悪犯,強盗,,0
2019,アジア州の国,韓国・朝鮮,凶悪犯,放火,,2
2019,アジア州の国,中国,凶悪犯,放火,,0
2019,アジア州の国,イラン,凶悪犯,放火,,0
2019,アジア州の国,インド,凶悪犯,放火,,0
2019,アジア州の国,インドネシア,凶悪犯,放火,,0
2019,アジア州の国,スリランカ,凶悪犯,放火,,0
2019,アジア州の国,タイ,凶悪犯,放火,,0
2019,アジア州の国,パキスタン,凶悪犯,放火,,1
2019,アジア州の国,バングラデシュ,凶悪犯,放火,,0
2019,アジア州の国,フィリピン,凶悪犯,放火,,1
2019,アジア州の国,ベトナム,凶悪犯,放火,,0
2019,アジア州の国,マレーシア,凶悪犯,放火,,0
2019,アジア州の国,その他,凶悪犯,放火,,0
2019,ヨーロッパ州の国,イギリス,凶悪犯,放火,,0
2019,ヨーロッパ州の国,イタリア,凶悪犯,放火,,0
2019,ヨーロッパ州の国,ロシア,凶悪犯,放火,,0
2019,ヨーロッパ州の国,ドイツ,凶悪犯,放火,,0
2019,ヨーロッパ州の国,フランス,凶悪犯,放火,,0
2019,ヨーロッパ州の国,その他,凶悪犯,放火,,0
2019,南北アメリカ州の国,アメリカ,凶悪犯,放火,,1
2019,南北アメリカ州の国,カナダ,凶悪犯,放火,,0
2019,南北アメリカ州の国,ブラジル,凶悪犯,放火,,0
2019,南北アメリカ州の国,その他,凶悪犯,放火,,0
2019,アフリカ州の国,,凶悪犯,放火,,0
2019,オセアニア州の国,,凶悪犯,放火,,0
2019,無国籍,,凶悪犯,放火,,0
2019,国籍不明,,凶悪犯,放火,,0
2019,アジア州の国,韓国・朝鮮,凶悪犯,強制性交等,,1
2019,アジア州の国,中国,凶悪犯,強制性交等,,5
2019,アジア州の国,イラン,凶悪犯,強制性交等,,0
2019,アジア州の国,インド,凶悪犯,強制性交等,,3
2019,アジア州の国,インドネシア,凶悪犯,強制性交等,,0
2019,アジア州の国,スリランカ,凶悪犯,強制性交等,,3
2019,アジア州の国,タイ,凶悪犯,強制性交等,,0
2019,アジア州の国,パキスタン,凶悪犯,強制性交等,,0
2019,アジア州の国,バングラデシュ,凶悪犯,強制性交等,,0
2019,アジア州の国,フィリピン,凶悪犯,強制性交等,,6
2019,アジア州の国,ベトナム,凶悪犯,強制性交等,,3
2019,アジア州の国,マレーシア,凶悪犯,強制性交等,,0
2019,アジア州の国,その他,凶悪犯,強制性交等,,4
2019,ヨーロッパ州の国,イギリス,凶悪犯,強制性交等,,0
2019,ヨーロッパ州の国,イタリア,凶悪犯,強制性交等,,0
2019,ヨーロッパ州の国,ロシア,凶悪犯,強制性交等,,0
2019,ヨーロッパ州の国,ドイツ,凶悪犯,強制性交等,,0
2019,ヨーロッパ州の国,フランス,凶悪犯,強制性交等,,1
2019,ヨーロッパ州の国,その他,凶悪犯,強制性交等,,0
2019,南北アメリカ州の国,アメリカ,凶悪犯,強制性交等,,2
2019,南北アメリカ州の国,カナダ,凶悪犯,強制性交等,,0
2019,南北アメリカ州の国,ブラジル,凶悪犯,強制性交等,,3
2019,南北アメリカ州の国,その他,凶悪犯,強制性交等,,2
2019,アフリカ州の国,,凶悪犯,強制性交等,,1
2019,オセアニア州の国,,凶悪犯,強制性交等,,0
2019,無国籍,,凶悪犯,強制性交等,,0
2019,国籍不明,,凶悪犯,強制性交等,,0
2019,アジア州の国,韓国・朝鮮,粗暴犯,暴行,,50
2019,アジア州の国,中国,粗暴犯,暴行,,159
2019,アジア州の国,イラン,粗暴犯,暴行,,1
2019,アジア州の国,インド,粗暴犯,暴行,,9
2019,アジア州の国,インドネシア,粗暴犯,暴行,,2
2019,アジア州の国,スリランカ,粗暴犯,暴行,,13
2019,アジア州の国,タイ,粗暴犯,暴行,,11
2019,アジア州の国,パキスタン,粗暴犯,暴行,,6
2019,アジア州の国,バングラデシュ,粗暴犯,暴行,,11
2019,アジア州の国,フィリピン,粗暴犯,暴行,,86
2019,アジア州の国,ベトナム,粗暴犯,暴行,,39
2019,アジア州の国,マレーシア,粗暴犯,暴行,,0
2019,アジア州の国,その他,粗暴犯,暴行,,84
2019,ヨーロッパ州の国,イギリス,粗暴犯,暴行,,13
2019,ヨーロッパ州の国,イタリア,粗暴犯,暴行,,0
2019,ヨーロッパ州の国,ロシア,粗暴犯,暴行,,2
2019,ヨーロッパ州の国,ドイツ,粗暴犯,暴行,,1
2019,ヨーロッパ州の国,フランス,粗暴犯,暴行,,9
2019,ヨーロッパ州の国,その他,粗暴犯,暴行,,19
2019,南北アメリカ州の国,アメリカ,粗暴犯,暴行,,28
2019,南北アメリカ州の国,カナダ,粗暴犯,暴行,,2
2019,南北アメリカ州の国,ブラジル,粗暴犯,暴行,,75
2019,南北アメリカ州の国,その他,粗暴犯,暴行,,31
2019,アフリカ州の国,,粗暴犯,暴行,,17
2019,オセアニア州の国,,粗暴犯,暴行,,10
2019,無国籍,,粗暴犯,暴行,,0
2019,国籍不明,,粗暴犯,暴行,,0
2019,アジア州の国,韓国・朝鮮,粗暴犯,傷害,,40
2019,アジア州の国,中国,粗暴犯,傷害,,164
2019,アジア州の国,イラン,粗暴犯,傷害,,6
2019,アジア州の国,インド,粗暴犯,傷害,,4
2019,アジア州の国,インドネシア,粗暴犯,傷害,,1
2019,アジア州の国,スリランカ,粗暴犯,傷害,,16
2019,アジア州の国,タイ,粗暴犯,傷害,,11
2019,アジア州の国,パキスタン,粗暴犯,傷害,,4
2019,アジア州の国,バングラデシュ,粗暴犯,傷害,,10
2019,アジア州の国,フィリピン,粗暴犯,傷害,,42
2019,アジア州の国,ベトナム,粗暴犯,傷害,,63
2019,アジア州の国,マレーシア,粗暴犯,傷害,,2
2019,アジア州の国,その他,粗暴犯,傷害,,89
2019,ヨーロッパ州の国,イギリス,粗暴犯,傷害,,6
2019,ヨーロッパ州の国,イタリア,粗暴犯,傷害,,0
2019,ヨーロッパ州の国,ロシア,粗暴犯,傷害,,2
2019,ヨーロッパ州の国,ドイツ,粗暴犯,傷害,,5
2019,ヨーロッパ州の国,フランス,粗暴犯,傷害,,2
2019,ヨーロッパ州の国,その他,粗暴犯,傷害,,5
2019,南北アメリカ州の国,アメリカ,粗暴犯,傷害,,20
2019,南北アメリカ州の国,カナダ,粗暴犯,傷害,,3
2019,南北アメリカ州の国,ブラジル,粗暴犯,傷害,,55
2019,南北アメリカ州の国,その他,粗暴犯,傷害,,21
2019,アフリカ州の国,,粗暴犯,傷害,,17
2019,オセアニア州の国,,粗暴犯,傷害,,11
2019,無国籍,,粗暴犯,傷害,,0
2019,国籍不明,,粗暴犯,傷害,,0
2019,アジア州の国,韓国・朝鮮,粗暴犯,脅迫,,7
2019,アジア州の国,中国,粗暴犯,脅迫,,12
2019,アジア州の国,イラン,粗暴犯,脅迫,,1
2019,アジア州の国,インド,粗暴犯,脅迫,,0
2019,アジア州の国,インドネシア,粗暴犯,脅迫,,0
2019,アジア州の国,スリランカ,粗暴犯,脅迫,,0
2019,アジア州の国,タイ,粗暴犯,脅迫,,1
2019,アジア州の国,パキスタン,粗暴犯,脅迫,,1
2019,アジア州の国,バングラデシュ,粗暴犯,脅迫,,0
2019,アジア州の国,フィリピン,粗暴犯,脅迫,,7
2019,アジア州の国,ベトナム,粗暴犯,脅迫,,7
2019,アジア州の国,マレーシア,粗暴犯,脅迫,,0
2019,アジア州の国,その他,粗暴犯,脅迫,,10
2019,ヨーロッパ州の国,イギリス,粗暴犯,脅迫,,0
2019,ヨーロッパ州の国,イタリア,粗暴犯,脅迫,,0
2019,ヨーロッパ州の国,ロシア,粗暴犯,脅迫,,0
2019,ヨーロッパ州の国,ドイツ,粗暴犯,脅迫,,0
2019,ヨーロッパ州の国,フランス,粗暴犯,脅迫,,0
2019,ヨーロッパ州の国,その他,粗暴犯,脅迫,,0
2019,南北アメリカ州の国,アメリカ,粗暴犯,脅迫,,3
2019,南北アメリカ州の国,カナダ,粗暴犯,脅迫,,0
2019,南北アメリカ州の国,ブラジル,粗暴犯,脅迫,,3
2019,南北アメリカ州の国,その他,粗暴犯,脅迫,,2
2019,アフリカ州の国,,粗暴犯,脅迫,,1
2019,オセアニア州の国,,粗暴犯,脅迫,,2
2019,無国籍,,粗暴犯,脅迫,,0
2019,国籍不明,,粗暴犯,脅迫,,0
2019,アジア州の国,韓国・朝鮮,粗暴犯,恐喝,,3
2019,アジア州の国,中国,粗暴犯,恐喝,,2
2019,アジア州の国,イラン,粗暴犯,恐喝,,0
2019,アジア州の国,インド,粗暴犯,恐喝,,0
2019,アジア州の国,インドネシア,粗暴犯,恐喝,,0
2019,アジア州の国,スリランカ,粗暴犯,恐喝,,1
2019,アジア州の国,タイ,粗暴犯,恐喝,,0
2019,アジア州の国,パキスタン,粗暴犯,恐喝,,0
2019,アジア州の国,バングラデシュ,粗暴犯,恐喝,,0
2019,アジア州の国,フィリピン,粗暴犯,恐喝,,1
2019,アジア州の国,ベトナム,粗暴犯,恐喝,,1
2019,アジア州の国,マレーシア,粗暴犯,恐喝,,0
2019,アジア州の国,その他,粗暴犯,恐喝,,0
2019,ヨーロッパ州の国,イギリス,粗暴犯,恐喝,,0
2019,ヨーロッパ州の国,イタリア,粗暴犯,恐喝,,0
2019,ヨーロッパ州の国,ロシア,粗暴犯,恐喝,,0
2019,ヨーロッパ州の国,ドイツ,粗暴犯,恐喝,,0
2019,ヨーロッパ州の国,フランス,粗暴犯,恐喝,,0
2019,ヨーロッパ州の国,その他,粗暴犯,恐喝,,0
2019,南北アメリカ州の国,アメリカ,粗暴犯,恐喝,,0
2019,南北アメリカ州の国,カナダ,粗暴犯,恐喝,,0
2019,南北アメリカ州の国,ブラジル,粗暴犯,恐喝,,0
2019,南北アメリカ州の国,その他,粗暴犯,恐喝,,0
2019,アフリカ州の国,,粗暴犯,恐喝,,0
2019,オセアニア州の国,,粗暴犯,恐喝,,0
2019,無国籍,,粗暴犯,恐喝,,0
2019,国籍不明,,粗暴犯,恐喝,,0
2019,アジア州の国,韓国・朝鮮,窃盗犯,侵入盗,,16
2019,アジア州の国,中国,窃盗犯,侵入盗,,23
2019,アジア州の国,イラン,窃盗犯,侵入盗,,0
2019,アジア州の国,インド,窃盗犯,侵入盗,,0
2019,アジア州の国,インドネシア,窃盗犯,侵入盗,,0
2019,アジア州の国,スリランカ,窃盗犯,侵入盗,,5
2019,アジア州の国,タイ,窃盗犯,侵入盗,,2
2019,アジア州の国,パキスタン,窃盗犯,侵入盗,,3
2019,アジア州の国,バングラデシュ,窃盗犯,侵入盗,,0
2019,アジア州の国,フィリピン,窃盗犯,侵入盗,,9
2019,アジア州の国,ベトナム,窃盗犯,侵入盗,,26
2019,アジア州の国,マレーシア,窃盗犯,侵入盗,,1
2019,アジア州の国,その他,窃盗犯,侵入盗,,11
2019,ヨーロッパ州の国,イギリス,窃盗犯,侵入盗,,0
2019,ヨーロッパ州の国,イタリア,窃盗犯,侵入盗,,0
2019,ヨーロッパ州の国,ロシア,窃盗犯,侵入盗,,0
2019,ヨーロッパ州の国,ドイツ,窃盗犯,侵入盗,,0
2019,ヨーロッパ州の国,フランス,窃盗犯,侵入盗,,0
2019,ヨーロッパ州の国,その他,窃盗犯,侵入盗,,3
2019,南北アメリカ州の国,アメリカ,窃盗犯,侵入盗,,6
2019,南北アメリカ州の国,カナダ,窃盗犯,侵入盗,,0
2019,南北アメリカ州の国,ブラジル,窃盗犯,侵入盗,,21
2019,南北アメリカ州の国,その他,窃盗犯,侵入盗,,8
2019,アフリカ州の国,,窃盗犯,侵入盗,,0
2019,オセアニア州の国,,窃盗犯,侵入盗,,2
2019,無国籍,,窃盗犯,侵入盗,,0
2019,国籍不明,,窃盗犯,侵入盗,,0
2019,アジア州の国,韓国・朝鮮,知能犯,詐欺,,8
2019,アジア州の国,中国,知能犯,詐欺,,166
2019,アジア州の国,イラン,知能犯,詐欺,,0
2019,アジア州の国,インド,知能犯,詐欺,,0
2019,アジア州の国,インドネシア,知能犯,詐欺,,2
2019,アジア州の国,スリランカ,知能犯,詐欺,,2
2019,アジア州の国,タイ,知能犯,詐欺,,2
2019,アジア州の国,パキスタン,知能犯,詐欺,,3
2019,アジア州の国,バングラデシュ,知能犯,詐欺,,3
2019,アジア州の国,フィリピン,知能犯,詐欺,,8
2019,アジア州の国,ベトナム,知能犯,詐欺,,31
2019,アジア州の国,マレーシア,知能犯,詐欺,,41
2019,アジア州の国,その他,知能犯,詐欺,,7
2019,ヨーロッパ州の国,イギリス,知能犯,詐欺,,3
2019,ヨーロッパ州の国,イタリア,知能犯,詐欺,,0
2019,ヨーロッパ州の国,ロシア,知能犯,詐欺,,0
