年,州,国籍・地域,罪種00,罪種01,罪種02,検挙人員
2012,アジア州の国,韓国・朝鮮,凶悪犯,殺人,,3
2012,アジア州の国,中国,凶悪犯,殺人,,13
2012,アジア州の国,イラン,凶悪犯,殺人,,0
2012,アジア州の国,インド,凶悪犯,殺人,,1
2012,アジア州の国,インドネシア,凶悪犯,殺人,,0
2012,アジア州の国,スリランカ,凶悪犯,殺人,,0
2012,アジア州の国,タイ,凶悪犯,殺人,,0
2012,アジア州の国,パキスタン,凶悪犯,殺人,,0
2012,アジア州の国,バングラデシュ,凶悪犯,殺人,,0
2012,アジア州の国,フィリピン,凶悪犯,殺人,,2
2012,アジア州の国,ベトナム,凶悪犯,殺人,,2
2012,アジア州の国,マレーシア,凶悪犯,殺人,,0
2012,アジア州の国,その他,凶悪犯,殺人,,1
2012,ヨーロッパ州の国,イギリス,凶悪犯,殺人,,0
2012,ヨーロッパ州の国,イタリア,凶悪犯,殺人,,0
2012,ヨーロッパ州の国,ロシア,凶悪犯,殺人,,0
2012,ヨーロッパ州の国,ドイツ,凶悪犯,殺人,,0
2012,ヨーロッパ州の国,フランス,凶悪犯,殺人,,0
2012,ヨーロッパ州の国,その他,凶悪犯,殺人,,0
2012,南北アメリカ州の国,アメリカ,凶悪犯,殺人,,1
2012,南北アメリカ州の国,カナダ,凶悪犯,殺人,,0
2012,南北アメリカ州の国,ブラジル,凶悪犯,殺人,,3
2012,南北アメリカ州の国,その他,凶悪犯,殺人,,0
2012,アフリカ州の国,,凶悪犯,殺人,,1
2012,オセアニア州の国,,凶悪犯,殺人,,0
2012,無国籍,,凶悪犯,殺人,,0
2012,国籍不明,,凶悪犯,殺人,,0
2012,アジア州の国,韓国・朝鮮,凶悪犯,強盗,,8
2012,アジア州の国,中国,凶悪犯,強盗,,13
2012,アジア州の国,イラン,凶悪犯,強盗,,0
2012,アジア州の国,インド,凶悪犯,強盗,,0
2012,アジア州の国,インドネシア,凶悪犯,強盗,,0
2012,アジア州の国,スリランカ,凶悪犯,強盗,,0
2012,アジア州の国,タイ,凶悪犯,強盗,,3
2012,アジア州の国,パキスタン,凶悪犯,強盗,,0
2012,アジア州の国,バングラデシュ,凶悪犯,強盗,,0
2012,アジア州の国,フィリピン,凶悪犯,強盗,,4
2012,アジア州の国,ベトナム,凶悪犯,強盗,,17
2012,アジア州の国,マレーシア,凶悪犯,強盗,,0
2012,アジア州の国,その他,凶悪犯,強盗,,1
2012,ヨーロッパ州の国,イギリス,凶悪犯,強盗,,0
2012,ヨーロッパ州の国,イタリア,凶悪犯,強盗,,0
2012,ヨーロッパ州の国,ロシア,凶悪犯,強盗,,0
2012,ヨーロッパ州の国,ドイツ,凶悪犯,強盗,,0
2012,ヨーロッパ州の国,フランス,凶悪犯,強盗,,0
2012,ヨーロッパ州の国,その他,凶悪犯,強盗,,0
2012,南北アメリカ州の国,アメリカ,凶悪犯,強盗,,8
2012,南北アメリカ州の国,カナダ,凶悪犯,強盗,,0
2012,南北アメリカ州の国,ブラジル,凶悪犯,強盗,,17
2012,南北アメリカ州の国,その他,凶悪犯,強盗,,11
2012,アフリカ州の国,,凶悪犯,強盗,,1
2012,オセアニア州の国,,凶悪犯,強盗,,1
2012,無国籍,,凶悪犯,強盗,,0
2012,国籍不明,,凶悪犯,強盗,,0
2012,アジア州の国,韓国・朝鮮,凶悪犯,放火,,1
2012,アジア州の国,中国,凶悪犯,放火,,2
2012,アジア州の国,イラン,凶悪犯,放火,,0
2012,アジア州の国,インド,凶悪犯,放火,,0
2012,アジア州の国,インドネシア,凶悪犯,放火,,0
2012,アジア州の国,スリランカ,凶悪犯,放火,,0
2012,アジア州の国,タイ,凶悪犯,放火,,0
2012,アジア州の国,パキスタン,凶悪犯,放火,,0
2012,アジア州の国,バングラデシュ,凶悪犯,放火,,0
2012,アジア州の国,フィリピン,凶悪犯,放火,,0
2012,アジア州の国,ベトナム,凶悪犯,放火,,0
2012,アジア州の国,マレーシア,凶悪犯,放火,,0
2012,アジア州の国,その他,凶悪犯,放火,,0
2012,ヨーロッパ州の国,イギリス,凶悪犯,放火,,0
2012,ヨーロッパ州の国,イタリア,凶悪犯,放火,,0
2012,ヨーロッパ州の国,ロシア,凶悪犯,放火,,0
2012,ヨーロッパ州の国,ドイツ,凶悪犯,放火,,0
2012,ヨーロッパ州の国,フランス,凶悪犯,放火,,0
2012,ヨーロッパ州の国,その他,凶悪犯,放火,,0
2012,南北アメリカ州の国,アメリカ,凶悪犯,放火,,0
2012,南北アメリカ州の国,カナダ,凶悪犯,放火,,0
2012,南北アメリカ州の国,ブラジル,凶悪犯,放火,,1
2012,南北アメリカ州の国,その他,凶悪犯,放火,,0
2012,アフリカ州の国,,凶悪犯,放火,,0
2012,オセアニア州の国,,凶悪犯,放火,,0
2012,無国籍,,凶悪犯,放火,,0
2012,国籍不明,,凶悪犯,放火,,0
2012,アジア州の国,韓国・朝鮮,凶悪犯,強姦,,2
2012,アジア州の国,中国,凶悪犯,強姦,,5
2012,アジア州の国,イラン,凶悪犯,強姦,,1
2012,アジア州の国,インド,凶悪犯,強姦,,1
2012,アジア州の国,インドネシア,凶悪犯,強姦,,0
2012,アジア州の国,スリランカ,凶悪犯,強姦,,1
2012,アジア州の国,タイ,凶悪犯,強姦,,0
2012,アジア州の国,パキスタン,凶悪犯,強姦,,0
2012,アジア州の国,バングラデシュ,凶悪犯,強姦,,0
2012,アジア州の国,フィリピン,凶悪犯,強姦,,0
2012,アジア州の国,ベトナム,凶悪犯,強姦,,0
2012,アジア州の国,マレーシア,凶悪犯,強姦,,0
2012,アジア州の国,その他,凶悪犯,強姦,,0
2012,ヨーロッパ州の国,イギリス,凶悪犯,強姦,,0
2012,ヨーロッパ州の国,イタリア,凶悪犯,強姦,,0
2012,ヨーロッパ州の国,ロシア,凶悪犯,強姦,,0
2012,ヨーロッパ州の国,ドイツ,凶悪犯,強姦,,0
2012,ヨーロッパ州の国,フランス,凶悪犯,強姦,,0
2012,ヨーロッパ州の国,その他,凶悪犯,強姦,,0
2012,南北アメリカ州の国,アメリカ,凶悪犯,強姦,,2
2012,南北アメリカ州の国,カナダ,凶悪犯,強姦,,0
2012,南北アメリカ州の国,ブラジル,凶悪犯,強姦,,1
2012,南北アメリカ州の国,その他,凶悪犯,強姦,,1
2012,アフリカ州の国,,凶悪犯,強姦,,4
2012,オセアニア州の国,,凶悪犯,強姦,,0
2012,無国籍,,凶悪犯,強姦,,0
2012,国籍不明,,凶悪犯,強姦,,0
2012,アジア州の国,韓国・朝鮮,粗暴犯,暴行,,59
2012,アジア州の国,中国,粗暴犯,暴行,,139
2012,アジア州の国,イラン,粗暴犯,暴行,,3
2012,アジア州の国,インド,粗暴犯,暴行,,4
2012,アジア州の国,インドネシア,粗暴犯,暴行,,1
2012,アジア州の国,スリランカ,粗暴犯,暴行,,3
2012,アジア州の国,タイ,粗暴犯,暴行,,9
2012,アジア州の国,パキスタン,粗暴犯,暴行,,1
2012,アジア州の国,バングラデシュ,粗暴犯,暴行,,6
2012,アジア州の国,フィリピン,粗暴犯,暴行,,50
2012,アジア州の国,ベトナム,粗暴犯,暴行,,6
2012,アジア州の国,マレーシア,粗暴犯,暴行,,0
2012,アジア州の国,その他,粗暴犯,暴行,,27
2012,ヨーロッパ州の国,イギリス,粗暴犯,暴行,,3
2012,ヨーロッパ州の国,イタリア,粗暴犯,暴行,,1
2012,ヨーロッパ州の国,ロシア,粗暴犯,暴行,,4
2012,ヨーロッパ州の国,ドイツ,粗暴犯,暴行,,0
2012,ヨーロッパ州の国,フランス,粗暴犯,暴行,,3
2012,ヨーロッパ州の国,その他,粗暴犯,暴行,,11
2012,南北アメリカ州の国,アメリカ,粗暴犯,暴行,,21
2012,南北アメリカ州の国,カナダ,粗暴犯,暴行,,2
2012,南北アメリカ州の国,ブラジル,粗暴犯,暴行,,59
2012,南北アメリカ州の国,その他,粗暴犯,暴行,,32
2012,アフリカ州の国,,粗暴犯,暴行,,18
2012,オセアニア州の国,,粗暴犯,暴行,,8
2012,無国籍,,粗暴犯,暴行,,0
2012,国籍不明,,粗暴犯,暴行,,0
2012,アジア州の国,韓国・朝鮮,粗暴犯,傷害,,57
2012,アジア州の国,中国,粗暴犯,傷害,,144
2012,アジア州の国,イラン,粗暴犯,傷害,,2
2012,アジア州の国,インド,粗暴犯,傷害,,8
2012,アジア州の国,インドネシア,粗暴犯,傷害,,0
2012,アジア州の国,スリランカ,粗暴犯,傷害,,7
2012,アジア州の国,タイ,粗暴犯,傷害,,8
2012,アジア州の国,パキスタン,粗暴犯,傷害,,11
2012,アジア州の国,バングラデシュ,粗暴犯,傷害,,9
2012,アジア州の国,フィリピン,粗暴犯,傷害,,40
2012,アジア州の国,ベトナム,粗暴犯,傷害,,9
2012,アジア州の国,マレーシア,粗暴犯,傷害,,0
2012,アジア州の国,その他,粗暴犯,傷害,,20
2012,ヨーロッパ州の国,イギリス,粗暴犯,傷害,,7
2012,ヨーロッパ州の国,イタリア,粗暴犯,傷害,,1
2012,ヨーロッパ州の国,ロシア,粗暴犯,傷害,,7
2012,ヨーロッパ州の国,ドイツ,粗暴犯,傷害,,0
2012,ヨーロッパ州の国,フランス,粗暴犯,傷害,,2
2012,ヨーロッパ州の国,その他,粗暴犯,傷害,,10
2012,南北アメリカ州の国,アメリカ,粗暴犯,傷害,,18
2012,南北アメリカ州の国,カナダ,粗暴犯,傷害,,5
2012,南北アメリカ州の国,ブラジル,粗暴犯,傷害,,54
2012,南北アメリカ州の国,その他,粗暴犯,傷害,,22
2012,アフリカ州の国,,粗暴犯,傷害,,15
2012,オセアニア州の国,,粗暴犯,傷害,,5
2012,無国籍,,粗暴犯,傷害,,0
2012,国籍不明,,粗暴犯,傷害,,0
2012,アジア州の国,韓国・朝鮮,粗暴犯,脅迫,,7
2012,アジア州の国,中国,粗暴犯,脅迫,,14
2012,アジア州の国,イラン,粗暴犯,脅迫,,1
2012,アジア州の国,インド,粗暴犯,脅迫,,0
2012,アジア州の国,インドネシア,粗暴犯,脅迫,,2
2012,アジア州の国,スリランカ,粗暴犯,脅迫,,1
2012,アジア州の国,タイ,粗暴犯,脅迫,,1
2012,アジア州の国,パキスタン,粗暴犯,脅迫,,0
2012,アジア州の国,バングラデシュ,粗暴犯,脅迫,,2
2012,アジア州の国,フィリピン,粗暴犯,脅迫,,2
2012,アジア州の国,ベトナム,粗暴犯,脅迫,,0
2012,アジア州の国,マレーシア,粗暴犯,脅迫,,0
2012,アジア州の国,その他,粗暴犯,脅迫,,2
2012,ヨーロッパ州の国,イギリス,粗暴犯,脅迫,,0
2012,ヨーロッパ州の国,イタリア,粗暴犯,脅迫,,1
2012,ヨーロッパ州の国,ロシア,粗暴犯,脅迫,,0
2012,ヨーロッパ州の国,ドイツ,粗暴犯,脅迫,,0
2012,ヨーロッパ州の国,フランス,粗暴犯,脅迫,,0
2012,ヨーロッパ州の国,その他,粗暴犯,脅迫,,0
2012,南北アメリカ州の国,アメリカ,粗暴犯,脅迫,,1
2012,南北アメリカ州の国,カナダ,粗暴犯,脅迫,,0
2012,南北アメリカ州の国,ブラジル,粗暴犯,脅迫,,0
2012,南北アメリカ州の国,その他,粗暴犯,脅迫,,1
2012,アフリカ州の国,,粗暴犯,脅迫,,0
2012,オセアニア州の国,,粗暴犯,脅迫,,0
2012,無国籍,,粗暴犯,脅迫,,0
2012,国籍不明,,粗暴犯,脅迫,,0
2012,アジア州の国,韓国・朝鮮,粗暴犯,恐喝,,3
2012,アジア州の国,中国,粗暴犯,恐喝,,1
2012,アジア州の国,イラン,粗暴犯,恐喝,,1
2012,アジア州の国,インド,粗暴犯,恐喝,,0
2012,アジア州の国,インドネシア,粗暴犯,恐喝,,0
2012,アジア州の国,スリランカ,粗暴犯,恐喝,,0
