年,区分00,区分01,在留資格,罪種00,罪種01,検挙人員,推定検挙人員,対推定値倍率,日本人_対推定値倍率,対日本人倍率_年齢調整後
2017,外国人,来日外国人,留学,凶悪犯,計,23.0,23.319400277419856,0.9863032379212114,0.9711027185675521,1.0156528439917059
2017,外国人,来日外国人,留学,知能犯,計,125.0,65.99408021843384,1.8941092835336508,0.9668097712872913,1.959133368099575
2017,外国人,来日外国人,留学,窃盗犯,計,655.0,377.46760953131246,1.7352482264989286,0.9788678163790062,1.7727094480620462
2017,外国人,来日外国人,留学,粗暴犯,計,180.0,212.4740245719836,0.8471623783782484,0.980369521261117,0.8641255771481807
2017,外国人,来日外国人,留学,風俗犯,計,22.0,27.24672425408797,0.8074365121781282,0.9919893373502278,0.8139568458819613
2017,外国人,来日外国人,短期滞在,その他の刑法犯,計,97.0,141.40747908230875,0.6859608885576655,0.9771013705533754,0.7020365636875278
2017,外国人,来日外国人,短期滞在,凶悪犯,計,18.0,19.512789812372542,0.9224718850088098,0.9711027185675521,0.9499220498213862
2017,外国人,来日外国人,短期滞在,知能犯,計,117.0,59.267198066428605,1.9741105336017841,0.9668097712872913,2.041881032059997
2017,外国人,来日外国人,短期滞在,窃盗犯,計,309.0,370.68373632271897,0.8335947054633742,0.9788678163790062,0.8515906759985008
2017,外国人,来日外国人,短期滞在,粗暴犯,計,72.0,229.0345263933537,0.31436308374023975,0.980369521261117,0.320657748861728
2017,外国人,来日外国人,短期滞在,風俗犯,計,15.0,26.21928484684664,0.572097983893105,0.9919893373502278,0.576717876243787
2018,外国人,来日外国人,その他,その他の刑法犯,計,294.0,200.58169307338676,1.4657369548298425,0.9797610580883714,1.4960147096371301
2018,外国人,来日外国人,その他,凶悪犯,計,53.0,32.4932398423609,1.631108509250739,0.9738455496012682,1.6749149902862734
2018,外国人,来日外国人,その他,知能犯,計,99.0,90.22693792515228,1.0972332905958242,0.9780462222389528,1.121862408592538
2018,外国人,来日外国人,その他,窃盗犯,計,657.0,474.4108062442031,1.3848757055120895,0.9807964232341111,1.4119909827419168
2018,外国人,来日外国人,その他,粗暴犯,計,363.0,354.3444488439465,1.0244269415939558,0.9833808748259838,1.0417397448117296
2018,外国人,来日外国人,その他,風俗犯,計,64.0,40.6844987050517,1.5730807073224,0.994068845347389,1.5824665612296385
2018,外国人,来日外国人,定住者,その他の刑法犯,計,124.0,55.60025824948352,2.2302054685357846,0.9797610580883714,2.2762748632683736
2018,外国人,来日外国人,定住者,凶悪犯,計,36.0,8.307943462826064,4.333202333535632,0.9738455496012682,4.449578616763018
2018,外国人,来日外国人,定住者,知能犯,計,50.0,23.20662845546618,2.154556836894711,0.9780462222389528,2.202919236232495
2018,外国人,来日外国人,定住者,窃盗犯,計,403.0,143.73418613414947,2.803786704047383,0.9807964232341111,2.8586836550668515
2018,外国人,来日外国人,定住者,粗暴犯,計,347.0,91.10551291979058,3.8087706098038137,0.9833808748259838,3.873138788140254
2018,外国人,来日外国人,定住者,風俗犯,計,17.0,10.613004762286518,1.601808383278011,0.994068845347389,1.611365642103229
2018,外国人,来日外国人,技能実習,その他の刑法犯,計,101.0,144.31792681434143,0.6998437562779847,0.9797610580883714,0.7143004414193209
2018,外国人,来日外国人,技能実習,凶悪犯,計,12.0,22.667401818073344,0.529394594771425,0.9738455496012682,0.5436124804268815
2018,外国人,来日外国人,技能実習,知能犯,計,26.0,61.77289980273984,0.4208965433551949,0.9780462222389528,0.43034422482781487
2018,外国人,来日外国人,技能実習,窃盗犯,計,477.0,315.32713487816216,1.5127147246122852,0.9807964232341111,1.542333035457255
2018,外国人,来日外国人,技能実習,粗暴犯,計,65.0,216.4189014596589,0.3003434522659574,0.9833808748259838,0.3054192530631687
2018,外国人,来日外国人,技能実習,風俗犯,計,6.0,25.589602516343035,0.23447023048396493,0.994068845347389,0.23586920722983382
2018,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,90.0,43.02037985451523,2.092031737152456,0.9797610580883714,2.135246874614771
2018,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,21.0,6.992205563624008,3.0033441964649357,0.9738455496012682,3.0840046429278507
2018,外国人,来日外国人,日本人の配偶者等,知能犯,計,87.0,20.38459005938128,4.267929830649763,0.9780462222389528,4.3637301935276405
2018,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,249.0,116.64579055129089,2.134667687733755,0.9807964232341111,2.176463573036727
2018,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,220.0,88.27825813299684,2.4921198566079084,0.9833808748259838,2.5342366527607187
2018,外国人,来日外国人,日本人の配偶者等,風俗犯,計,14.0,9.737636967163532,1.4377204702957875,0.994068845347389,1.4462986915089964
2018,外国人,来日外国人,留学,その他の刑法犯,計,353.0,178.92412362545122,1.972903333811759,0.9797610580883714,2.013657633689917
2018,外国人,来日外国人,留学,凶悪犯,計,35.0,26.855905186935683,1.3032515477089968,0.9738455496012682,1.3382528145685941
2018,外国人,来日外国人,留学,知能犯,計,77.0,72.62478325812141,1.060244128045495,0.9780462222389528,1.084042966413565
2018,外国人,来日外国人,留学,窃盗犯,計,556.0,394.1652236130801,1.4105759886767177,0.9807964232341111,1.438194466518788
2018,外国人,来日外国人,留学,粗暴犯,計,190.0,240.5832193304533,0.7897475165922746,0.9833808748259838,0.8030942402983239
2018,外国人,来日外国人,留学,風俗犯,計,37.0,29.1380482191886,1.2698173783525413,0.994068845347389,1.2773937985238726
2018,外国人,来日外国人,短期滞在,その他の刑法犯,計,111.0,145.0507076857908,0.7652496273265241,0.9797610580883714,0.7810574027300246
2018,外国人,来日外国人,短期滞在,凶悪犯,計,14.0,22.30261112732361,0.627729189200101,0.9738455496012682,0.6445880349888324
2018,外国人,来日外国人,短期滞在,知能犯,計,124.0,64.12983714369287,1.9335773412640784,0.9780462222389528,1.9769795100662162
2018,外国人,来日外国人,短期滞在,窃盗犯,計,352.0,387.2843704453143,0.9088928623565599,0.9807964232341111,0.9266885979860591
2018,外国人,来日外国人,短期滞在,粗暴犯,計,105.0,257.9718336646178,0.4070211794381694,0.9833808748259838,0.4138998325650727
2018,外国人,来日外国人,短期滞在,風俗犯,計,15.0,29.139897527317174,0.5147581588417826,0.994068845347389,0.5178294856045853
2019,外国人,来日外国人,その他,その他の刑法犯,計,251.0,199.3737172598719,1.25894226906968,0.9828788267369142,1.280872305744215
2019,外国人,来日外国人,その他,凶悪犯,計,41.0,37.51733437204155,1.0928281735963037,0.9757311871885198,1.1200094738646083
2019,外国人,来日外国人,その他,知能犯,計,97.0,95.17735016479357,1.0191500376092697,0.9794949352056246,1.0404852551844184
2019,外国人,来日外国人,その他,窃盗犯,計,606.0,486.0330750827702,1.2468287264129088,0.9818702767364047,1.2698507694490841
2019,外国人,来日外国人,その他,粗暴犯,計,401.0,389.15456993996185,1.03043888206649,0.9846631094736038,1.0464887657031832
2019,外国人,来日外国人,その他,風俗犯,計,58.0,44.92230204925215,1.291118160783694,0.9962225706585421,1.2960137611921543
2019,外国人,来日外国人,定住者,その他の刑法犯,計,109.0,52.18700256201859,2.0886426629018464,0.9828788267369142,2.1250255942901806
2019,外国人,来日外国人,定住者,凶悪犯,計,28.0,8.967324029692358,3.1224476674743955,0.9757311871885198,3.200110551422921
2019,外国人,来日外国人,定住者,知能犯,計,48.0,22.418122681563904,2.14112486945546,0.9794949352056246,2.1859478722123002
2019,外国人,来日外国人,定住者,窃盗犯,計,375.0,137.62123320492125,2.724870220001707,0.9818702767364047,2.775183529395332
2019,外国人,来日外国人,定住者,粗暴犯,計,350.0,95.0400421494389,3.6826582994320183,0.9846631094736038,3.740018554570151
2019,外国人,来日外国人,定住者,風俗犯,計,22.0,10.913387505131412,2.0158727058537713,0.9962225706585421,2.023516396061174
2019,外国人,来日外国人,技能実習,その他の刑法犯,計,80.0,159.63651971078815,0.5011384622073645,0.9828788267369142,0.5098680005867127
2019,外国人,来日外国人,技能実習,凶悪犯,計,26.0,30.48718728127795,0.8528172756680144,0.9757311871885198,0.8740289199173077
2019,外国人,来日外国人,技能実習,知能犯,計,38.0,76.07532452676266,0.4995049345682636,0.9794949352056246,0.5099617329449518
2019,外国人,来日外国人,技能実習,窃盗犯,計,502.0,369.30331631884223,1.359316252569453,0.9818702767364047,1.3844153191882174
2019,外国人,来日外国人,技能実習,粗暴犯,計,61.0,271.5137714604935,0.22466632050328902,0.9846631094736038,0.22816567244343558
2019,外国人,来日外国人,技能実習,風俗犯,計,7.0,32.5079914336324,0.21533166742371784,0.9962225706585421,0.21614815179440794
2019,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,70.0,39.64904558097463,1.765490164373316,0.9828788267369142,1.7962439685821845
2019,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,16.0,6.992475593754127,2.2881738785461967,0.9757311871885198,2.3450863399573816
2019,外国人,来日外国人,日本人の配偶者等,知能犯,計,67.0,18.45860456650255,3.629743503015778,0.9794949352056246,3.705729731265827
2019,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,229.0,109.296910689327,2.0952101807426673,0.9818702767364047,2.1338971454628854
2019,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,275.0,86.58981278144095,3.175893227695505,0.9846631094736038,3.2253602243647803
2019,外国人,来日外国人,日本人の配偶者等,風俗犯,計,21.0,9.391257439903445,2.236122280150794,0.9962225706585421,2.2446011022141663
2019,外国人,来日外国人,留学,その他の刑法犯,計,295.0,157.65769497812192,1.8711424142090685,0.9828788267369142,1.9037366187052014
2019,外国人,来日外国人,留学,凶悪犯,計,28.0,29.362031527374857,0.9536124901267473,0.9757311871885198,0.9773311570315739
2019,外国人,来日外国人,留学,知能犯,計,107.0,72.26342665439414,1.4806936918690061,0.9794949352056246,1.5116910140614104
2019,外国人,来日外国人,留学,窃盗犯,計,468.0,367.3960034271344,1.2738298610611272,0.9818702767364047,1.2973504659853377
2019,外国人,来日外国人,留学,粗暴犯,計,169.0,243.8332008715355,0.6930967538298377,0.9846631094736038,0.7038922725564116
2019,外国人,来日外国人,留学,風俗犯,計,30.0,29.77080571635814,1.007698625486509,0.9962225706585421,1.0115195691866132
2019,外国人,来日外国人,短期滞在,その他の刑法犯,計,126.0,140.5337940821329,0.8965815007197567,0.9828788267369142,0.9121994251278581
2019,外国人,来日外国人,短期滞在,凶悪犯,計,18.0,24.436527232594003,0.7366022114628131,0.9757311871885198,0.7549233038100023
2019,外国人,来日外国人,短期滞在,知能犯,計,100.0,63.22069160153739,1.5817606145512053,0.9794949352056246,1.614873704496642
2019,外国人,来日外国人,短期滞在,窃盗犯,計,348.0,384.4697307928287,0.9051427775143099,0.9818702767364047,0.9218557674674439
2019,外国人,来日外国人,短期滞在,粗暴犯,計,86.0,274.0571636691776,0.31380314547739063,0.9846631094736038,0.3186908725006955
2019,外国人,来日外国人,短期滞在,風俗犯,計,10.0,30.47288606493022,0.328160581137358,0.9962225706585421,0.3294048848144758
2020,外国人,来日外国人,その他,その他の刑法犯,計,347.0,207.8835171198696,1.6692040081268837,0.9716539704244684,1.7178996421922605
2020,外国人,来日外国人,その他,凶悪犯,計,54.0,41.64473605062236,1.2966824890991953,0.9677305227116522,1.339921040689918
2020,外国人,来日外国人,その他,知能犯,計,126.0,101.07435836955128,1.246606973643254,0.9765268294323417,1.2765721699299453
2020,外国人,来日外国人,その他,窃盗犯,計,660.0,496.7681910816598,1.3285874817445946,0.9770660367757908,1.3597724531790967
2020,外国人,来日外国人,その他,粗暴犯,計,386.0,406.8981372425597,0.9486403713121402,0.9811706042738778,0.9668454876042563
2020,外国人,来日外国人,その他,風俗犯,計,84.0,47.70898163150032,1.760674764529834,0.9854211454326702,1.786723141359801
2020,外国人,来日外国人,定住者,その他の刑法犯,計,133.0,51.06792744262848,2.60437434335703,0.9716539704244684,2.6803516710988227
2020,外国人,来日外国人,定住者,凶悪犯,計,41.0,9.48609523493244,4.322115579128697,0.9677305227116522,4.466238769670932
2020,外国人,来日外国人,定住者,知能犯,計,59.0,22.065635689951733,2.6738409366047615,0.9765268294323417,2.7381131332142448
2020,外国人,来日外国人,定住者,窃盗犯,計,362.0,130.61657310669685,2.771470659426142,0.9770660367757908,2.836523382361838
2020,外国人,来日外国人,定住者,粗暴犯,計,309.0,92.68378471741023,3.3339165091513117,0.9811706042738778,3.3978968536451415
2020,外国人,来日外国人,定住者,風俗犯,計,22.0,10.762013871302706,2.0442270622475025,0.9854211454326702,2.074470465467778
2020,外国人,来日外国人,技能実習,その他の刑法犯,計,160.0,164.84772392348344,0.9705927154582153,0.9716539704244684,0.9989077850772436
2020,外国人,来日外国人,技能実習,凶悪犯,計,51.0,33.73236348755488,1.5119011752264497,0.9677305227116522,1.5623163057728007
2020,外国人,来日外国人,技能実習,知能犯,計,32.0,79.8013105250493,0.40099592086216845,0.9765268294323417,0.4106348220819173
2020,外国人,来日外国人,技能実習,窃盗犯,計,689.0,371.4169398326805,1.855058092693315,0.9770660367757908,1.8986005273653765
2020,外国人,来日外国人,技能実習,粗暴犯,計,129.0,286.3675309631436,0.45047006399829137,0.9811706042738778,0.45911492052053976
2020,外国人,来日外国人,技能実習,風俗犯,計,15.0,33.83481951552592,0.44333027971722705,0.9854211454326702,0.4498891481799626
2020,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,71.0,37.7662416414796,1.8799858528156779,0.9716539704244684,1.9348306187586548
2020,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,14.0,7.0249536680950735,1.9928957060006234,0.9677305227116522,2.05934984918775
2020,外国人,来日外国人,日本人の配偶者等,知能犯,計,51.0,18.019226618314185,2.8303101503904267,0.9765268294323417,2.898343460809669
2020,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,231.0,102.99936165518083,2.2427323459861537,0.9770660367757908,2.2953743775465996
2020,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,229.0,81.62886391607161,2.8053802174124467,0.9811706042738778,2.85921755624608
2020,外国人,来日外国人,日本人の配偶者等,風俗犯,計,17.0,9.223313925584993,1.843155305908312,0.9854211454326702,1.8704239445755297
2020,外国人,来日外国人,留学,その他の刑法犯,計,291.0,123.29984387367313,2.3601003120340045,0.9716539704244684,2.428951441430318
2020,外国人,来日外国人,留学,凶悪犯,計,22.0,24.972473394355436,0.8809700045560042,0.9677305227116522,0.9103464072699302
2020,外国人,来日外国人,留学,知能犯,計,114.0,57.75784391353396,1.9737578876847104,0.9765268294323417,2.021201904746501
2020,外国人,来日外国人,留学,窃盗犯,計,349.0,276.0596322635228,1.2642196076927659,0.9770660367757908,1.2938937186523747
2020,外国人,来日外国人,留学,粗暴犯,計,148.0,197.51380909904947,0.7493146969069934,0.9811706042738778,0.7636946048353426
2020,外国人,来日外国人,留学,風俗犯,計,28.0,23.36154964415297,1.1985506281261595,0.9854211454326702,1.216282635786053
2020,外国人,来日外国人,短期滞在,その他の刑法犯,計,80.0,38.24590361545603,2.091727281550493,0.9716539704244684,2.1527491732851343
2020,外国人,来日外国人,短期滞在,凶悪犯,計,10.0,7.19481048909592,1.38989067400114,0.9677305227116522,1.4362373009653184
2020,外国人,来日外国人,短期滞在,知能犯,計,46.0,17.506470649345776,2.627599869864063,0.9765268294323417,2.690760551240047
2020,外国人,来日外国人,短期滞在,窃盗犯,計,212.0,99.21832681035852,2.1367020268866996,0.9770660367757908,2.1868552855829257
2020,外国人,来日外国人,短期滞在,粗暴犯,計,51.0,72.97139127519391,0.6989040377161766,0.9811706042738778,0.7123165274946301
2020,外国人,来日外国人,短期滞在,風俗犯,計,11.0,8.364394209928694,1.315098227549198,0.9854211454326702,1.3345545035689041
2021,外国人,来日外国人,その他,その他の刑法犯,計,385.0,193.1536701817689,1.99323160485479,0.9631553740046908,2.0694808528837454
2021,外国人,来日外国人,その他,凶悪犯,計,69.0,45.6351306028293,1.5119930432657098,0.9565747119022292,1.58063246336398
2021,外国人,来日外国人,その他,知能犯,計,155.0,141.46473606137866,1.09567942029559,0.9840611484120649,1.1134261545267166
2021,外国人,来日外国人,その他,窃盗犯,計,730.0,503.2916214512363,1.4504513265987864,0.9758652764250932,1.486323329294238
2021,外国人,来日外国人,その他,粗暴犯,計,457.0,412.034775849554,1.1091296822161052,0.9758345160949081,1.136596076407112
2021,外国人,来日外国人,その他,風俗犯,計,83.0,53.867096267078686,1.540829295651604,0.9772459053513401,1.5767058088594845
2021,外国人,来日外国人,定住者,その他の刑法犯,計,125.0,43.23260049294401,2.8913365972607004,0.9631553740046908,3.0019420285626928
2021,外国人,来日外国人,定住者,凶悪犯,計,46.0,8.971347817053218,5.127434688527039,0.9565747119022292,5.360203050246545
2021,外国人,来日外国人,定住者,知能犯,計,68.0,27.091999644423623,2.5099660745786445,0.9840611484120649,2.550620028672876
2021,外国人,来日外国人,定住者,窃盗犯,計,367.0,119.3393797573029,3.0752631758800613,0.9758652764250932,3.1513193984580887
2021,外国人,来日外国人,定住者,粗暴犯,計,319.0,86.20116705383357,3.7006459529809033,0.9758345160949081,3.7922884381976343
2021,外国人,来日外国人,定住者,風俗犯,計,32.0,11.125043130588706,2.8763933428729684,0.9772459053513401,2.9433669940411216
2021,外国人,来日外国人,技能実習,その他の刑法犯,計,233.0,120.29824299802706,1.9368528932199058,0.9631553740046908,2.010945425312524
2021,外国人,来日外国人,技能実習,凶悪犯,計,47.0,30.41792968923354,1.5451413189581966,0.9565747119022292,1.6152855597505325
2021,外国人,来日外国人,技能実習,知能犯,計,63.0,97.54975520305564,0.6458242757130629,0.9840611484120649,0.6562847001481569
2021,外国人,来日外国人,技能実習,窃盗犯,計,592.0,302.12717794130833,1.9594397433355129,0.9758652764250932,2.0078998512105763
2021,外国人,来日外国人,技能実習,粗暴犯,計,150.0,239.37267251092985,0.6266379467069323,0.9758345160949081,0.6421559561293346
2021,外国人,来日外国人,技能実習,風俗犯,計,19.0,32.146764202723745,0.5910392685304905,0.9772459053513401,0.6048009669766788
2021,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,62.0,33.2848126089495,1.8627114031980359,0.9631553740046908,1.9339677205486516
2021,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,19.0,6.7767954335808085,2.8036850435015332,0.9565747119022292,2.9309629541911786
2021,外国人,来日外国人,日本人の配偶者等,知能犯,計,58.0,20.780770115384893,2.7910418948843536,0.9840611484120649,2.8362484378009762
2021,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,198.0,97.18504428922112,2.037350514661034,0.9758652764250932,2.0877374816783116
2021,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,242.0,75.9024393005852,3.1883033303006667,0.9758345160949081,3.267258205888853
2021,外国人,来日外国人,日本人の配偶者等,風俗犯,計,24.0,9.285535237998564,2.5846652222896567,0.9772459053513401,2.6448463054551414
2021,外国人,来日外国人,留学,その他の刑法犯,計,211.0,82.46246386987184,2.558739941762644,0.9631553740046908,2.656622192869769
2021,外国人,来日外国人,留学,凶悪犯,計,30.0,20.79981471477864,1.4423205404173367,0.9565747119022292,1.5077970622379941
2021,外国人,来日外国人,留学,知能犯,計,79.0,67.29094303771024,1.174006432867614,0.9840611484120649,1.1930218307694143
2021,外国人,来日外国人,留学,窃盗犯,計,325.0,206.46491808496677,1.574117302903016,0.9758652764250932,1.6130477648200696
2021,外国人,来日外国人,留学,粗暴犯,計,136.0,153.0064286283773,0.8888515418546067,0.9758345160949081,0.9108629866994358
2021,外国人,来日外国人,留学,風俗犯,計,26.0,20.8843572297019,1.2449509321274486,0.9772459053513401,1.2739382434965159
2021,外国人,来日外国人,短期滞在,その他の刑法犯,計,55.0,15.305412132194448,3.593500098197895,0.9631553740046908,3.730966150618596
2021,外国人,来日外国人,短期滞在,凶悪犯,計,13.0,3.313974144681564,3.922782566322392,0.9565747119022292,4.100863756393485
2021,外国人,来日外国人,短期滞在,知能犯,計,25.0,10.328337566577837,2.420525068903556,0.9840611484120649,2.459730345832114
2021,外国人,来日外国人,短期滞在,窃盗犯,計,81.0,42.54066912774594,1.9040603182983329,0.9758652764250932,1.9511508035960814
2021,外国人,来日外国人,短期滞在,粗暴犯,計,39.0,32.07296205338508,1.2159774932881142,0.9758345160949081,1.246089857688381
2021,外国人,来日外国人,短期滞在,風俗犯,計,10.0,4.068146708068434,2.4581217732799083,0.9772459053513401,2.515356431599642
2022,外国人,来日外国人,その他,その他の刑法犯,計,338.0,218.32343868812924,1.548161764174237,0.9723408692290308,1.592200650170937
2022,外国人,来日外国人,その他,凶悪犯,計,88.0,48.82278739020277,1.8024370320498926,0.9651385581385117,1.8675422475362509
2022,外国人,来日外国人,その他,知能犯,計,188.0,169.89016990332644,1.1065972805076285,0.987037704149716,1.1211296953047067
2022,外国人,来日外国人,その他,窃盗犯,計,676.0,542.6733725121359,1.245684852512056,0.9790048659018521,1.272399041004296
2022,外国人,来日外国人,その他,粗暴犯,計,449.0,473.4880102117334,0.9482816677854569,0.9804378421381958,0.9672022305028426
2022,外国人,来日外国人,その他,風俗犯,計,106.0,64.4093215933399,1.645724522131292,0.9849162239555915,1.6709284323917233
2022,外国人,来日外国人,定住者,その他の刑法犯,計,137.0,43.26685753188949,3.166395893185107,0.9723408692290308,3.256466938076708
2022,外国人,来日外国人,定住者,凶悪犯,計,23.0,8.829795355505537,2.6048168812495844,0.9651385581385117,2.6989045865845043
2022,外国人,来日外国人,定住者,知能犯,計,54.0,27.44010404116828,1.9679225676033887,0.987037704149716,1.993766356978892
2022,外国人,来日外国人,定住者,窃盗犯,計,364.0,115.58342598317503,3.149240446056564,0.9790048659018521,3.2167771129058758
2022,外国人,来日外国人,定住者,粗暴犯,計,299.0,87.56011388313335,3.4147968377368243,0.9804378421381958,3.4829304734807427
2022,外国人,来日外国人,定住者,風俗犯,計,25.0,11.577165727121503,2.159423177421845,0.9849162239555915,2.192494269968702
2022,外国人,来日外国人,技能実習,その他の刑法犯,計,132.0,109.4568216363383,1.2059549877901592,0.9723408692290308,1.2402594871347545
2022,外国人,来日外国人,技能実習,凶悪犯,計,38.0,25.508878267468805,1.4896774213886537,0.9651385581385117,1.5434855532679514
2022,外国人,来日外国人,技能実習,知能犯,計,86.0,93.88579270357036,0.9160065386200816,0.987037704149716,0.9280360160194445
2022,外国人,来日外国人,技能実習,窃盗犯,計,414.0,261.5460048613578,1.5828955224128012,0.9790048659018521,1.6168413228004228
2022,外国人,来日外国人,技能実習,粗暴犯,計,118.0,218.54267777506917,0.5399403045726804,0.9804378421381958,0.5507134479786574
2022,外国人,来日外国人,技能実習,風俗犯,計,22.0,30.30825605751388,0.72587482296085,0.9849162239555915,0.736991436739272
2022,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,60.0,32.761220621138385,1.831433593206428,0.9723408692290308,1.8835304070460104
2022,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,21.0,6.512481204766141,3.2245774444049387,0.9651385581385117,3.341051310419373
2022,外国人,来日外国人,日本人の配偶者等,知能犯,計,37.0,21.107257465206192,1.7529515646924694,0.987037704149716,1.7759722423193045
2022,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,179.0,92.34016864182558,1.9384846555166648,0.9790048659018521,1.9800562009780687
2022,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,247.0,77.17524310013951,3.2005082210042755,0.9804378421381958,3.264366269282733
2022,外国人,来日外国人,日本人の配偶者等,風俗犯,計,26.0,9.660293598402893,2.6914295859805444,0.9849162239555915,2.732648240041477
2022,外国人,来日外国人,留学,その他の刑法犯,計,158.0,93.02364190808966,1.698492950384689,0.9723408692290308,1.7468081453075446
2022,外国人,来日外国人,留学,凶悪犯,計,13.0,21.577802798531664,0.6024709800797989,0.9651385581385117,0.6242326296048111
2022,外国人,来日外国人,留学,知能犯,計,82.0,78.99918773480877,1.0379853559414385,0.987037704149716,1.051616723026413
2022,外国人,来日外国人,留学,窃盗犯,計,237.0,222.1753025613153,1.066725226736637,0.9790048659018521,1.0896015575509703
2022,外国人,来日外国人,留学,粗暴犯,計,118.0,171.282782107355,0.688919216211943,0.9804378421381958,0.7026648570698861
2022,外国人,来日外国人,留学,風俗犯,計,19.0,23.98412938863848,0.7921905228296713,0.9849162239555915,0.8043227470130394
2022,外国人,来日外国人,短期滞在,その他の刑法犯,計,62.0,26.348630868765497,2.353063440328384,0.9723408692290308,2.419998495171892
2022,外国人,来日外国人,短期滞在,凶悪犯,計,13.0,5.404952346715423,2.405201594034417,0.9651385581385117,2.4920790634179957
2022,外国人,来日外国人,短期滞在,知能犯,計,19.0,18.33474509867801,1.0362838369304603,0.987037704149716,1.0498928587770286
2022,外国人,来日外国人,短期滞在,窃盗犯,計,122.0,73.164384902655,1.6674779698116868,0.9790048659018521,1.7032376731607135
2022,外国人,来日外国人,短期滞在,粗暴犯,計,36.0,56.53619168521153,0.636760257932561,0.9804378421381958,0.6494651986747851
2022,外国人,来日外国人,短期滞在,風俗犯,計,8.0,7.272596409185475,1.1000197934668554,0.9849162239555915,1.116866355443906
2023,外国人,来日外国人,その他,その他の刑法犯,計,338.0,271.9383347624087,1.2429288437590422,0.9767582530787996,1.2725040611034073
