年,区分00,区分01,在留資格,罪種00,罪種01,検挙人員,人数,検挙人員数_1万人あたり,日本人_検挙人員数_1万人あたり,対日本人倍率
2019,外国人,来日外国人,短期滞在,その他の刑法犯,計,126.0,461721.58907295094,2.7289172302508966,2.3341797959114015,1.1691118374989473
2019,外国人,来日外国人,短期滞在,凶悪犯,計,18.0,461721.58907295094,0.38984531860727095,0.3596090624466641,1.084080907068607
2019,外国人,来日外国人,短期滞在,知能犯,計,100.0,461721.58907295094,2.16580732559595,0.9374611121329957,2.3102903123822496
2019,外国人,来日外国人,短期滞在,窃盗犯,計,348.0,461721.58907295094,7.5370094930739056,8.18092399788428,0.9212907362326186
2019,外国人,来日外国人,短期滞在,粗暴犯,計,86.0,461721.58907295094,1.862594300012517,4.3858096141861385,0.4246865376891543
2019,外国人,来日外国人,短期滞在,風俗犯,計,10.0,461721.58907295094,0.21658073255959498,0.4711898885604339,0.45964639271289615
2020,外国人,来日外国人,その他,その他の刑法犯,計,347.0,627711.1621957714,5.528020224878161,2.2241452627688587,2.485458264536318
2020,外国人,来日外国人,その他,凶悪犯,計,54.0,627711.1621957714,0.8602682770703767,0.36406379731725785,2.362960237764891
2020,外国人,来日外国人,その他,知能犯,計,126.0,627711.1621957714,2.0072926464975454,0.9033196173415429,2.2221289208851456
2020,外国人,来日外国人,その他,窃盗犯,計,660.0,627711.1621957714,10.514390053082382,7.682001478763001,1.3687045078225457
2020,外国人,来日外国人,その他,粗暴犯,計,386.0,627711.1621957714,6.149325091651211,4.158006190151738,1.4789119617512652
2020,外国人,来日外国人,その他,風俗犯,計,84.0,627711.1621957714,1.3381950976650305,0.45061102769152583,2.9697344614946193
2020,外国人,来日外国人,定住者,その他の刑法犯,計,133.0,158212.93283239022,8.40639242437275,2.2241452627688587,3.779605840091378
2020,外国人,来日外国人,定住者,凶悪犯,計,41.0,158212.93283239022,2.5914442811976146,0.36406379731725785,7.11810484946225
2020,外国人,来日外国人,定住者,知能犯,計,59.0,158212.93283239022,3.729151526601446,0.9033196173415429,4.128274704778677
2020,外国人,来日外国人,定住者,窃盗犯,計,362.0,158212.93283239022,22.8805568242326,7.682001478763001,2.978462954932541
2020,外国人,来日外国人,定住者,粗暴犯,計,309.0,158212.93283239022,19.5306410460991,4.158006190151738,4.69711687595789
2020,外国人,来日外国人,定住者,風俗犯,計,22.0,158212.93283239022,1.3905310777157935,0.45061102769152583,3.0858789338544717
2020,外国人,来日外国人,技能実習,その他の刑法犯,計,160.0,414849.0,3.8568250134386246,2.2241452627688587,1.734070646373712
2020,外国人,来日外国人,技能実習,凶悪犯,計,51.0,414849.0,1.2293629730335618,0.36406379731725785,3.3767789659191303
2020,外国人,来日外国人,技能実習,知能犯,計,32.0,414849.0,0.7713650026877249,0.9033196173415429,0.8539225628220513
2020,外国人,来日外国人,技能実習,窃盗犯,計,689.0,414849.0,16.608452714120077,7.682001478763001,2.1619955112003524
2020,外国人,来日外国人,技能実習,粗暴犯,計,129.0,414849.0,3.109565167084891,4.158006190151738,0.7478500571860413
2020,外国人,来日外国人,技能実習,風俗犯,計,15.0,414849.0,0.36157734500987104,0.45061102769152583,0.8024156596038647
2020,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,71.0,144561.4216431667,4.911407150882575,2.2241452627688587,2.2082222924451975
2020,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,14.0,144561.4216431667,0.9684464804557191,0.36406379731725785,2.660101025128245
2020,外国人,来日外国人,日本人の配偶者等,知能犯,計,51.0,144561.4216431667,3.527912178802977,0.9033196173415429,3.9054971364239535
2020,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,231.0,144561.4216431667,15.979366927519367,7.682001478763001,2.080104640918717
2020,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,229.0,144561.4216431667,15.841017430311407,4.158006190151738,3.8097628300388173
2020,外国人,来日外国人,日本人の配偶者等,風俗犯,計,17.0,144561.4216431667,1.1759707262676589,0.45061102769152583,2.609724693805522
2020,外国人,来日外国人,留学,その他の刑法犯,計,291.0,285734.41782833164,10.184282391028999,2.2241452627688587,4.578964585411338
2020,外国人,来日外国人,留学,凶悪犯,計,22.0,285734.41782833164,0.7699457477753882,0.36406379731725785,2.114864904033374
2020,外国人,来日外国人,留学,知能犯,計,114.0,285734.41782833164,3.989718874836102,0.9033196173415429,4.4167300236186495
2020,外国人,来日外国人,留学,窃盗犯,計,349.0,285734.41782833164,12.214139362436839,7.682001478763001,1.5899683690771207
2020,外国人,来日外国人,留学,粗暴犯,計,148.0,285734.41782833164,5.179635030488974,4.158006190151738,1.2457016160189875
2020,外国人,来日外国人,留学,風俗犯,計,28.0,285734.41782833164,0.9799309517141304,0.45061102769152583,2.1746714827071663
2020,外国人,来日外国人,短期滞在,その他の刑法犯,計,80.0,125506.4933951861,6.374172191083498,2.2241452627688587,2.8658974293559556
2020,外国人,来日外国人,短期滞在,凶悪犯,計,10.0,125506.4933951861,0.7967715238854373,0.36406379731725785,2.18854917670131
2020,外国人,来日外国人,短期滞在,知能犯,計,46.0,125506.4933951861,3.6651490098730117,0.9033196173415429,4.057422134437304
2020,外国人,来日外国人,短期滞在,窃盗犯,計,212.0,125506.4933951861,16.89155630637127,7.682001478763001,2.198848353917688
2020,外国人,来日外国人,短期滞在,粗暴犯,計,51.0,125506.4933951861,4.06353477181573,4.158006190151738,0.977279634994348
2020,外国人,来日外国人,短期滞在,風俗犯,計,11.0,125506.4933951861,0.8764486762739809,0.45061102769152583,1.9450226967680209
2021,外国人,来日外国人,その他,その他の刑法犯,計,385.0,668368.0238751931,5.76029950935972,1.9605297311404062,2.938134228655157
2021,外国人,来日外国人,その他,凶悪犯,計,69.0,668368.0238751931,1.0323653666125212,0.3445818344833514,2.995994748708671
2021,外国人,来日外国人,その他,知能犯,計,155.0,668368.0238751931,2.319081620651316,1.0799520425934668,2.147393151905267
2021,外国人,来日外国人,その他,窃盗犯,計,730.0,668368.0238751931,10.922126342422326,7.351963617252195,1.4856066910875823
2021,外国人,来日外国人,その他,粗暴犯,計,457.0,668368.0238751931,6.837550326694524,3.9504303515185066,1.7308368249211727
2021,外国人,来日外国人,その他,風俗犯,計,83.0,668368.0238751931,1.2418308033165109,0.46801276775951733,2.653412233306016
2021,外国人,来日外国人,定住者,その他の刑法犯,計,125.0,155999.69072999308,8.012836398269028,1.9605297311404062,4.087077217445767
2021,外国人,来日外国人,定住者,凶悪犯,計,46.0,155999.69072999308,2.9487237945630023,0.3445818344833514,8.557397690403993
2021,外国人,来日外国人,定住者,知能犯,計,68.0,155999.69072999308,4.358983000658351,1.0799520425934668,4.0362746017780635
2021,外国人,来日外国人,定住者,窃盗犯,計,367.0,155999.69072999308,23.525687665317864,7.351963617252195,3.1999189454790335
2021,外国人,来日外国人,定住者,粗暴犯,計,319.0,155999.69072999308,20.44875848838256,3.9504303515185066,5.17633692251333
2021,外国人,来日外国人,定住者,風俗犯,計,32.0,155999.69072999308,2.051286117956871,0.46801276775951733,4.382970421462732
2021,外国人,来日外国人,技能実習,その他の刑法犯,計,233.0,363290.0,6.4136089625368164,1.9605297311404062,3.2713653155395566
2021,外国人,来日外国人,技能実習,凶悪犯,計,47.0,363290.0,1.2937322799966968,0.3445818344833514,3.7544993685939763
2021,外国人,来日外国人,技能実習,知能犯,計,63.0,363290.0,1.7341517795700403,1.0799520425934668,1.6057673963054284
2021,外国人,来日外国人,技能実習,窃盗犯,計,592.0,363290.0,16.295521484213715,7.351963617252195,2.2164855992995496
2021,外国人,来日外国人,技能実習,粗暴犯,計,150.0,363290.0,4.128932808500097,3.9504303515185066,1.0451855724814831
2021,外国人,来日外国人,技能実習,風俗犯,計,19.0,363290.0,0.5229981557433455,0.46801276775951733,1.1174869400402379
2021,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,62.0,141869.6493719279,4.370208869513714,1.9605297311404062,2.2290959428458343
2021,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,19.0,141869.6493719279,1.3392575567864609,0.3445818344833514,3.8866168287555727
2021,外国人,来日外国人,日本人の配偶者等,知能犯,計,58.0,141869.6493719279,4.088259910190248,1.0799520425934668,3.7855939420906473
2021,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,198.0,141869.6493719279,13.956473486511538,7.351963617252195,1.8983327738131255
2021,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,242.0,141869.6493719279,17.05791203906966,3.9504303515185066,4.317988300315879
2021,外国人,来日外国人,日本人の配偶者等,風俗犯,計,24.0,141869.6493719279,1.6916937559407925,0.46801276775951733,3.6146316350284886
2021,外国人,来日外国人,留学,その他の刑法犯,計,211.0,231385.84145292392,9.118967637565175,1.9605297311404062,4.651277403613171
2021,外国人,来日外国人,留学,凶悪犯,計,30.0,231385.84145292392,1.2965356830661388,0.3445818344833514,3.7626350356225218
2021,外国人,来日外国人,留学,知能犯,計,79.0,231385.84145292392,3.414210632074165,1.0799520425934668,3.161446524861473
2021,外国人,来日外国人,留学,窃盗犯,計,325.0,231385.84145292392,14.045803233216503,7.351963617252195,1.9104832347451333
2021,外国人,来日外国人,留学,粗暴犯,計,136.0,231385.84145292392,5.877628429899828,3.9504303515185066,1.4878450970893653
2021,外国人,来日外国人,留学,風俗犯,計,26.0,231385.84145292392,1.1236642586573202,0.46801276775951733,2.4009265047117294
2021,外国人,来日外国人,短期滞在,その他の刑法犯,計,55.0,57132.98784562337,9.626662646913054,1.9605297311404062,4.910235480751108
2021,外国人,来日外国人,短期滞在,凶悪犯,計,13.0,57132.98784562337,2.275392989270358,0.3445818344833514,6.603345741315608
2021,外国人,来日外国人,短期滞在,知能犯,計,25.0,57132.98784562337,4.375755748596843,1.0799520425934668,4.051805613598007
2021,外国人,来日外国人,短期滞在,窃盗犯,計,81.0,57132.98784562337,14.17744862545377,7.351963617252195,1.9283893886777161
2021,外国人,来日外国人,短期滞在,粗暴犯,計,39.0,57132.98784562337,6.8261789678110745,3.9504303515185066,1.727958313500492
2021,外国人,来日外国人,短期滞在,風俗犯,計,10.0,57132.98784562337,1.7503022994387372,0.46801276775951733,3.739860149153257
2022,外国人,来日外国人,その他,その他の刑法犯,計,338.0,762797.1257649938,4.4310602201211315,1.947707399341489,2.2750132908152696
2022,外国人,来日外国人,その他,凶悪犯,計,88.0,762797.1257649938,1.1536488147060935,0.3388435722803628,3.4046648928360135
2022,外国人,来日外国人,その他,知能犯,計,188.0,762797.1257649938,2.464613376872109,1.0881031525261218,2.2650548995748285
2022,外国人,来日外国人,その他,窃盗犯,計,676.0,762797.1257649938,8.862120440242263,6.944639439908759,1.2761095110732914
2022,外国人,来日外国人,その他,粗暴犯,計,449.0,762797.1257649938,5.886230884125409,3.9730511377764994,1.4815391697725824
2022,外国人,来日外国人,その他,風俗犯,計,106.0,762797.1257649938,1.3896224358959761,0.4729844658620683,2.937987473570047
2022,外国人,来日外国人,定住者,その他の刑法犯,計,137.0,158545.43971848226,8.641055853972277,1.947707399341489,4.436526686140731
2022,外国人,来日外国人,定住者,凶悪犯,計,23.0,158545.43971848226,1.4506882090610393,0.3388435722803628,4.281291804646435
2022,外国人,来日外国人,定住者,知能犯,計,54.0,158545.43971848226,3.4059636212737443,1.0881031525261218,3.1301844989296437
2022,外国人,来日外国人,定住者,窃盗犯,計,364.0,158545.43971848226,22.958717743400797,6.944639439908759,3.305962525781243
2022,外国人,来日外国人,定住者,粗暴犯,計,299.0,158545.43971848226,18.85894671779351,3.9730511377764994,4.746716330549885
2022,外国人,来日外国人,定住者,風俗犯,計,25.0,158545.43971848226,1.5768350098489559,0.4729844658620683,3.3337987262964197
2022,外国人,来日外国人,技能実習,その他の刑法犯,計,132.0,333781.99999999994,3.954677004751605,1.947707399341489,2.0304266472924337
2022,外国人,来日外国人,技能実習,凶悪犯,計,38.0,333781.99999999994,1.1384676225800074,0.3388435722803628,3.359861941362214
2022,外国人,来日外国人,技能実習,知能犯,計,86.0,333781.99999999994,2.5765319879442274,1.0881031525261218,2.3679115182807755
2022,外国人,来日外国人,技能実習,窃盗犯,計,414.0,333781.99999999994,12.403305151266396,6.944639439908759,1.7860257913446627
2022,外国人,来日外国人,技能実習,粗暴犯,計,118.0,333781.99999999994,3.5352415648537074,3.9730511377764994,0.8898052006529646
2022,外国人,来日外国人,技能実習,風俗犯,計,22.0,333781.99999999994,0.6591128341252676,0.4729844658620683,1.3935189878254437
2022,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,60.0,144026.14448515582,4.165910308470693,1.947707399341489,2.1388789249756757
2022,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,21.0,144026.14448515582,1.4580686079647422,0.3388435722803628,4.303072943518376
2022,外国人,来日外国人,日本人の配偶者等,知能犯,計,37.0,144026.14448515582,2.568978023556927,1.0881031525261218,2.3609691945040607
2022,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,179.0,144026.14448515582,12.428299086937566,6.944639439908759,1.7896248170230207
2022,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,247.0,144026.14448515582,17.14966410320435,3.9730511377764994,4.316497197869466
2022,外国人,来日外国人,日本人の配偶者等,風俗犯,計,26.0,144026.14448515582,1.8052278003373001,0.4729844658620683,3.8166746069494395
2022,外国人,来日外国人,留学,その他の刑法犯,計,158.0,262988.2937756695,6.007871975274113,1.947707399341489,3.084586512997459
2022,外国人,来日外国人,留学,凶悪犯,計,13.0,262988.2937756695,0.49431858024407255,0.3388435722803628,1.4588400686410778
2022,外国人,来日外国人,留学,知能犯,計,82.0,262988.2937756695,3.118009506154919,1.0881031525261218,2.865545880384779
2022,外国人,来日外国人,留学,窃盗犯,計,237.0,262988.2937756695,9.011807962911169,6.944639439908759,1.2976639091041953
2022,外国人,来日外国人,留学,粗暴犯,計,118.0,262988.2937756695,4.486891728369274,3.9730511377764994,1.1293314817186932
2022,外国人,来日外国人,留学,風俗犯,計,19.0,262988.2937756695,0.7224656172797983,0.4729844658620683,1.5274616175036997
