年,罪種00,罪種01,罪種02,年齢層,検挙人員
2019,粗暴犯,脅迫,,15歳,23
2019,粗暴犯,恐喝,,15歳,33
2019,窃盗犯,侵入盗,,15歳,63
2019,窃盗犯,乗り物盗,,15歳,628
2019,窃盗犯,非侵入盗,,15歳,1199
2019,知能犯,詐欺,,15歳,39
2019,知能犯,横領,横領,15歳,1
2019,知能犯,横領,業務上横領,15歳,0
2019,知能犯,偽造,通貨偽造,15歳,1
2019,知能犯,偽造,文書偽造,15歳,3
2019,知能犯,偽造,支払用カード偽造,15歳,0
2019,知能犯,偽造,有価証券偽造,15歳,0
2019,知能犯,偽造,印章偽造,15歳,0
2019,知能犯,汚職,賄賂,15歳,0
2019,知能犯,あっせん利得処罰法,,15歳,0
2019,知能犯,背任,,15歳,0
2019,風俗犯,賭博,普通賭博,15歳,0
2019,風俗犯,賭博,常習賭博,15歳,0
2019,風俗犯,賭博,賭博開張等,15歳,0
2019,風俗犯,わいせつ,強制わいせつ,15歳,59
2019,風俗犯,わいせつ,公然わいせつ,15歳,7
2019,その他の刑法犯,占有離脱物横領,,15歳,259
2019,その他の刑法犯,公務執行妨害,,15歳,8
2019,その他の刑法犯,住居侵入,,15歳,97
2019,その他の刑法犯,逮捕監禁,,15歳,2
2019,その他の刑法犯,略取誘拐・人身売買,,15歳,0
2019,その他の刑法犯,盗品等,,15歳,72
2019,その他の刑法犯,器物損壊等,,15歳,92
2019,粗暴犯,傷害,その他,15歳,314
2019,知能犯,汚職,その他,15歳,0
2019,風俗犯,わいせつ,その他,15歳,12
2019,その他の刑法犯,その他,,15歳,16
2019,凶悪犯,殺人,殺人,16歳,4
2019,凶悪犯,殺人,嬰児殺,16歳,0
2019,凶悪犯,殺人,殺人予備,16歳,0
2019,凶悪犯,殺人,自殺関与,16歳,2
2019,凶悪犯,強盗,強盗殺人,16歳,0
2019,凶悪犯,強盗,強盗傷人,16歳,38
2019,凶悪犯,強盗,強盗・強制性交等,16歳,0
2019,凶悪犯,強盗,強盗・準強盗,16歳,11
2019,凶悪犯,放火,,16歳,5
2019,凶悪犯,強制性交等,,16歳,25
2019,粗暴犯,凶器準備集合,,16歳,0
2019,粗暴犯,暴行,,16歳,171
2019,粗暴犯,傷害,傷害致死,16歳,0
2019,粗暴犯,脅迫,,16歳,34
2019,粗暴犯,恐喝,,16歳,85
2019,窃盗犯,侵入盗,,16歳,85
2019,窃盗犯,乗り物盗,,16歳,812
2019,窃盗犯,非侵入盗,,16歳,1732
2019,知能犯,詐欺,,16歳,116
2019,知能犯,横領,横領,16歳,2
2019,知能犯,横領,業務上横領,16歳,0
2019,知能犯,偽造,通貨偽造,16歳,0
2019,知能犯,偽造,文書偽造,16歳,15
2019,知能犯,偽造,支払用カード偽造,16歳,0
2019,知能犯,偽造,有価証券偽造,16歳,1
2019,知能犯,偽造,印章偽造,16歳,0
2019,知能犯,汚職,賄賂,16歳,0
2019,知能犯,あっせん利得処罰法,,16歳,0
2019,知能犯,背任,,16歳,0
2019,風俗犯,賭博,普通賭博,16歳,0
2019,風俗犯,賭博,常習賭博,16歳,0
2019,風俗犯,賭博,賭博開張等,16歳,0
2019,風俗犯,わいせつ,強制わいせつ,16歳,59
2019,風俗犯,わいせつ,公然わいせつ,16歳,11
2019,その他の刑法犯,占有離脱物横領,,16歳,447
2019,その他の刑法犯,公務執行妨害,,16歳,14
2019,その他の刑法犯,住居侵入,,16歳,152
2019,その他の刑法犯,逮捕監禁,,16歳,3
2019,その他の刑法犯,略取誘拐・人身売買,,16歳,3
2019,その他の刑法犯,盗品等,,16歳,65
2019,その他の刑法犯,器物損壊等,,16歳,79
2019,粗暴犯,傷害,その他,16歳,395
2019,知能犯,汚職,その他,16歳,0
2019,風俗犯,わいせつ,その他,16歳,12
2019,その他の刑法犯,その他,,16歳,48
2019,凶悪犯,殺人,殺人,17歳,5
2019,凶悪犯,殺人,嬰児殺,17歳,0
2019,凶悪犯,殺人,殺人予備,17歳,0
2019,凶悪犯,殺人,自殺関与,17歳,0
2019,凶悪犯,強盗,強盗殺人,17歳,0
2019,凶悪犯,強盗,強盗傷人,17歳,39
2019,凶悪犯,強盗,強盗・強制性交等,17歳,1
2019,凶悪犯,強盗,強盗・準強盗,17歳,24
2019,凶悪犯,放火,,17歳,3
2019,凶悪犯,強制性交等,,17歳,34
2019,粗暴犯,凶器準備集合,,17歳,1
2019,粗暴犯,暴行,,17歳,163
2019,粗暴犯,傷害,傷害致死,17歳,2
2019,粗暴犯,脅迫,,17歳,33
2019,粗暴犯,恐喝,,17歳,92
2019,窃盗犯,侵入盗,,17歳,111
2019,窃盗犯,乗り物盗,,17歳,564
2019,窃盗犯,非侵入盗,,17歳,1362
2019,知能犯,詐欺,,17歳,195
2019,知能犯,横領,横領,17歳,2
2019,知能犯,横領,業務上横領,17歳,0
2019,知能犯,偽造,通貨偽造,17歳,3
2019,知能犯,偽造,文書偽造,17歳,15
2019,知能犯,偽造,支払用カード偽造,17歳,0
2019,知能犯,偽造,有価証券偽造,17歳,2
2019,知能犯,偽造,印章偽造,17歳,1
2019,知能犯,汚職,賄賂,17歳,0
2019,知能犯,あっせん利得処罰法,,17歳,0
2019,知能犯,背任,,17歳,0
2019,風俗犯,賭博,普通賭博,17歳,2
2019,風俗犯,賭博,常習賭博,17歳,1
2019,風俗犯,賭博,賭博開張等,17歳,0
2019,風俗犯,わいせつ,強制わいせつ,17歳,50
2019,風俗犯,わいせつ,公然わいせつ,17歳,13
2019,その他の刑法犯,占有離脱物横領,,17歳,384
2019,その他の刑法犯,公務執行妨害,,17歳,19
2019,その他の刑法犯,住居侵入,,17歳,90
2019,その他の刑法犯,逮捕監禁,,17歳,11
2019,その他の刑法犯,略取誘拐・人身売買,,17歳,3
2019,その他の刑法犯,盗品等,,17歳,58
2019,その他の刑法犯,器物損壊等,,17歳,72
2019,粗暴犯,傷害,その他,17歳,389
2019,知能犯,汚職,その他,17歳,0
2019,風俗犯,わいせつ,その他,17歳,19
2019,その他の刑法犯,その他,,17歳,47
2019,凶悪犯,殺人,殺人,18歳,10
2019,凶悪犯,殺人,嬰児殺,18歳,0
2019,凶悪犯,殺人,殺人予備,18歳,0
2019,凶悪犯,殺人,自殺関与,18歳,1
2019,凶悪犯,強盗,強盗殺人,18歳,0
2019,凶悪犯,強盗,強盗傷人,18歳,35
2019,凶悪犯,強盗,強盗・強制性交等,18歳,0
2019,凶悪犯,強盗,強盗・準強盗,18歳,32
2019,凶悪犯,放火,,18歳,3
2019,凶悪犯,強制性交等,,18歳,21
2019,粗暴犯,凶器準備集合,,18歳,0
2019,粗暴犯,暴行,,18歳,135
2019,粗暴犯,傷害,傷害致死,18歳,1
2019,粗暴犯,脅迫,,18歳,32
2019,粗暴犯,恐喝,,18歳,81
2019,窃盗犯,侵入盗,,18歳,106
2019,窃盗犯,乗り物盗,,18歳,382
2019,窃盗犯,非侵入盗,,18歳,1109
2019,知能犯,詐欺,,18歳,230
2019,知能犯,横領,横領,18歳,0
2019,知能犯,横領,業務上横領,18歳,2
2019,知能犯,偽造,通貨偽造,18歳,2
2019,知能犯,偽造,文書偽造,18歳,15
2019,知能犯,偽造,支払用カード偽造,18歳,2
2019,知能犯,偽造,有価証券偽造,18歳,2
2019,知能犯,偽造,印章偽造,18歳,0
2019,知能犯,汚職,賄賂,18歳,0
2019,知能犯,あっせん利得処罰法,,18歳,0
2019,知能犯,背任,,18歳,0
2019,風俗犯,賭博,普通賭博,18歳,0
2019,風俗犯,賭博,常習賭博,18歳,1
2019,風俗犯,賭博,賭博開張等,18歳,0
2019,風俗犯,わいせつ,強制わいせつ,18歳,47
2019,風俗犯,わいせつ,公然わいせつ,18歳,15
2019,その他の刑法犯,占有離脱物横領,,18歳,384
2019,その他の刑法犯,公務執行妨害,,18歳,29
2019,その他の刑法犯,住居侵入,,18歳,103
2019,その他の刑法犯,逮捕監禁,,18歳,14
2019,その他の刑法犯,略取誘拐・人身売買,,18歳,3
2019,その他の刑法犯,盗品等,,18歳,31
2019,その他の刑法犯,器物損壊等,,18歳,57
2019,粗暴犯,傷害,その他,18歳,362
2019,知能犯,汚職,その他,18歳,0
2019,風俗犯,わいせつ,その他,18歳,19
2019,その他の刑法犯,その他,,18歳,46
2019,凶悪犯,殺人,殺人,19歳,15
2019,凶悪犯,殺人,嬰児殺,19歳,2
2019,凶悪犯,殺人,殺人予備,19歳,2
2019,凶悪犯,殺人,自殺関与,19歳,0
2019,凶悪犯,強盗,強盗殺人,19歳,0
2019,凶悪犯,強盗,強盗傷人,19歳,45
2019,凶悪犯,強盗,強盗・強制性交等,19歳,1
2019,凶悪犯,強盗,強盗・準強盗,19歳,27
2019,凶悪犯,放火,,19歳,5
2019,凶悪犯,強制性交等,,19歳,23
2019,粗暴犯,凶器準備集合,,19歳,0
2019,粗暴犯,暴行,,19歳,170
2019,粗暴犯,傷害,傷害致死,19歳,2
2019,粗暴犯,脅迫,,19歳,49
2019,粗暴犯,恐喝,,19歳,65
2019,窃盗犯,侵入盗,,19歳,164
2019,窃盗犯,乗り物盗,,19歳,372
2019,窃盗犯,非侵入盗,,19歳,1055
2019,知能犯,詐欺,,19歳,272
2019,知能犯,横領,横領,19歳,1
2019,知能犯,横領,業務上横領,19歳,6
2019,知能犯,偽造,通貨偽造,19歳,0
2019,知能犯,偽造,文書偽造,19歳,18
2019,知能犯,偽造,支払用カード偽造,19歳,0
2019,知能犯,偽造,有価証券偽造,19歳,4
2019,知能犯,偽造,印章偽造,19歳,0
2019,知能犯,汚職,賄賂,19歳,0
2019,知能犯,あっせん利得処罰法,,19歳,0
2019,知能犯,背任,,19歳,0
2019,風俗犯,賭博,普通賭博,19歳,2
2019,風俗犯,賭博,常習賭博,19歳,2
2019,風俗犯,賭博,賭博開張等,19歳,0
2019,風俗犯,わいせつ,強制わいせつ,19歳,57
2019,風俗犯,わいせつ,公然わいせつ,19歳,28
2019,その他の刑法犯,占有離脱物横領,,19歳,505
2019,その他の刑法犯,公務執行妨害,,19歳,20
2019,その他の刑法犯,住居侵入,,19歳,85
2019,その他の刑法犯,逮捕監禁,,19歳,24
2019,その他の刑法犯,略取誘拐・人身売買,,19歳,11
2019,その他の刑法犯,盗品等,,19歳,27
2019,その他の刑法犯,器物損壊等,,19歳,73
2019,粗暴犯,傷害,その他,19歳,372
2019,知能犯,汚職,その他,19歳,0
2019,風俗犯,わいせつ,その他,19歳,11
2019,その他の刑法犯,その他,,19歳,62
2019,凶悪犯,殺人,殺人,20~24歳,108
2019,凶悪犯,殺人,嬰児殺,20~24歳,2
2019,凶悪犯,殺人,殺人予備,20~24歳,1
2019,凶悪犯,殺人,自殺関与,20~24歳,0
2019,凶悪犯,強盗,強盗殺人,20~24歳,4
2019,凶悪犯,強盗,強盗傷人,20~24歳,183
2019,凶悪犯,強盗,強盗・強制性交等,20~24歳,8
2019,凶悪犯,強盗,強盗・準強盗,20~24歳,115
2019,凶悪犯,放火,,20~24歳,48
2019,凶悪犯,強制性交等,,20~24歳,210
2019,粗暴犯,凶器準備集合,,20~24歳,1
2019,粗暴犯,暴行,,20~24歳,2351
2019,粗暴犯,傷害,傷害致死,20~24歳,10
2019,粗暴犯,脅迫,,20~24歳,220
2019,粗暴犯,恐喝,,20~24歳,245
2019,窃盗犯,侵入盗,,20~24歳,1001
2019,窃盗犯,乗り物盗,,20~24歳,1411
2019,窃盗犯,非侵入盗,,20~24歳,5411
2019,知能犯,詐欺,,20~24歳,1471
2019,知能犯,横領,横領,20~24歳,46
2019,知能犯,横領,業務上横領,20~24歳,28
2019,知能犯,偽造,通貨偽造,20~24歳,11
2019,知能犯,偽造,文書偽造,20~24歳,80
2019,知能犯,偽造,支払用カード偽造,20~24歳,10
2019,知能犯,偽造,有価証券偽造,20~24歳,7
2019,知能犯,偽造,印章偽造,20~24歳,3
2019,知能犯,汚職,賄賂,20~24歳,0
2019,知能犯,あっせん利得処罰法,,20~24歳,0
2019,知能犯,背任,,20~24歳,0
2019,風俗犯,賭博,普通賭博,20~24歳,19
2019,風俗犯,賭博,常習賭博,20~24歳,14
2019,風俗犯,賭博,賭博開張等,20~24歳,2
2019,風俗犯,わいせつ,強制わいせつ,20~24歳,333
2019,風俗犯,わいせつ,公然わいせつ,20~24歳,130
2019,その他の刑法犯,占有離脱物横領,,20~24歳,2087
2019,その他の刑法犯,公務執行妨害,,20~24歳,126
2019,その他の刑法犯,住居侵入,,20~24歳,446
2019,その他の刑法犯,逮捕監禁,,20~24歳,102
2019,その他の刑法犯,略取誘拐・人身売買,,20~24歳,47
2019,その他の刑法犯,盗品等,,20~24歳,96
2019,その他の刑法犯,器物損壊等,,20~24歳,397
2019,粗暴犯,傷害,その他,20~24歳,2141
2019,知能犯,汚職,その他,20~24歳,1
2019,風俗犯,わいせつ,その他,20~24歳,52
2019,その他の刑法犯,その他,,20~24歳,270
2019,凶悪犯,殺人,殺人,25~29歳,70
2019,凶悪犯,殺人,嬰児殺,25~29歳,2
2019,凶悪犯,殺人,殺人予備,25~29歳,2
2019,凶悪犯,殺人,自殺関与,25~29歳,2
2019,凶悪犯,強盗,強盗殺人,25~29歳,5
2019,凶悪犯,強盗,強盗傷人,25~29歳,92
2019,凶悪犯,強盗,強盗・強制性交等,25~29歳,6
2019,凶悪犯,強盗,強盗・準強盗,25~29歳,91
2019,凶悪犯,放火,,25~29歳,49
2019,凶悪犯,強制性交等,,25~29歳,176
2019,粗暴犯,凶器準備集合,,25~29歳,0
2019,粗暴犯,暴行,,25~29歳,2306
2019,粗暴犯,傷害,傷害致死,25~29歳,2
2019,粗暴犯,脅迫,,25~29歳,180
2019,粗暴犯,恐喝,,25~29歳,127
2019,窃盗犯,侵入盗,,25~29歳,775
2019,窃盗犯,乗り物盗,,25~29歳,629
2019,窃盗犯,非侵入盗,,25~29歳,4004
2019,知能犯,詐欺,,25~29歳,1080
2019,知能犯,横領,横領,25~29歳,48
2019,知能犯,横領,業務上横領,25~29歳,44
2019,知能犯,偽造,通貨偽造,25~29歳,1
2019,知能犯,偽造,文書偽造,25~29歳,104
2019,知能犯,偽造,支払用カード偽造,25~29歳,2
2019,知能犯,偽造,有価証券偽造,25~29歳,8
2019,知能犯,偽造,印章偽造,25~29歳,1
2019,知能犯,汚職,賄賂,25~29歳,3
2019,知能犯,あっせん利得処罰法,,25~29歳,0
2019,知能犯,背任,,25~29歳,4
2019,風俗犯,賭博,普通賭博,25~29歳,26
2019,風俗犯,賭博,常習賭博,25~29歳,22
2019,風俗犯,賭博,賭博開張等,25~29歳,8
2019,風俗犯,わいせつ,強制わいせつ,25~29歳,343
2019,風俗犯,わいせつ,公然わいせつ,25~29歳,141
2019,その他の刑法犯,占有離脱物横領,,25~29歳,1048
2019,その他の刑法犯,公務執行妨害,,25~29歳,167
2019,その他の刑法犯,住居侵入,,25~29歳,379
2019,その他の刑法犯,逮捕監禁,,25~29歳,51
2019,その他の刑法犯,略取誘拐・人身売買,,25~29歳,27
2019,その他の刑法犯,盗品等,,25~29歳,49
2019,その他の刑法犯,器物損壊等,,25~29歳,428
2019,粗暴犯,傷害,その他,25~29歳,2016
2019,知能犯,汚職,その他,25~29歳,2
2019,風俗犯,わいせつ,その他,25~29歳,62
2019,その他の刑法犯,その他,,25~29歳,237
2019,凶悪犯,殺人,殺人,30代,177
2019,凶悪犯,殺人,嬰児殺,30代,3
2019,凶悪犯,殺人,殺人予備,30代,3
2019,凶悪犯,殺人,自殺関与,30代,4
2019,凶悪犯,強盗,強盗殺人,30代,10
2019,凶悪犯,強盗,強盗傷人,30代,116
2019,凶悪犯,強盗,強盗・強制性交等,30代,7
2019,凶悪犯,強盗,強盗・準強盗,30代,132
2019,凶悪犯,放火,,30代,79
2019,凶悪犯,強制性交等,,30代,281
2019,粗暴犯,凶器準備集合,,30代,0
2019,粗暴犯,暴行,,30代,5146
2019,粗暴犯,傷害,傷害致死,30代,15
2019,粗暴犯,脅迫,,30代,502
2019,粗暴犯,恐喝,,30代,217
2019,窃盗犯,侵入盗,,30代,1239
2019,窃盗犯,乗り物盗,,30代,796
2019,窃盗犯,非侵入盗,,30代,8321
2019,知能犯,詐欺,,30代,1602
2019,知能犯,横領,横領,30代,83
2019,知能犯,横領,業務上横領,30代,142
2019,知能犯,偽造,通貨偽造,30代,11
2019,知能犯,偽造,文書偽造,30代,176
2019,知能犯,偽造,支払用カード偽造,30代,7
2019,知能犯,偽造,有価証券偽造,30代,5
2019,知能犯,偽造,印章偽造,30代,1
2019,知能犯,汚職,賄賂,30代,8
2019,知能犯,あっせん利得処罰法,,30代,0
2019,知能犯,背任,,30代,11
2019,風俗犯,賭博,普通賭博,30代,69
2019,風俗犯,賭博,常習賭博,30代,53
2019,風俗犯,賭博,賭博開張等,30代,15
2019,風俗犯,わいせつ,強制わいせつ,30代,675
2019,風俗犯,わいせつ,公然わいせつ,30代,257
2019,その他の刑法犯,占有離脱物横領,,30代,1500
2019,その他の刑法犯,公務執行妨害,,30代,391
2019,その他の刑法犯,住居侵入,,30代,652
2019,その他の刑法犯,逮捕監禁,,30代,73
2019,その他の刑法犯,略取誘拐・人身売買,,30代,68
2019,その他の刑法犯,盗品等,,30代,71
2019,その他の刑法犯,器物損壊等,,30代,896
2019,粗暴犯,傷害,その他,30代,4294
2019,知能犯,汚職,その他,30代,2
2019,風俗犯,わいせつ,その他,30代,124
2019,その他の刑法犯,その他,,30代,570
2019,凶悪犯,殺人,殺人,40代,184
2019,凶悪犯,殺人,嬰児殺,40代,1
2019,凶悪犯,殺人,殺人予備,40代,4
2019,凶悪犯,殺人,自殺関与,40代,3
2019,凶悪犯,強盗,強盗殺人,40代,1
2019,凶悪犯,強盗,強盗傷人,40代,99
2019,凶悪犯,強盗,強盗・強制性交等,40代,4
2019,凶悪犯,強盗,強盗・準強盗,40代,118
2019,凶悪犯,放火,,40代,87
2019,凶悪犯,強制性交等,,40代,222
2019,粗暴犯,凶器準備集合,,40代,0
2019,粗暴犯,暴行,,40代,5953
2019,粗暴犯,傷害,傷害致死,40代,23
2019,粗暴犯,脅迫,,40代,603
2019,粗暴犯,恐喝,,40代,259
2019,窃盗犯,侵入盗,,40代,1044
2019,窃盗犯,乗り物盗,,40代,690
2019,窃盗犯,非侵入盗,,40代,10714
2019,知能犯,詐欺,,40代,1517
2019,知能犯,横領,横領,40代,54
2019,知能犯,横領,業務上横領,40代,145
2019,知能犯,偽造,通貨偽造,40代,4
2019,知能犯,偽造,文書偽造,40代,198
2019,知能犯,偽造,支払用カード偽造,40代,4
2019,知能犯,偽造,有価証券偽造,40代,3
2019,知能犯,偽造,印章偽造,40代,6
2019,知能犯,汚職,賄賂,40代,15
2019,知能犯,あっせん利得処罰法,,40代,0
2019,知能犯,背任,,40代,20
2019,風俗犯,賭博,普通賭博,40代,39
2019,風俗犯,賭博,常習賭博,40代,45
2019,風俗犯,賭博,賭博開張等,40代,10
2019,風俗犯,わいせつ,強制わいせつ,40代,500
2019,風俗犯,わいせつ,公然わいせつ,40代,335
2019,その他の刑法犯,占有離脱物横領,,40代,1416
2019,その他の刑法犯,公務執行妨害,,40代,430
2019,その他の刑法犯,住居侵入,,40代,556
2019,その他の刑法犯,逮捕監禁,,40代,66
2019,その他の刑法犯,略取誘拐・人身売買,,40代,39
2019,その他の刑法犯,盗品等,,40代,69
2019,その他の刑法犯,器物損壊等,,40代,1000
2019,粗暴犯,傷害,その他,40代,4416
2019,知能犯,汚職,その他,40代,4
2019,風俗犯,わいせつ,その他,40代,131
2019,その他の刑法犯,その他,,40代,684
2019,凶悪犯,殺人,殺人,50代,101
2019,凶悪犯,殺人,嬰児殺,50代,0
2019,凶悪犯,殺人,殺人予備,50代,5
2019,凶悪犯,殺人,自殺関与,50代,0
2019,凶悪犯,強盗,強盗殺人,50代,4
2019,凶悪犯,強盗,強盗傷人,50代,67
2019,凶悪犯,強盗,強盗・強制性交等,50代,2
2019,凶悪犯,強盗,強盗・準強盗,50代,93
2019,凶悪犯,放火,,50代,87
2019,凶悪犯,強制性交等,,50代,89
2019,粗暴犯,凶器準備集合,,50代,0
2019,粗暴犯,暴行,,50代,4052
2019,粗暴犯,傷害,傷害致死,50代,6
2019,粗暴犯,脅迫,,50代,404
2019,粗暴犯,恐喝,,50代,184
2019,窃盗犯,侵入盗,,50代,679
2019,窃盗犯,乗り物盗,,50代,476
2019,窃盗犯,非侵入盗,,50代,10635
2019,知能犯,詐欺,,50代,1109
2019,知能犯,横領,横領,50代,49
2019,知能犯,横領,業務上横領,50代,111
2019,知能犯,偽造,通貨偽造,50代,7
2019,知能犯,偽造,文書偽造,50代,170
2019,知能犯,偽造,支払用カード偽造,50代,1
2019,知能犯,偽造,有価証券偽造,50代,2
2019,知能犯,偽造,印章偽造,50代,1
2019,知能犯,汚職,賄賂,50代,15
2019,知能犯,あっせん利得処罰法,,50代,0
2019,知能犯,背任,,50代,9
2019,風俗犯,賭博,普通賭博,50代,31
2019,風俗犯,賭博,常習賭博,50代,19
2019,風俗犯,賭博,賭博開張等,50代,7
2019,風俗犯,わいせつ,強制わいせつ,50代,299
2019,風俗犯,わいせつ,公然わいせつ,50代,256
2019,その他の刑法犯,占有離脱物横領,,50代,1389
2019,その他の刑法犯,公務執行妨害,,50代,311
2019,その他の刑法犯,住居侵入,,50代,361
2019,その他の刑法犯,逮捕監禁,,50代,34
2019,その他の刑法犯,略取誘拐・人身売買,,50代,13
2019,その他の刑法犯,盗品等,,50代,72
2019,その他の刑法犯,器物損壊等,,50代,682
2019,粗暴犯,傷害,その他,50代,2611
2019,知能犯,汚職,その他,50代,2
2019,風俗犯,わいせつ,その他,50代,69
2019,その他の刑法犯,その他,,50代,574
2019,凶悪犯,殺人,殺人,60~64歳,31
2019,凶悪犯,殺人,嬰児殺,60~64歳,0
2019,凶悪犯,殺人,殺人予備,60~64歳,1
2019,凶悪犯,殺人,自殺関与,60~64歳,3
2019,凶悪犯,強盗,強盗殺人,60~64歳,1
2019,凶悪犯,強盗,強盗傷人,60~64歳,16
2019,凶悪犯,強盗,強盗・強制性交等,60~64歳,0
2019,凶悪犯,強盗,強盗・準強盗,60~64歳,32
2019,凶悪犯,放火,,60~64歳,42
2019,凶悪犯,強制性交等,,60~64歳,19
2019,粗暴犯,凶器準備集合,,60~64歳,0
2019,粗暴犯,暴行,,60~64歳,1407
2019,粗暴犯,傷害,傷害致死,60~64歳,4
2019,粗暴犯,脅迫,,60~64歳,157
2019,粗暴犯,恐喝,,60~64歳,35
2019,窃盗犯,侵入盗,,60~64歳,253
2019,窃盗犯,乗り物盗,,60~64歳,183
2019,窃盗犯,非侵入盗,,60~64歳,5110
2019,知能犯,詐欺,,60~64歳,410
2019,知能犯,横領,横領,60~64歳,21
2019,知能犯,横領,業務上横領,60~64歳,37
2019,知能犯,偽造,通貨偽造,60~64歳,1
2019,知能犯,偽造,文書偽造,60~64歳,58
2019,知能犯,偽造,支払用カード偽造,60~64歳,0
2019,知能犯,偽造,有価証券偽造,60~64歳,1
2019,知能犯,偽造,印章偽造,60~64歳,1
2019,知能犯,汚職,賄賂,60~64歳,8
2019,知能犯,あっせん利得処罰法,,60~64歳,0
2019,知能犯,背任,,60~64歳,1
2019,風俗犯,賭博,普通賭博,60~64歳,5
2019,風俗犯,賭博,常習賭博,60~64歳,8
2019,風俗犯,賭博,賭博開張等,60~64歳,0
2019,風俗犯,わいせつ,強制わいせつ,60~64歳,124
2019,風俗犯,わいせつ,公然わいせつ,60~64歳,93
2019,その他の刑法犯,占有離脱物横領,,60~64歳,601
2019,その他の刑法犯,公務執行妨害,,60~64歳,90
2019,その他の刑法犯,住居侵入,,60~64歳,132
2019,その他の刑法犯,逮捕監禁,,60~64歳,9
2019,その他の刑法犯,略取誘拐・人身売買,,60~64歳,5
2019,その他の刑法犯,盗品等,,60~64歳,17
2019,その他の刑法犯,器物損壊等,,60~64歳,234
2019,粗暴犯,傷害,その他,60~64歳,717
2019,知能犯,汚職,その他,60~64歳,2
2019,風俗犯,わいせつ,その他,60~64歳,21
2019,その他の刑法犯,その他,,60~64歳,170
2019,凶悪犯,殺人,殺人,65~69歳,44
2019,凶悪犯,殺人,嬰児殺,65~69歳,0
2019,凶悪犯,殺人,殺人予備,65~69歳,3
2019,凶悪犯,殺人,自殺関与,65~69歳,1
2019,凶悪犯,強盗,強盗殺人,65~69歳,0
2019,凶悪犯,強盗,強盗傷人,65~69歳,24
2019,凶悪犯,強盗,強盗・強制性交等,65~69歳,0
2019,凶悪犯,強盗,強盗・準強盗,65~69歳,34
2019,凶悪犯,放火,,65~69歳,42
2019,凶悪犯,強制性交等,,65~69歳,16
2019,粗暴犯,凶器準備集合,,65~69歳,0
2019,粗暴犯,暴行,,65~69歳,1556
2019,粗暴犯,傷害,傷害致死,65~69歳,5
2019,粗暴犯,脅迫,,65~69歳,178
