年,罪種00,罪種01,罪種02,年齢層,検挙人員
2021,凶悪犯,殺人,殺人,14歳,4
2021,凶悪犯,殺人,嬰児殺,14歳,0
2021,凶悪犯,殺人,殺人予備,14歳,0
2021,凶悪犯,殺人,自殺関与,14歳,0
2021,凶悪犯,強盗,強盗殺人,14歳,0
2021,凶悪犯,強盗,強盗傷人,14歳,3
2021,凶悪犯,強盗,強盗・強制性交等,14歳,0
2021,凶悪犯,強盗,強盗・準強盗,14歳,2
2021,凶悪犯,放火,,14歳,10
2021,凶悪犯,強制性交等,,14歳,14
2021,粗暴犯,凶器準備集合,,14歳,0
2021,粗暴犯,暴行,,14歳,111
2021,粗暴犯,傷害,傷害致死,14歳,0
2021,粗暴犯,脅迫,,14歳,21
2021,粗暴犯,恐喝,,14歳,14
2021,窃盗犯,侵入盗,,14歳,30
2021,窃盗犯,乗り物盗,,14歳,319
2021,窃盗犯,非侵入盗,,14歳,586
2021,知能犯,詐欺,,14歳,21
2021,知能犯,横領,横領,14歳,0
2021,知能犯,横領,業務上横領,14歳,0
2021,知能犯,偽造,通貨偽造,14歳,0
2021,知能犯,偽造,文書偽造,14歳,4
2021,知能犯,偽造,支払用カード偽造,14歳,0
2021,知能犯,偽造,有価証券偽造,14歳,0
2021,知能犯,偽造,印章偽造,14歳,0
2021,知能犯,汚職,賄賂,14歳,0
2021,知能犯,あっせん利得処罰法,,14歳,0
2021,知能犯,背任,,14歳,0
2021,風俗犯,賭博,普通賭博,14歳,0
2021,風俗犯,賭博,常習賭博,14歳,0
2021,風俗犯,賭博,賭博開張等,14歳,0
2021,風俗犯,わいせつ,強制わいせつ,14歳,49
2021,風俗犯,わいせつ,公然わいせつ,14歳,16
2021,その他の刑法犯,占有離脱物横領,,14歳,85
2021,その他の刑法犯,公務執行妨害,,14歳,7
2021,その他の刑法犯,住居侵入,,14歳,127
2021,その他の刑法犯,逮捕監禁,,14歳,2
2021,その他の刑法犯,略取誘拐・人身売買,,14歳,0
2021,その他の刑法犯,盗品等,,14歳,17
2021,その他の刑法犯,器物損壊等,,14歳,50
2021,粗暴犯,傷害,その他,14歳,188
2021,知能犯,汚職,その他,14歳,0
2021,風俗犯,わいせつ,その他,14歳,7
2021,その他の刑法犯,その他,,14歳,17
2021,凶悪犯,殺人,殺人,15歳,4
2021,凶悪犯,殺人,嬰児殺,15歳,0
2021,凶悪犯,殺人,殺人予備,15歳,0
2021,凶悪犯,殺人,自殺関与,15歳,0
2021,凶悪犯,強盗,強盗殺人,15歳,0
2021,凶悪犯,強盗,強盗傷人,15歳,7
2021,凶悪犯,強盗,強盗・強制性交等,15歳,0
2021,凶悪犯,強盗,強盗・準強盗,15歳,9
2021,凶悪犯,放火,,15歳,3
2021,凶悪犯,強制性交等,,15歳,12
2021,粗暴犯,凶器準備集合,,15歳,0
2021,粗暴犯,暴行,,15歳,119
2021,粗暴犯,傷害,傷害致死,15歳,0
2021,粗暴犯,脅迫,,15歳,25
2021,粗暴犯,恐喝,,15歳,30
2021,窃盗犯,侵入盗,,15歳,35
2021,窃盗犯,乗り物盗,,15歳,453
2021,窃盗犯,非侵入盗,,15歳,750
2021,知能犯,詐欺,,15歳,36
2021,知能犯,横領,横領,15歳,0
2021,知能犯,横領,業務上横領,15歳,0
2021,知能犯,偽造,通貨偽造,15歳,0
2021,知能犯,偽造,文書偽造,15歳,5
2021,知能犯,偽造,支払用カード偽造,15歳,0
2021,知能犯,偽造,有価証券偽造,15歳,0
2021,知能犯,偽造,印章偽造,15歳,0
2021,知能犯,汚職,賄賂,15歳,0
2021,知能犯,あっせん利得処罰法,,15歳,0
2021,知能犯,背任,,15歳,0
2021,風俗犯,賭博,普通賭博,15歳,0
2021,風俗犯,賭博,常習賭博,15歳,0
2021,風俗犯,賭博,賭博開張等,15歳,0
2021,風俗犯,わいせつ,強制わいせつ,15歳,50
2021,風俗犯,わいせつ,公然わいせつ,15歳,25
2021,その他の刑法犯,占有離脱物横領,,15歳,134
2021,その他の刑法犯,公務執行妨害,,15歳,10
2021,その他の刑法犯,住居侵入,,15歳,122
2021,その他の刑法犯,逮捕監禁,,15歳,5
2021,その他の刑法犯,略取誘拐・人身売買,,15歳,1
2021,その他の刑法犯,盗品等,,15歳,48
2021,その他の刑法犯,器物損壊等,,15歳,58
2021,粗暴犯,傷害,その他,15歳,232
2021,知能犯,汚職,その他,15歳,0
2021,風俗犯,わいせつ,その他,15歳,12
2021,その他の刑法犯,その他,,15歳,42
2021,凶悪犯,殺人,殺人,16歳,3
2021,凶悪犯,殺人,嬰児殺,16歳,0
2021,凶悪犯,殺人,殺人予備,16歳,0
2021,凶悪犯,殺人,自殺関与,16歳,0
2021,凶悪犯,強盗,強盗殺人,16歳,0
2021,凶悪犯,強盗,強盗傷人,16歳,20
2021,凶悪犯,強盗,強盗・強制性交等,16歳,0
2021,凶悪犯,強盗,強盗・準強盗,16歳,14
2021,凶悪犯,放火,,16歳,1
2021,凶悪犯,強制性交等,,16歳,19
2021,粗暴犯,凶器準備集合,,16歳,6
2021,粗暴犯,暴行,,16歳,125
2021,粗暴犯,傷害,傷害致死,16歳,8
2021,粗暴犯,脅迫,,16歳,25
2021,粗暴犯,恐喝,,16歳,63
2021,窃盗犯,侵入盗,,16歳,50
2021,窃盗犯,乗り物盗,,16歳,584
2021,窃盗犯,非侵入盗,,16歳,1051
2021,知能犯,詐欺,,16歳,107
2021,知能犯,横領,横領,16歳,1
2021,知能犯,横領,業務上横領,16歳,0
2021,知能犯,偽造,通貨偽造,16歳,0
2021,知能犯,偽造,文書偽造,16歳,6
2021,知能犯,偽造,支払用カード偽造,16歳,0
2021,知能犯,偽造,有価証券偽造,16歳,0
2021,知能犯,偽造,印章偽造,16歳,0
2021,知能犯,汚職,賄賂,16歳,0
2021,知能犯,あっせん利得処罰法,,16歳,0
2021,知能犯,背任,,16歳,0
2021,風俗犯,賭博,普通賭博,16歳,0
2021,風俗犯,賭博,常習賭博,16歳,0
2021,風俗犯,賭博,賭博開張等,16歳,0
2021,風俗犯,わいせつ,強制わいせつ,16歳,39
2021,風俗犯,わいせつ,公然わいせつ,16歳,22
2021,その他の刑法犯,占有離脱物横領,,16歳,217
2021,その他の刑法犯,公務執行妨害,,16歳,23
2021,その他の刑法犯,住居侵入,,16歳,139
2021,その他の刑法犯,逮捕監禁,,16歳,5
2021,その他の刑法犯,略取誘拐・人身売買,,16歳,0
2021,その他の刑法犯,盗品等,,16歳,73
2021,その他の刑法犯,器物損壊等,,16歳,78
2021,粗暴犯,傷害,その他,16歳,328
2021,知能犯,汚職,その他,16歳,0
2021,風俗犯,わいせつ,その他,16歳,10
2021,その他の刑法犯,その他,,16歳,46
2021,凶悪犯,殺人,殺人,17歳,1
2021,凶悪犯,殺人,嬰児殺,17歳,0
2021,凶悪犯,殺人,殺人予備,17歳,0
2021,凶悪犯,殺人,自殺関与,17歳,1
2021,凶悪犯,強盗,強盗殺人,17歳,2
2021,凶悪犯,強盗,強盗傷人,17歳,29
2021,凶悪犯,強盗,強盗・強制性交等,17歳,0
2021,凶悪犯,強盗,強盗・準強盗,17歳,18
2021,凶悪犯,放火,,17歳,3
2021,凶悪犯,強制性交等,,17歳,32
2021,粗暴犯,凶器準備集合,,17歳,0
2021,粗暴犯,暴行,,17歳,122
2021,粗暴犯,傷害,傷害致死,17歳,1
2021,粗暴犯,脅迫,,17歳,29
2021,粗暴犯,恐喝,,17歳,62
2021,窃盗犯,侵入盗,,17歳,71
2021,窃盗犯,乗り物盗,,17歳,443
2021,窃盗犯,非侵入盗,,17歳,967
2021,知能犯,詐欺,,17歳,157
2021,知能犯,横領,横領,17歳,1
2021,知能犯,横領,業務上横領,17歳,1
2021,知能犯,偽造,通貨偽造,17歳,0
2021,知能犯,偽造,文書偽造,17歳,22
2021,知能犯,偽造,支払用カード偽造,17歳,0
2021,知能犯,偽造,有価証券偽造,17歳,0
2021,知能犯,偽造,印章偽造,17歳,0
