年,罪種00,罪種01,罪種02,年齢層,検挙人員
2022,凶悪犯,殺人,殺人,14歳,2
2022,凶悪犯,殺人,嬰児殺,14歳,1
2022,凶悪犯,殺人,殺人予備,14歳,0
2022,凶悪犯,殺人,自殺関与,14歳,0
2022,凶悪犯,強盗,強盗殺人,14歳,0
2022,凶悪犯,強盗,強盗傷人,14歳,1
2022,凶悪犯,強盗,強盗・強制性交等,14歳,0
2022,凶悪犯,強盗,強盗・準強盗,14歳,1
2022,凶悪犯,放火,,14歳,11
2022,凶悪犯,強制性交等,,14歳,16
2022,粗暴犯,凶器準備集合,,14歳,0
2022,粗暴犯,暴行,,14歳,140
2022,粗暴犯,傷害,傷害致死,14歳,0
2022,粗暴犯,脅迫,,14歳,28
2022,粗暴犯,恐喝,,14歳,18
2022,窃盗犯,侵入盗,,14歳,37
2022,窃盗犯,乗り物盗,,14歳,345
2022,窃盗犯,非侵入盗,,14歳,630
2022,知能犯,詐欺,,14歳,28
2022,知能犯,横領,横領,14歳,2
2022,知能犯,横領,業務上横領,14歳,0
2022,知能犯,偽造,通貨偽造,14歳,0
2022,知能犯,偽造,文書偽造,14歳,3
2022,知能犯,偽造,支払用カード偽造,14歳,0
2022,知能犯,偽造,有価証券偽造,14歳,0
2022,知能犯,偽造,印章偽造,14歳,0
2022,知能犯,汚職,賄賂,14歳,0
2022,知能犯,あっせん利得処罰法,,14歳,0
2022,知能犯,背任,,14歳,0
2022,風俗犯,賭博,普通賭博,14歳,0
2022,風俗犯,賭博,常習賭博,14歳,0
2022,風俗犯,賭博,賭博開張等,14歳,0
2022,風俗犯,わいせつ,強制わいせつ,14歳,78
2022,風俗犯,わいせつ,公然わいせつ,14歳,20
2022,その他の刑法犯,占有離脱物横領,,14歳,117
2022,その他の刑法犯,公務執行妨害,,14歳,6
2022,その他の刑法犯,住居侵入,,14歳,81
2022,その他の刑法犯,逮捕監禁,,14歳,1
2022,その他の刑法犯,略取誘拐・人身売買,,14歳,2
2022,その他の刑法犯,盗品等,,14歳,20
2022,その他の刑法犯,器物損壊等,,14歳,59
2022,粗暴犯,傷害,その他,14歳,182
2022,知能犯,汚職,その他,14歳,0
2022,風俗犯,わいせつ,その他,14歳,3
2022,その他の刑法犯,その他,,14歳,27
2022,凶悪犯,殺人,殺人,15歳,4
2022,凶悪犯,殺人,嬰児殺,15歳,0
2022,凶悪犯,殺人,殺人予備,15歳,0
2022,凶悪犯,殺人,自殺関与,15歳,0
2022,凶悪犯,強盗,強盗殺人,15歳,0
2022,凶悪犯,強盗,強盗傷人,15歳,10
2022,凶悪犯,強盗,強盗・強制性交等,15歳,0
2022,凶悪犯,強盗,強盗・準強盗,15歳,8
2022,凶悪犯,放火,,15歳,4
2022,凶悪犯,強制性交等,,15歳,26
2022,粗暴犯,凶器準備集合,,15歳,4
2022,粗暴犯,暴行,,15歳,120
2022,粗暴犯,傷害,傷害致死,15歳,0
2022,粗暴犯,脅迫,,15歳,27
2022,粗暴犯,恐喝,,15歳,33
2022,窃盗犯,侵入盗,,15歳,38
2022,窃盗犯,乗り物盗,,15歳,558
2022,窃盗犯,非侵入盗,,15歳,788
2022,知能犯,詐欺,,15歳,51
2022,知能犯,横領,横領,15歳,0
2022,知能犯,横領,業務上横領,15歳,0
2022,知能犯,偽造,通貨偽造,15歳,0
2022,知能犯,偽造,文書偽造,15歳,9
2022,知能犯,偽造,支払用カード偽造,15歳,0
2022,知能犯,偽造,有価証券偽造,15歳,0
2022,知能犯,偽造,印章偽造,15歳,0
2022,知能犯,汚職,賄賂,15歳,0
2022,知能犯,あっせん利得処罰法,,15歳,0
2022,知能犯,背任,,15歳,0
2022,風俗犯,賭博,普通賭博,15歳,0
2022,風俗犯,賭博,常習賭博,15歳,0
2022,風俗犯,賭博,賭博開張等,15歳,0
2022,風俗犯,わいせつ,強制わいせつ,15歳,46
2022,風俗犯,わいせつ,公然わいせつ,15歳,13
2022,その他の刑法犯,占有離脱物横領,,15歳,151
2022,その他の刑法犯,公務執行妨害,,15歳,13
2022,その他の刑法犯,住居侵入,,15歳,118
2022,その他の刑法犯,逮捕監禁,,15歳,2
2022,その他の刑法犯,略取誘拐・人身売買,,15歳,5
2022,その他の刑法犯,盗品等,,15歳,43
2022,その他の刑法犯,器物損壊等,,15歳,66
2022,粗暴犯,傷害,その他,15歳,215
2022,知能犯,汚職,その他,15歳,0
2022,風俗犯,わいせつ,その他,15歳,7
2022,その他の刑法犯,その他,,15歳,31
2022,凶悪犯,殺人,殺人,16歳,5
2022,凶悪犯,殺人,嬰児殺,16歳,0
2022,凶悪犯,殺人,殺人予備,16歳,1
2022,凶悪犯,殺人,自殺関与,16歳,0
2022,凶悪犯,強盗,強盗殺人,16歳,0
2022,凶悪犯,強盗,強盗傷人,16歳,23
2022,凶悪犯,強盗,強盗・強制性交等,16歳,0
2022,凶悪犯,強盗,強盗・準強盗,16歳,19
2022,凶悪犯,放火,,16歳,9
2022,凶悪犯,強制性交等,,16歳,28
2022,粗暴犯,凶器準備集合,,16歳,5
2022,粗暴犯,暴行,,16歳,121
2022,粗暴犯,傷害,傷害致死,16歳,0
2022,粗暴犯,脅迫,,16歳,26
2022,粗暴犯,恐喝,,16歳,64
2022,窃盗犯,侵入盗,,16歳,45
2022,窃盗犯,乗り物盗,,16歳,588
2022,窃盗犯,非侵入盗,,16歳,1026
2022,知能犯,詐欺,,16歳,89
2022,知能犯,横領,横領,16歳,1
2022,知能犯,横領,業務上横領,16歳,0
2022,知能犯,偽造,通貨偽造,16歳,1
2022,知能犯,偽造,文書偽造,16歳,11
2022,知能犯,偽造,支払用カード偽造,16歳,0
2022,知能犯,偽造,有価証券偽造,16歳,0
2022,知能犯,偽造,印章偽造,16歳,1
2022,知能犯,汚職,賄賂,16歳,0
2022,知能犯,あっせん利得処罰法,,16歳,0
2022,知能犯,背任,,16歳,0
2022,風俗犯,賭博,普通賭博,16歳,1
2022,風俗犯,賭博,常習賭博,16歳,0
2022,風俗犯,賭博,賭博開張等,16歳,0
2022,風俗犯,わいせつ,強制わいせつ,16歳,44
2022,風俗犯,わいせつ,公然わいせつ,16歳,12
2022,その他の刑法犯,占有離脱物横領,,16歳,246
