年,表示区分,国籍・地域,人口,総人口,構成比,構成比_pct
2024,日本人の配偶者等,アラブ首長国連邦,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,アンティグア・バーブーダ,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,エスワティニ,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,エリトリア,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,ギニアビサウ,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,サンマリノ,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,ジブチ,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,セントクリストファー・ネービス,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,セントビンセント,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,セーシェル,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,チャド,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,ドミニカ,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,ナウル,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,ナミビア,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,ニジェール,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,ブルンジ,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,マーシャル,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,モンテネグロ,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,日本人の配偶者等,赤道ギニア,1,150208,6.657435023434171e-06,0.0006657435023434171
2024,永住者等,中国,357012,1232454,0.2896757201485816,28.967572014858163
2024,永住者等,韓国,328925,1232454,0.2668862286138063,26.68862286138063
2024,永住者等,フィリピン,149720,1232454,0.12148120741220363,12.148120741220362
2024,永住者等,ブラジル,121740,1232454,0.0987785345335404,9.877853453354039
2024,永住者等,ペルー,35532,1232454,0.028830284943697698,2.88302849436977
2024,永住者等,ベトナム,28442,1232454,0.023077534739633285,2.3077534739633285
2024,永住者等,台湾,26669,1232454,0.021638941493962453,2.163894149396245
2024,永住者等,(朝鮮),23647,1232454,0.01918692300077731,1.918692300077731
2024,永住者等,タイ,22628,1232454,0.018360117294438576,1.8360117294438576
2024,永住者等,米国,21378,1232454,0.017345880657614807,1.7345880657614807
2024,永住者等,インド,9647,1232454,0.00782747266835111,0.7827472668351111
2024,永住者等,ネパール,8625,1232454,0.006998232794083998,0.6998232794083998
2024,永住者等,インドネシア,8301,1232454,0.006735342657819277,0.6735342657819278
2024,永住者等,英国,7136,1232454,0.005790074112299526,0.5790074112299526
2024,永住者等,パキスタン,6650,1232454,0.005395738907902445,0.5395738907902445
2024,永住者等,ロシア,4835,1232454,0.003923067311234334,0.3923067311234334
2024,永住者等,バングラデシュ,4833,1232454,0.003921444532615416,0.39214445326154157
2024,永住者等,スリランカ,4644,1232454,0.003768091953127662,0.37680919531276624
2024,永住者等,カナダ,4470,1232454,0.003626910213281794,0.3626910213281794
2024,永住者等,フランス,3882,1232454,0.0031498132993198935,0.31498132993198935
2024,永住者等,オーストラリア,3620,1232454,0.002937229300241632,0.29372293002416316
2024,永住者等,マレーシア,3517,1232454,0.0028536562013673533,0.28536562013673533
2024,永住者等,ボリビア,3353,1232454,0.002720588354616075,0.27205883546160753
2024,永住者等,ミャンマー,3272,1232454,0.0026548658205498947,0.2654865820549895
2024,永住者等,イラン,2761,1232454,0.0022402458834163384,0.22402458834163386
2024,永住者等,ドイツ,2106,1232454,0.001708785885720684,0.17087858857206842
2024,永住者等,カンボジア,1982,1232454,0.0016081736113477663,0.16081736113477663
2024,永住者等,ナイジェリア,1899,1232454,0.0015408282986626681,0.1540828298662668
2024,永住者等,アルゼンチン,1774,1232454,0.0014394046349802913,0.14394046349802914
2024,永住者等,モンゴル,1680,1232454,0.001363134039891144,0.1363134039891144
2024,永住者等,トルコ,1656,1232454,0.0013436606964641277,0.13436606964641276
2024,永住者等,ラオス,1541,1232454,0.001250350925876341,0.1250350925876341
2024,永住者等,ルーマニア,1464,1232454,0.001187873949047997,0.1187873949047997
2024,永住者等,ガーナ,1463,1232454,0.0011870625597385379,0.11870625597385379
2024,永住者等,イタリア,1459,1232454,0.0011838170025007019,0.1183817002500702
2024,永住者等,コロンビア,1444,1232454,0.0011716461628588166,0.11716461628588166
2024,永住者等,シンガポール,1271,1232454,0.0010312758123224072,0.10312758123224072
2024,永住者等,ニュージーランド,1216,1232454,0.0009866494003021615,0.09866494003021614
2024,永住者等,パラグアイ,1099,1232454,0.0008917168510954567,0.08917168510954566
2024,永住者等,メキシコ,1072,1232454,0.0008698093397400634,0.08698093397400633
2024,永住者等,スペイン,1032,1232454,0.0008373537673617027,0.08373537673617026
2024,永住者等,ウクライナ,1020,1232454,0.0008276170956481946,0.08276170956481946
2024,永住者等,ポーランド,570,1232454,0.00046249190639163816,0.046249190639163815
2024,永住者等,ウズベキスタン,525,1232454,0.0004259793874659825,0.04259793874659825
2024,永住者等,エジプト,469,1232454,0.0003805415861362777,0.03805415861362777
2024,永住者等,スウェーデン,451,1232454,0.00036593657856601544,0.03659365785660154
2024,永住者等,スイス,437,1232454,0.00035457712823358924,0.035457712823358925
2024,永住者等,オランダ,430,1232454,0.00034889740306737616,0.03488974030673762
2024,永住者等,アイルランド,422,1232454,0.00034240628859170404,0.034240628859170404
2024,永住者等,チリ,363,1232454,0.0002945343193336222,0.02945343193336222
2024,永住者等,アフガニスタン,338,1232454,0.00027424958659714684,0.027424958659714685
2024,永住者等,ベルギー,305,1232454,0.00024747373938499936,0.024747373938499937
2024,永住者等,モロッコ,275,1232454,0.00022313206010122894,0.022313206010122894
2024,永住者等,イスラエル,259,1232454,0.0002101498311498847,0.02101498311498847
2024,永住者等,ギニア,257,1232454,0.00020852705253096668,0.020852705253096668
2024,永住者等,セネガル,256,1232454,0.00020771566322150766,0.020771566322150766
2024,永住者等,オーストリア,251,1232454,0.00020365871667421258,0.020365871667421258
2024,永住者等,ドミニカ共和国,244,1232454,0.00019797899150799948,0.019797899150799946
2024,永住者等,ケニア,229,1232454,0.00018580815186611428,0.018580815186611428
2024,永住者等,ハンガリー,223,1232454,0.00018093981600936018,0.018093981600936018
2024,永住者等,ポルトガル,219,1232454,0.00017769425877152414,0.017769425877152415
2024,永住者等,無国籍,216,1232454,0.00017526009084314708,0.017526009084314707
2024,永住者等,チュニジア,206,1232454,0.00016714619774855694,0.016714619774855694
2024,永住者等,フィンランド,196,1232454,0.0001590323046539668,0.01590323046539668
2024,永住者等,ブルガリア,189,1232454,0.0001533525794877537,0.01533525794877537
2024,永住者等,ベラルーシ,185,1232454,0.00015010702224991764,0.015010702224991764
2024,永住者等,ウガンダ,179,1232454,0.00014523868639316356,0.014523868639316356
2024,永住者等,南アフリカ共和国,178,1232454,0.00014442729708370454,0.014442729708370454
2024,永住者等,デンマーク,171,1232454,0.00013874757191749144,0.013874757191749144
2024,永住者等,カメルーン,161,1232454,0.0001306336788229013,0.01306336788229013
2024,永住者等,タンザニア,161,1232454,0.0001306336788229013,0.01306336788229013
2024,永住者等,コンゴ民主共和国,156,1232454,0.00012657673227560622,0.012657673227560621
2024,永住者等,ベネズエラ,148,1232454,0.00012008561779993412,0.012008561779993413
2024,永住者等,エチオピア,131,1232454,0.00010629199953913087,0.010629199953913086
2024,永住者等,エクアドル,124,1232454,0.00010061227437291777,0.010061227437291776
2024,永住者等,キューバ,120,1232454,9.736671713508172e-05,0.009736671713508172
2024,永住者等,ジャマイカ,120,1232454,9.736671713508172e-05,0.009736671713508172
2024,永住者等,ギリシャ,117,1232454,9.493254920670467e-05,0.009493254920670467
2024,永住者等,チェコ,115,1232454,9.330977058778664e-05,0.009330977058778663
2024,永住者等,スロバキア,113,1232454,9.168699196886862e-05,0.009168699196886862
2024,永住者等,マリ,105,1232454,8.51958774931965e-05,0.00851958774931965
2024,永住者等,リトアニア,102,1232454,8.276170956481946e-05,0.008276170956481947
2024,永住者等,ノルウェー,99,1232454,8.032754163644241e-05,0.00803275416364424
2024,永住者等,モルドバ,89,1232454,7.221364854185227e-05,0.007221364854185227
2024,永住者等,シリア,87,1232454,7.059086992293424e-05,0.007059086992293424
2024,永住者等,コスタリカ,80,1232454,6.491114475672114e-05,0.006491114475672114
2024,永住者等,ホンジュラス,78,1232454,6.328836613780311e-05,0.0063288366137803104
2024,永住者等,カザフスタン,77,1232454,6.24769768283441e-05,0.00624769768283441
2024,永住者等,フィジー,73,1232454,5.9231419590508046e-05,0.005923141959050805
2024,永住者等,アルジェリア,71,1232454,5.7608640971590015e-05,0.005760864097159001
2024,永住者等,ウルグアイ,69,1232454,5.5985862352671985e-05,0.005598586235267198
2024,永住者等,セルビア,69,1232454,5.5985862352671985e-05,0.005598586235267198
2024,永住者等,スーダン,63,1232454,5.11175264959179e-05,0.00511175264959179
2024,永住者等,エルサルバドル,62,1232454,5.0306137186458885e-05,0.005030613718645888
2024,永住者等,グアテマラ,61,1232454,4.949474787699987e-05,0.0049494747876999865
2024,永住者等,キルギス,60,1232454,4.868335856754086e-05,0.004868335856754086
2024,永住者等,ヨルダン,55,1232454,4.4626412020245785e-05,0.004462641202024578
2024,永住者等,ニカラグア,54,1232454,4.381502271078677e-05,0.004381502271078677
2024,永住者等,コートジボワール,51,1232454,4.138085478240973e-05,0.004138085478240973
2024,永住者等,レバノン,48,1232454,3.8946686854032685e-05,0.0038946686854032684
2024,永住者等,アルバニア,44,1232454,3.570112961619663e-05,0.003570112961619663
2024,永住者等,エストニア,42,1232454,3.40783509972786e-05,0.00340783509972786
2024,永住者等,クロアチア,42,1232454,3.40783509972786e-05,0.00340783509972786
2024,永住者等,アゼルバイジャン,34,1232454,2.7587236521606485e-05,0.0027587236521606487
2024,永住者等,ラトビア,33,1232454,2.6775847212147473e-05,0.0026775847212147474
2024,永住者等,サモア,32,1232454,2.5964457902688458e-05,0.0025964457902688458
2024,永住者等,マダガスカル,32,1232454,2.5964457902688458e-05,0.0025964457902688458
2024,永住者等,ザンビア,31,1232454,2.5153068593229442e-05,0.002515306859322944
2024,永住者等,ベナン,31,1232454,2.5153068593229442e-05,0.002515306859322944
2024,永住者等,シエラレオネ,30,1232454,2.434167928377043e-05,0.002434167928377043
2024,永住者等,スロベニア,29,1232454,2.3530289974311415e-05,0.0023530289974311417
2024,永住者等,モーリシャス,29,1232454,2.3530289974311415e-05,0.0023530289974311417
2024,永住者等,ガンビア,28,1232454,2.27189006648524e-05,0.00227189006648524
2024,永住者等,ジンバブエ,27,1232454,2.1907511355393385e-05,0.0021907511355393383
2024,永住者等,トンガ,27,1232454,2.1907511355393385e-05,0.0021907511355393383
2024,永住者等,ブルキナファソ,27,1232454,2.1907511355393385e-05,0.0021907511355393383
2024,永住者等,モルディブ,27,1232454,2.1907511355393385e-05,0.0021907511355393383
2024,永住者等,ジョージア,23,1232454,1.8661954117557327e-05,0.0018661954117557328
2024,永住者等,パナマ,23,1232454,1.8661954117557327e-05,0.0018661954117557328
2024,永住者等,ブータン,22,1232454,1.7850564808098315e-05,0.0017850564808098315
2024,永住者等,トリニダード・トバゴ,20,1232454,1.6227786189180285e-05,0.0016227786189180284
2024,永住者等,パレスチナ,20,1232454,1.6227786189180285e-05,0.0016227786189180284
2024,永住者等,ミクロネシア,19,1232454,1.5416396879721273e-05,0.0015416396879721272
2024,永住者等,サウジアラビア,16,1232454,1.2982228951344229e-05,0.0012982228951344229
2024,永住者等,トーゴ,16,1232454,1.2982228951344229e-05,0.0012982228951344229
2024,永住者等,タジキスタン,15,1232454,1.2170839641885215e-05,0.0012170839641885214
2024,永住者等,パラオ,15,1232454,1.2170839641885215e-05,0.0012170839641885214
2024,永住者等,キプロス,14,1232454,1.13594503324262e-05,0.00113594503324262
2024,永住者等,パプアニューギニア,14,1232454,1.13594503324262e-05,0.00113594503324262
2024,永住者等,リビア,14,1232454,1.13594503324262e-05,0.00113594503324262
2024,永住者等,北マケドニア,13,1232454,1.0548061022967186e-05,0.0010548061022967186
2024,永住者等,エリトリア,12,1232454,9.736671713508171e-06,0.0009736671713508171
2024,永住者等,ソロモン,12,1232454,9.736671713508171e-06,0.0009736671713508171
2024,永住者等,ニジェール,12,1232454,9.736671713508171e-06,0.0009736671713508171
2024,永住者等,アイスランド,11,1232454,8.925282404049158e-06,0.0008925282404049158
2024,永住者等,アルメニア,11,1232454,8.925282404049158e-06,0.0008925282404049158
2024,永住者等,イエメン,11,1232454,8.925282404049158e-06,0.0008925282404049158
2024,永住者等,ドミニカ,11,1232454,8.925282404049158e-06,0.0008925282404049158
2024,永住者等,ボスニア・ヘルツェゴビナ,11,1232454,8.925282404049158e-06,0.0008925282404049158
2024,永住者等,リベリア,11,1232454,8.925282404049158e-06,0.0008925282404049158
2024,永住者等,イラク,10,1232454,8.113893094590142e-06,0.0008113893094590142
2024,永住者等,マルタ,10,1232454,8.113893094590142e-06,0.0008113893094590142
2024,永住者等,ルワンダ,10,1232454,8.113893094590142e-06,0.0008113893094590142
2024,永住者等,ハイチ,9,1232454,7.302503785131129e-06,0.0007302503785131129
2024,永住者等,マラウイ,9,1232454,7.302503785131129e-06,0.0007302503785131129
2024,永住者等,トルクメニスタン,7,1232454,5.6797251662131e-06,0.00056797251662131
2024,永住者等,マーシャル,7,1232454,5.6797251662131e-06,0.00056797251662131
2024,永住者等,ルクセンブルク,7,1232454,5.6797251662131e-06,0.00056797251662131
2024,永住者等,ガイアナ,6,1232454,4.8683358567540856e-06,0.00048683358567540855
2024,永住者等,バハマ,6,1232454,4.8683358567540856e-06,0.00048683358567540855
2024,永住者等,スリナム,5,1232454,4.056946547295071e-06,0.0004056946547295071
2024,永住者等,ブルネイ,5,1232454,4.056946547295071e-06,0.0004056946547295071
2024,永住者等,ボツワナ,5,1232454,4.056946547295071e-06,0.0004056946547295071
2024,永住者等,モザンビーク,5,1232454,4.056946547295071e-06,0.0004056946547295071
2024,永住者等,中央アフリカ,5,1232454,4.056946547295071e-06,0.0004056946547295071
2024,永住者等,キリバス,4,1232454,3.245557237836057e-06,0.0003245557237836057
2024,永住者等,グレナダ,4,1232454,3.245557237836057e-06,0.0003245557237836057
2024,永住者等,コソボ共和国,4,1232454,3.245557237836057e-06,0.0003245557237836057
2024,永住者等,コンゴ共和国,4,1232454,3.245557237836057e-06,0.0003245557237836057
2024,永住者等,セルビア・モンテネグロ,4,1232454,3.245557237836057e-06,0.0003245557237836057
2024,永住者等,セントルシア,4,1232454,3.245557237836057e-06,0.0003245557237836057
2024,永住者等,ナミビア,4,1232454,3.245557237836057e-06,0.0003245557237836057
2024,永住者等,バルバドス,4,1232454,3.245557237836057e-06,0.0003245557237836057
2024,永住者等,ベリーズ,4,1232454,3.245557237836057e-06,0.0003245557237836057
2024,永住者等,リヒテンシュタイン,4,1232454,3.245557237836057e-06,0.0003245557237836057
2024,永住者等,南スーダン共和国,4,1232454,3.245557237836057e-06,0.0003245557237836057
2024,永住者等,ガボン,3,1232454,2.4341679283770428e-06,0.00024341679283770428
2024,永住者等,ギニアビサウ,3,1232454,2.4341679283770428e-06,0.00024341679283770428
2024,永住者等,ブルンジ,3,1232454,2.4341679283770428e-06,0.00024341679283770428
2024,永住者等,モーリタニア,3,1232454,2.4341679283770428e-06,0.00024341679283770428
2024,永住者等,アラブ首長国連邦,2,1232454,1.6227786189180286e-06,0.00016227786189180286
2024,永住者等,アンゴラ,2,1232454,1.6227786189180286e-06,0.00016227786189180286
2024,永住者等,カーボベルデ,2,1232454,1.6227786189180286e-06,0.00016227786189180286
2024,永住者等,ソマリア,2,1232454,1.6227786189180286e-06,0.00016227786189180286
2024,永住者等,ツバル,2,1232454,1.6227786189180286e-06,0.00016227786189180286
2024,永住者等,モンテネグロ,2,1232454,1.6227786189180286e-06,0.00016227786189180286
2024,永住者等,アンティグア・バーブーダ,1,1232454,8.113893094590143e-07,8.113893094590143e-05
2024,永住者等,アンドラ,1,1232454,8.113893094590143e-07,8.113893094590143e-05
2024,永住者等,エスワティニ,1,1232454,8.113893094590143e-07,8.113893094590143e-05
2024,永住者等,サンマリノ,1,1232454,8.113893094590143e-07,8.113893094590143e-05
2024,永住者等,ジブチ,1,1232454,8.113893094590143e-07,8.113893094590143e-05
2024,永住者等,セントビンセント,1,1232454,8.113893094590143e-07,8.113893094590143e-05
2024,永住者等,セーシェル,1,1232454,8.113893094590143e-07,8.113893094590143e-05
2024,永住者等,バーレーン,1,1232454,8.113893094590143e-07,8.113893094590143e-05
2024,永住者等,レソト,1,1232454,8.113893094590143e-07,8.113893094590143e-05
2024,永住者等,東ティモール,1,1232454,8.113893094590143e-07,8.113893094590143e-05
2024,留学,中国,134239,368589,0.36419697820607777,36.41969782060778
2024,留学,ネパール,73136,368589,0.19842154811999274,19.842154811999276
2024,留学,ベトナム,43760,368589,0.1187230221194881,11.87230221194881
2024,留学,ミャンマー,17917,368589,0.04860969806478218,4.860969806478218
2024,留学,韓国,14610,368589,0.03963764518203202,3.963764518203202
2024,留学,スリランカ,13409,368589,0.036379273391229795,3.6379273391229794
2024,留学,バングラデシュ,8828,368589,0.02395079614421483,2.395079614421483
2024,留学,台湾,8119,368589,0.022027244437571387,2.2027244437571385
2024,留学,インドネシア,7203,368589,0.0195420915979587,1.9542091597958702
2024,留学,米国,4734,368589,0.01284357373660093,1.284357373660093
2024,留学,モンゴル,4729,368589,0.012830008491843218,1.2830008491843217
2024,留学,タイ,3988,368589,0.010819639218750425,1.0819639218750425
2024,留学,ウズベキスタン,3208,368589,0.008703461036547483,0.8703461036547483
2024,留学,フィリピン,2846,368589,0.007721337316089194,0.7721337316089194
2024,留学,マレーシア,2733,368589,0.007414762784564922,0.7414762784564922
2024,留学,フランス,2178,368589,0.005909020616458983,0.5909020616458983
2024,留学,インド,1825,368589,0.004951314336564575,0.4951314336564575
2024,留学,ロシア,1622,368589,0.004400565399401502,0.4400565399401502
2024,留学,パキスタン,1523,368589,0.004131973553198821,0.41319735531988205
2024,留学,ドイツ,1322,368589,0.0035866507139388315,0.35866507139388315
2024,留学,英国,1067,368589,0.002894823231295562,0.2894823231295562
2024,留学,ブラジル,938,368589,0.0025448399165466143,0.25448399165466146
2024,留学,イタリア,901,368589,0.0024444571053395515,0.24444571053395514
2024,留学,カナダ,657,368589,0.001782473161163247,0.1782473161163247
2024,留学,メキシコ,647,368589,0.0017553426716478246,0.17553426716478246
2024,留学,カンボジア,642,368589,0.0017417774268901134,0.17417774268901134
2024,留学,トルコ,568,368589,0.0015410118044759881,0.15410118044759882
2024,留学,オーストラリア,529,368589,0.0014352028953658412,0.1435202895365841
2024,留学,スペイン,522,368589,0.0014162115527050455,0.14162115527050456
2024,留学,シンガポール,484,368589,0.0013131156925464407,0.13131156925464407
2024,留学,ナイジェリア,394,368589,0.0010689412869076397,0.10689412869076396
2024,留学,エジプト,344,368589,0.000933288839330528,0.0933288839330528
2024,留学,イラン,304,368589,0.0008247668812688387,0.08247668812688387
2024,留学,ケニア,298,368589,0.0008084885875595853,0.08084885875595853
2024,留学,ラオス,297,368589,0.0008057755386080432,0.08057755386080431
2024,留学,スウェーデン,296,368589,0.0008030624896565009,0.08030624896565008
2024,留学,カザフスタン,287,368589,0.0007786450490926208,0.07786450490926208
2024,留学,オランダ,252,368589,0.0006836883357886427,0.06836883357886427
2024,留学,スイス,251,368589,0.0006809752868371004,0.06809752868371004
2024,留学,ウクライナ,224,368589,0.0006077229651454601,0.060772296514546006
2024,留学,ポーランド,219,368589,0.0005941577203877489,0.05941577203877489
2024,留学,ガーナ,216,368589,0.0005860185735331223,0.05860185735331223
2024,留学,フィンランド,203,368589,0.0005507489371630733,0.055074893716307326
2024,留学,キルギス,194,368589,0.0005263314965991932,0.05263314965991932
2024,留学,ベルギー,188,368589,0.0005100532028899398,0.051005320288993974
2024,留学,ペルー,181,368589,0.0004910618602291441,0.04910618602291441
2024,留学,コロンビア,172,368589,0.000466644419665264,0.0466644419665264
2024,留学,アフガニスタン,152,368589,0.00041238344063441936,0.041238344063441935
2024,留学,ノルウェー,149,368589,0.00040424429377979265,0.040424429377979264
2024,留学,カメルーン,139,368589,0.0003771138042643703,0.037711380426437034
2024,留学,ニュージーランド,131,368589,0.0003554094126520325,0.03554094126520325
2024,留学,チリ,130,368589,0.00035269636370049024,0.035269636370049026
2024,留学,アルゼンチン,124,368589,0.0003364180699912369,0.03364180699912369
2024,留学,イスラエル,120,368589,0.0003255658741850679,0.03255658741850679
2024,留学,シリア,119,368589,0.0003228528252335257,0.03228528252335257
2024,留学,エチオピア,117,368589,0.0003174267273304412,0.03174267273304412
2024,留学,タンザニア,113,368589,0.0003065745315242723,0.03065745315242723
2024,留学,オーストリア,112,368589,0.00030386148257273004,0.030386148257273003
2024,留学,ハンガリー,109,368589,0.0002957223357181034,0.02957223357181034
2024,留学,デンマーク,103,368589,0.00027944404200884996,0.027944404200884995
2024,留学,ポルトガル,101,368589,0.0002740179441057655,0.027401794410576552
2024,留学,コンゴ民主共和国,98,368589,0.0002658787972511388,0.02658787972511388
2024,留学,ウガンダ,95,368589,0.0002577396503965121,0.02577396503965121
2024,留学,タジキスタン,91,368589,0.0002468874545903432,0.02468874545903432
2024,留学,チェコ,89,368589,0.00024146135668725872,0.024146135668725872
2024,留学,ルーマニア,89,368589,0.00024146135668725872,0.024146135668725872
2024,留学,サウジアラビア,85,368589,0.00023060916088108978,0.02306091608810898
2024,留学,セネガル,84,368589,0.00022789611192954755,0.022789611192954754
2024,留学,南アフリカ共和国,82,368589,0.00022247001402646307,0.022247001402646308
2024,留学,ブルガリア,79,368589,0.0002143308671718364,0.02143308671718364
2024,留学,モロッコ,77,368589,0.0002089047692687519,0.02089047692687519
2024,留学,チュニジア,75,368589,0.00020347867136566745,0.020347867136566746
2024,留学,トンガ,73,368589,0.000198052573462583,0.0198052573462583
2024,留学,マラウイ,71,368589,0.00019262647555949851,0.019262647555949853
2024,留学,モザンビーク,70,368589,0.00018991342660795629,0.018991342660795628
2024,留学,ブルネイ,68,368589,0.00018448732870487183,0.018448732870487185
2024,留学,ベラルーシ,68,368589,0.00018448732870487183,0.018448732870487185
2024,留学,アイルランド,61,368589,0.00016549598604407618,0.01654959860440762
2024,留学,アラブ首長国連邦,59,368589,0.00016006988814099173,0.016006988814099173
2024,留学,ザンビア,58,368589,0.0001573568391894495,0.01573568391894495
2024,留学,フィジー,58,368589,0.0001573568391894495,0.01573568391894495
2024,留学,ガンビア,56,368589,0.00015193074128636502,0.015193074128636502
2024,留学,ジンバブエ,56,368589,0.00015193074128636502,0.015193074128636502
2024,留学,ブータン,54,368589,0.00014650464338328056,0.014650464338328057
2024,留学,ルワンダ,53,368589,0.00014379159443173834,0.014379159443173833
2024,留学,マダガスカル,49,368589,0.0001329393986255694,0.01329393986255694
2024,留学,エクアドル,48,368589,0.00013022634967402717,0.013022634967402717
2024,留学,アルジェリア,47,368589,0.00012751330072248494,0.012751330072248494
2024,留学,エルサルバドル,46,368589,0.00012480025177094271,0.012480025177094272
2024,留学,スロバキア,46,368589,0.00012480025177094271,0.012480025177094272
2024,留学,ギリシャ,45,368589,0.00012208720281940046,0.012208720281940045
2024,留学,アゼルバイジャン,44,368589,0.00011937415386785823,0.011937415386785824
2024,留学,グアテマラ,44,368589,0.00011937415386785823,0.011937415386785824
2024,留学,スーダン,44,368589,0.00011937415386785823,0.011937415386785824
2024,留学,パプアニューギニア,42,368589,0.00011394805596477378,0.011394805596477377
2024,留学,コートジボワール,41,368589,0.00011123500701323154,0.011123500701323154
2024,留学,ベナン,41,368589,0.00011123500701323154,0.011123500701323154
2024,留学,ヨルダン,41,368589,0.00011123500701323154,0.011123500701323154
2024,留学,コスタリカ,40,368589,0.00010852195806168931,0.01085219580616893
2024,留学,リトアニア,40,368589,0.00010852195806168931,0.01085219580616893
2024,留学,東ティモール,39,368589,0.00010580890911014708,0.010580890911014709
2024,留学,セルビア,37,368589,0.00010038281120706261,0.01003828112070626
2024,留学,マリ,36,368589,9.766976225552037e-05,0.009766976225552037
2024,留学,クロアチア,32,368589,8.681756644935145e-05,0.008681756644935144
2024,留学,ブルキナファソ,32,368589,8.681756644935145e-05,0.008681756644935144
2024,留学,リベリア,32,368589,8.681756644935145e-05,0.008681756644935144
2024,留学,ドミニカ共和国,31,368589,8.410451749780922e-05,0.008410451749780922
2024,留学,パナマ,31,368589,8.410451749780922e-05,0.008410451749780922
2024,留学,ボツワナ,31,368589,8.410451749780922e-05,0.008410451749780922
2024,留学,ボリビア,31,368589,8.410451749780922e-05,0.008410451749780922
2024,留学,ラトビア,31,368589,8.410451749780922e-05,0.008410451749780922
2024,留学,ジョージア,30,368589,8.139146854626698e-05,0.008139146854626697
2024,留学,ソロモン,29,368589,7.867841959472475e-05,0.007867841959472476
2024,留学,ナミビア,29,368589,7.867841959472475e-05,0.007867841959472476
2024,留学,エストニア,28,368589,7.596537064318251e-05,0.007596537064318251
2024,留学,ベネズエラ,28,368589,7.596537064318251e-05,0.007596537064318251
2024,留学,トルクメニスタン,27,368589,7.325232169164028e-05,0.007325232169164028
2024,留学,モルディブ,25,368589,6.782622378855581e-05,0.006782622378855581
2024,留学,ルクセンブルク,24,368589,6.511317483701359e-05,0.0065113174837013585
2024,留学,アイスランド,23,368589,6.240012588547136e-05,0.006240012588547136
2024,留学,キューバ,23,368589,6.240012588547136e-05,0.006240012588547136
2024,留学,スロベニア,23,368589,6.240012588547136e-05,0.006240012588547136
2024,留学,パラグアイ,23,368589,6.240012588547136e-05,0.006240012588547136
2024,留学,オマーン,22,368589,5.9687076933929116e-05,0.005968707693392912
2024,留学,ギニア,22,368589,5.9687076933929116e-05,0.005968707693392912
2024,留学,ホンジュラス,21,368589,5.697402798238689e-05,0.0056974027982386885
2024,留学,イラク,19,368589,5.154793007930242e-05,0.005154793007930242
2024,留学,パレスチナ,19,368589,5.154793007930242e-05,0.005154793007930242
2024,留学,アルメニア,18,368589,4.8834881127760185e-05,0.004883488112776019
2024,留学,シエラレオネ,18,368589,4.8834881127760185e-05,0.004883488112776019
2024,留学,ソマリア,17,368589,4.612183217621796e-05,0.004612183217621796
2024,留学,南スーダン共和国,17,368589,4.612183217621796e-05,0.004612183217621796
2024,留学,ガボン,16,368589,4.340878322467572e-05,0.004340878322467572
2024,留学,ジブチ,16,368589,4.340878322467572e-05,0.004340878322467572
2024,留学,アルバニア,15,368589,4.069573427313349e-05,0.004069573427313349
2024,留学,サモア,15,368589,4.069573427313349e-05,0.004069573427313349
2024,留学,レバノン,15,368589,4.069573427313349e-05,0.004069573427313349
2024,留学,カタール,14,368589,3.7982685321591255e-05,0.0037982685321591254
2024,留学,クウェート,14,368589,3.7982685321591255e-05,0.0037982685321591254
2024,留学,ジャマイカ,14,368589,3.7982685321591255e-05,0.0037982685321591254
2024,留学,アンゴラ,13,368589,3.526963637004903e-05,0.0035269636370049025
2024,留学,トリニダード・トバゴ,13,368589,3.526963637004903e-05,0.0035269636370049025
2024,留学,北マケドニア,13,368589,3.526963637004903e-05,0.0035269636370049025
2024,留学,イエメン,12,368589,3.255658741850679e-05,0.0032556587418506792
2024,留学,キプロス,12,368589,3.255658741850679e-05,0.0032556587418506792
2024,留学,無国籍,12,368589,3.255658741850679e-05,0.0032556587418506792
2024,留学,ニカラグア,11,368589,2.9843538466964558e-05,0.002984353846696456
2024,留学,ハイチ,11,368589,2.9843538466964558e-05,0.002984353846696456
2024,留学,ボスニア・ヘルツェゴビナ,11,368589,2.9843538466964558e-05,0.002984353846696456
