年,表示区分,年代,人数,総人数,構成比,構成比_pct
2020,技能実習,70代以上,0.0,414849.0,0.0,0.0
2020,留学,0~13歳,81.58217166833711,285816.0,0.0002854359856282962,0.028543598562829623
2020,留学,10代(14歳以上),25167.080182536312,285816.0,0.08805343361650962,8.805343361650962
2020,留学,20代,235965.21400206228,285816.0,0.8255843409818284,82.55843409818284
2020,留学,30代,23146.9016565991,285816.0,0.08098532502238888,8.098532502238887
2020,留学,40代,1257.385220838254,285816.0,0.004399282128496144,0.4399282128496144
2020,留学,50代,159.085234753258,285816.0,0.0005566001719751798,0.05566001719751799
2020,留学,60代,36.71197725075176,285816.0,0.0001284461935327335,0.012844619353273351
2020,留学,70代以上,2.0395542917084413,285816.0,7.135899640707452e-06,0.0007135899640707453
2020,短期滞在,0~13歳,12258.34304091997,137764.83643610607,0.08898020248153284,8.898020248153284
2020,短期滞在,10代(14歳以上),7375.445106692833,137764.83643610607,0.053536485053016336,5.353648505301633
2020,短期滞在,20代,34225.21076445081,137764.83643610607,0.2484321228104104,24.84321228104104
2020,短期滞在,30代,33754.08121710691,137764.83643610607,0.24501231294069523,24.501231294069523
2020,短期滞在,40代,23223.45626421164,137764.83643610607,0.16857317777880457,16.857317777880457
2020,短期滞在,50代,16229.18150833457,137764.83643610607,0.1178035116084321,11.78035116084321
2020,短期滞在,60代,8296.197921161069,137764.83643610607,0.06021999615996903,6.0219996159969025
2020,短期滞在,70代以上,2402.9206132282684,137764.83643610607,0.01744219116713951,1.744219116713951
2020,その他,0~13歳,84055.74443632322,711766.9066320945,0.11809448241146006,11.809448241146006
2020,その他,10代(14歳以上),13620.129717150136,711766.9066320945,0.01913566027057542,1.9135660270575419
2020,その他,20代,240867.9000131189,711766.9066320945,0.33840839995335886,33.840839995335884
2020,その他,30代,254057.8777551045,711766.9066320945,0.35693971634231175,35.693971634231175
2020,その他,40代,81464.71136239113,711766.9066320945,0.11445419926568665,11.445419926568665
2020,その他,50代,26687.64066150069,711766.9066320945,0.03749491640146635,3.749491640146635
2020,その他,60代,7806.499257514973,711766.9066320945,0.01096777496224628,1.096777496224628
2020,その他,70代以上,3206.403428990981,711766.9066320945,0.0045048503928946226,0.45048503928946226
