年,表示区分,罪種00,検挙人員,総検挙人員,構成比,構成比_pct
2020,外国人計,凶悪犯,296.0,9470.0,0.03125659978880676,3.125659978880676
2020,外国人計,知能犯,641.0,9470.0,0.06768743400211193,6.768743400211193
2020,外国人計,窃盗犯,4204.0,9470.0,0.44392819429778246,44.39281942977825
2020,外国人計,粗暴犯,2504.0,9470.0,0.26441393875395985,26.441393875395985
2020,外国人計,風俗犯,258.0,9470.0,0.027243928194297783,2.724392819429778
2020,来日外国人計,その他の刑法犯,1082.0,5634.0,0.19204827831025914,19.204827831025913
2020,来日外国人計,凶悪犯,192.0,5634.0,0.03407880724174654,3.407880724174654
2020,来日外国人計,知能犯,428.0,5634.0,0.07596734114305999,7.596734114305999
2020,来日外国人計,窃盗犯,2503.0,5634.0,0.444266950656727,44.4266950656727
2020,来日外国人計,粗暴犯,1252.0,5634.0,0.2222222222222222,22.22222222222222
2020,来日外国人計,風俗犯,177.0,5634.0,0.03141640042598509,3.1416400425985094
2020,永住者等,その他の刑法犯,485.0,3836.0,0.1264337851929093,12.643378519290929
2020,永住者等,凶悪犯,104.0,3836.0,0.027111574556830033,2.7111574556830034
2020,永住者等,知能犯,213.0,3836.0,0.055526590198123046,5.552659019812305
2020,永住者等,窃盗犯,1701.0,3836.0,0.44343065693430656,44.34306569343065
2020,永住者等,粗暴犯,1252.0,3836.0,0.32638164754953075,32.638164754953074
2020,永住者等,風俗犯,81.0,3836.0,0.02111574556830031,2.111574556830031
2020,定住者,その他の刑法犯,133.0,926.0,0.14362850971922247,14.362850971922247
2020,定住者,凶悪犯,41.0,926.0,0.04427645788336933,4.427645788336933
2020,定住者,知能犯,59.0,926.0,0.06371490280777538,6.371490280777538
2020,定住者,窃盗犯,362.0,926.0,0.39092872570194387,39.09287257019439
2020,定住者,粗暴犯,309.0,926.0,0.33369330453563717,33.36933045356372
2020,定住者,風俗犯,22.0,926.0,0.023758099352051837,2.375809935205184
2020,日本人の配偶者等,その他の刑法犯,71.0,613.0,0.11582381729200653,11.582381729200652
2020,日本人の配偶者等,凶悪犯,14.0,613.0,0.022838499184339316,2.2838499184339316
2020,日本人の配偶者等,知能犯,51.0,613.0,0.08319738988580751,8.31973898858075
2020,日本人の配偶者等,窃盗犯,231.0,613.0,0.3768352365415987,37.68352365415987
2020,日本人の配偶者等,粗暴犯,229.0,613.0,0.3735725938009788,37.35725938009788
2020,日本人の配偶者等,風俗犯,17.0,613.0,0.02773246329526917,2.7732463295269167
2020,技能実習,その他の刑法犯,160.0,1076.0,0.14869888475836432,14.869888475836431
2020,技能実習,凶悪犯,51.0,1076.0,0.047397769516728624,4.739776951672862
2020,技能実習,知能犯,32.0,1076.0,0.02973977695167286,2.973977695167286
2020,技能実習,窃盗犯,689.0,1076.0,0.6403345724907064,64.03345724907064
2020,技能実習,粗暴犯,129.0,1076.0,0.11988847583643122,11.988847583643123
2020,技能実習,風俗犯,15.0,1076.0,0.013940520446096654,1.3940520446096654
2020,留学,その他の刑法犯,291.0,952.0,0.30567226890756305,30.567226890756306
2020,留学,凶悪犯,22.0,952.0,0.023109243697478993,2.3109243697478994
2020,留学,知能犯,114.0,952.0,0.11974789915966387,11.974789915966387
2020,留学,窃盗犯,349.0,952.0,0.36659663865546216,36.659663865546214
2020,留学,粗暴犯,148.0,952.0,0.15546218487394958,15.546218487394958
2020,留学,風俗犯,28.0,952.0,0.029411764705882353,2.941176470588235
