年,年代,罪種00,罪種01,検挙人員,人数,年代別検挙人員割合
2015,70代以上,凶悪犯,放火,44,24128122.1234849,1.8235981969426863e-06
2015,70代以上,凶悪犯,殺人,112,24128122.1234849,4.641886319490474e-06
2015,70代以上,知能犯,,533,24128122.1234849,2.2090405431146633e-05
2015,70代以上,窃盗犯,,24954,24128122.1234849,0.0010342288501479044
2015,70代以上,粗暴犯,,3193,24128122.1234849,0.00013233520551904538
2015,70代以上,風俗犯,,238,24128122.1234849,9.864008428917258e-06
2016,10代(14歳以上),その他の刑法犯,,7182,7231719.380636883,0.0009931248188681093
2016,10代(14歳以上),凶悪犯,不同意性交等,115,7231719.380636883,1.5902165715654772e-05
2016,10代(14歳以上),凶悪犯,強盗,340,7231719.380636883,4.701509863758802e-05
2016,10代(14歳以上),凶悪犯,放火,54,7231719.380636883,7.46710390126398e-06
2016,10代(14歳以上),凶悪犯,殺人,51,7231719.380636883,7.0522647956382034e-06
2016,10代(14歳以上),知能犯,,892,7231719.380636883,0.00012334549407273093
2016,10代(14歳以上),窃盗犯,,18509,7231719.380636883,0.0025594190020091665
2016,10代(14歳以上),粗暴犯,,4260,7231719.380636883,0.0005890715299886028
2016,10代(14歳以上),風俗犯,,592,7231719.380636883,8.186158351015326e-05
2016,20代,その他の刑法犯,,8139,12753045.041168712,0.0006382005218146809
2016,20代,凶悪犯,不同意性交等,288,12753045.041168712,2.2582841907191066e-05
2016,20代,凶悪犯,強盗,578,12753045.041168712,4.532250910540429e-05
2016,20代,凶悪犯,放火,111,12753045.041168712,8.70380365172989e-06
2016,20代,凶悪犯,殺人,145,12753045.041168712,1.1369833599106613e-05
2016,20代,知能犯,,3127,12753045.041168712,0.00024519634251314744
2016,20代,窃盗犯,,16000,12753045.041168712,0.0012546023281772814
2016,20代,粗暴犯,,9320,12753045.041168712,0.0007308058561632664
2016,20代,風俗犯,,1266,12753045.041168712,9.927040921702739e-05
2016,30代,その他の刑法犯,,5348,15563922.265101623,0.00034361518317215016
2016,30代,凶悪犯,不同意性交等,233,15563922.265101623,1.4970519386520379e-05
2016,30代,凶悪犯,強盗,381,15563922.265101623,2.447969049898826e-05
2016,30代,凶悪犯,放火,88,15563922.265101623,5.654101742548469e-06
2016,30代,凶悪犯,殺人,174,15563922.265101623,1.1179701172766292e-05
2016,30代,知能犯,,2662,15563922.265101623,0.0001710365777120912
2016,30代,窃盗犯,,12914,15563922.265101623,0.0008297394307189878
2016,30代,粗暴犯,,10971,15563922.265101623,0.0007048994342897642
