年,在留資格,性別,年齢,人口
2017,教授,男,0歳,0
2017,芸術,男,0歳,0
2017,宗教,男,0歳,0
2017,報道,男,0歳,0
2017,高度専門職1号イ,男,0歳,0
2017,高度専門職1号ロ,男,0歳,0
2017,高度専門職1号ハ,男,0歳,0
2017,高度専門職2号,男,0歳,0
2017,経営・管理,男,0歳,0
2017,法律・会計業務,男,0歳,0
2017,医療,男,0歳,0
2017,研究,男,0歳,0
2017,教育,男,0歳,0
2017,技術・人文知識・国際業務,男,0歳,0
2017,企業内転勤,男,0歳,0
2017,興行,男,0歳,0
2017,技能,男,0歳,0
2017,技能実習1号イ,男,0歳,0
2017,技能実習1号ロ,男,0歳,0
2017,技能実習2号イ,男,0歳,0
2017,技能実習2号ロ,男,0歳,0
2017,文化活動,男,0歳,0
2017,留学,男,0歳,0
2017,研修,男,0歳,0
2017,家族滞在,男,0歳,3963
2017,特定活動,男,0歳,165
2017,永住者,男,0歳,1474
2017,日本人の配偶者等,男,0歳,6
2017,永住者の配偶者等,男,0歳,1053
2017,定住者,男,0歳,1104
2017,特別永住者,男,0歳,379
2017,教授,女,0歳,0
2017,芸術,女,0歳,0
2017,宗教,女,0歳,0
2017,報道,女,0歳,0
2017,高度専門職1号イ,女,0歳,0
2017,高度専門職1号ロ,女,0歳,0
2017,高度専門職1号ハ,女,0歳,0
2017,高度専門職2号,女,0歳,0
2017,経営・管理,女,0歳,0
2017,法律・会計業務,女,0歳,0
2017,医療,女,0歳,0
2017,研究,女,0歳,0
2017,教育,女,0歳,0
2017,技術・人文知識・国際業務,女,0歳,0
2017,企業内転勤,女,0歳,0
2017,興行,女,0歳,0
2017,技能,女,0歳,0
2017,技能実習1号イ,女,0歳,0
2017,技能実習1号ロ,女,0歳,0
2017,技能実習2号イ,女,0歳,0
2017,技能実習2号ロ,女,0歳,0
2017,文化活動,女,0歳,0
2017,留学,女,0歳,1
2017,研修,女,0歳,0
2017,家族滞在,女,0歳,3726
2017,特定活動,女,0歳,147
2017,永住者,女,0歳,1466
2017,日本人の配偶者等,女,0歳,14
2017,永住者の配偶者等,女,0歳,978
2017,定住者,女,0歳,1081
2017,特別永住者,女,0歳,381
2017,教授,男,1歳,0
2017,芸術,男,1歳,0
2017,宗教,男,1歳,0
2017,報道,男,1歳,0
2017,高度専門職1号イ,男,1歳,0
2017,高度専門職1号ロ,男,1歳,0
2017,高度専門職1号ハ,男,1歳,0
2017,高度専門職2号,男,1歳,0
2017,経営・管理,男,1歳,0
2017,法律・会計業務,男,1歳,0
2017,医療,男,1歳,0
2017,研究,男,1歳,0
2017,教育,男,1歳,0
2017,技術・人文知識・国際業務,男,1歳,0
2017,企業内転勤,男,1歳,0
2017,興行,男,1歳,0
2017,技能,男,1歳,0
2017,技能実習1号イ,男,1歳,0
2017,技能実習1号ロ,男,1歳,0
2017,技能実習2号イ,男,1歳,0
2017,技能実習2号ロ,男,1歳,0
2017,文化活動,男,1歳,0
2017,留学,男,1歳,0
2017,研修,男,1歳,0
2017,家族滞在,男,1歳,4024
2017,特定活動,男,1歳,153
2017,永住者,男,1歳,1973
2017,日本人の配偶者等,男,1歳,37
2017,永住者の配偶者等,男,1歳,872
2017,定住者,男,1歳,1318
2017,特別永住者,男,1歳,476
2017,教授,女,1歳,0
2017,芸術,女,1歳,0
2017,宗教,女,1歳,0
2017,報道,女,1歳,0
2017,高度専門職1号イ,女,1歳,0
2017,高度専門職1号ロ,女,1歳,0
2017,高度専門職1号ハ,女,1歳,0
2017,高度専門職2号,女,1歳,0
2017,経営・管理,女,1歳,0
2017,法律・会計業務,女,1歳,0
2017,医療,女,1歳,0
2017,研究,女,1歳,0
2017,教育,女,1歳,0
2017,技術・人文知識・国際業務,女,1歳,0
2017,企業内転勤,女,1歳,0
2017,興行,女,1歳,0
2017,技能,女,1歳,0
2017,技能実習1号イ,女,1歳,0
2017,技能実習1号ロ,女,1歳,0
2017,技能実習2号イ,女,1歳,0
2017,技能実習2号ロ,女,1歳,0
2017,文化活動,女,1歳,0
2017,留学,女,1歳,0
2017,研修,女,1歳,0
2017,家族滞在,女,1歳,3816
2017,特定活動,女,1歳,162
2017,永住者,女,1歳,1876
2017,日本人の配偶者等,女,1歳,51
2017,永住者の配偶者等,女,1歳,830
2017,定住者,女,1歳,1349
2017,特別永住者,女,1歳,406
2017,教授,男,2歳,0
2017,芸術,男,2歳,0
2017,宗教,男,2歳,0
2017,報道,男,2歳,0
2017,高度専門職1号イ,男,2歳,0
2017,高度専門職1号ロ,男,2歳,0
2017,高度専門職1号ハ,男,2歳,0
2017,高度専門職2号,男,2歳,0
2017,経営・管理,男,2歳,0
2017,法律・会計業務,男,2歳,0
2017,医療,男,2歳,0
2017,研究,男,2歳,0
2017,教育,男,2歳,0
2017,技術・人文知識・国際業務,男,2歳,0
2017,企業内転勤,男,2歳,0
2017,興行,男,2歳,0
2017,技能,男,2歳,0
2017,技能実習1号イ,男,2歳,0
2017,技能実習1号ロ,男,2歳,0
2017,技能実習2号イ,男,2歳,0
2017,技能実習2号ロ,男,2歳,0
2017,文化活動,男,2歳,0
2017,留学,男,2歳,0
2017,研修,男,2歳,0
2017,家族滞在,男,2歳,3916
2017,特定活動,男,2歳,189
2017,永住者,男,2歳,2309
2017,日本人の配偶者等,男,2歳,59
2017,永住者の配偶者等,男,2歳,741
2017,定住者,男,2歳,1557
2017,特別永住者,男,2歳,477
2017,教授,女,2歳,0
2017,芸術,女,2歳,0
2017,宗教,女,2歳,0
2017,報道,女,2歳,0
2017,高度専門職1号イ,女,2歳,0
2017,高度専門職1号ロ,女,2歳,0
2017,高度専門職1号ハ,女,2歳,0
2017,高度専門職2号,女,2歳,0
2017,経営・管理,女,2歳,0
2017,法律・会計業務,女,2歳,0
2017,医療,女,2歳,0
2017,研究,女,2歳,0
2017,教育,女,2歳,0
2017,技術・人文知識・国際業務,女,2歳,0
2017,企業内転勤,女,2歳,0
2017,興行,女,2歳,0
2017,技能,女,2歳,0
2017,技能実習1号イ,女,2歳,0
2017,技能実習1号ロ,女,2歳,0
2017,技能実習2号イ,女,2歳,0
2017,技能実習2号ロ,女,2歳,0
2017,文化活動,女,2歳,0
2017,留学,女,2歳,0
2017,研修,女,2歳,0
2017,家族滞在,女,2歳,3564
2017,特定活動,女,2歳,188
2017,永住者,女,2歳,2137
2017,日本人の配偶者等,女,2歳,49
2017,永住者の配偶者等,女,2歳,699
2017,定住者,女,2歳,1413
2017,特別永住者,女,2歳,480
2017,教授,男,3歳,0
2017,芸術,男,3歳,0
2017,宗教,男,3歳,0
2017,報道,男,3歳,0
2017,高度専門職1号イ,男,3歳,0
2017,高度専門職1号ロ,男,3歳,0
2017,高度専門職1号ハ,男,3歳,0
2017,高度専門職2号,男,3歳,0
2017,経営・管理,男,3歳,0
2017,法律・会計業務,男,3歳,0
2017,医療,男,3歳,0
2017,研究,男,3歳,0
2017,教育,男,3歳,0
2017,技術・人文知識・国際業務,男,3歳,0
2017,企業内転勤,男,3歳,0
2017,興行,男,3歳,0
2017,技能,男,3歳,0
2017,技能実習1号イ,男,3歳,0
2017,技能実習1号ロ,男,3歳,0
2017,技能実習2号イ,男,3歳,0
2017,技能実習2号ロ,男,3歳,0
2017,文化活動,男,3歳,0
2017,留学,男,3歳,0
2017,研修,男,3歳,0
2017,家族滞在,男,3歳,3398
2017,特定活動,男,3歳,127
2017,永住者,男,3歳,2479
2017,日本人の配偶者等,男,3歳,66
2017,永住者の配偶者等,男,3歳,565
2017,定住者,男,3歳,1557
2017,特別永住者,男,3歳,514
2017,教授,女,3歳,0
2017,芸術,女,3歳,0
2017,宗教,女,3歳,0
2017,報道,女,3歳,0
2017,高度専門職1号イ,女,3歳,0
2017,高度専門職1号ロ,女,3歳,0
2017,高度専門職1号ハ,女,3歳,0
2017,高度専門職2号,女,3歳,0
2017,経営・管理,女,3歳,0
2017,法律・会計業務,女,3歳,0
2017,医療,女,3歳,0
2017,研究,女,3歳,0
2017,教育,女,3歳,0
2017,技術・人文知識・国際業務,女,3歳,0
2017,企業内転勤,女,3歳,0
2017,興行,女,3歳,0
2017,技能,女,3歳,0
2017,技能実習1号イ,女,3歳,0
2017,技能実習1号ロ,女,3歳,0
2017,技能実習2号イ,女,3歳,0
2017,技能実習2号ロ,女,3歳,0
2017,文化活動,女,3歳,0
2017,留学,女,3歳,0
2017,研修,女,3歳,0
2017,家族滞在,女,3歳,3218
2017,特定活動,女,3歳,130
2017,永住者,女,3歳,2207
2017,日本人の配偶者等,女,3歳,65
2017,永住者の配偶者等,女,3歳,539
2017,定住者,女,3歳,1561
2017,特別永住者,女,3歳,444
2017,教授,男,4歳,0
2017,芸術,男,4歳,0
2017,宗教,男,4歳,0
2017,報道,男,4歳,0
2017,高度専門職1号イ,男,4歳,0
2017,高度専門職1号ロ,男,4歳,0
2017,高度専門職1号ハ,男,4歳,0
2017,高度専門職2号,男,4歳,0
2017,経営・管理,男,4歳,0
2017,法律・会計業務,男,4歳,0
2017,医療,男,4歳,0
2017,研究,男,4歳,0
2017,教育,男,4歳,0
2017,技術・人文知識・国際業務,男,4歳,0
2017,企業内転勤,男,4歳,0
2017,興行,男,4歳,0
2017,技能,男,4歳,0
2017,技能実習1号イ,男,4歳,0
2017,技能実習1号ロ,男,4歳,0
2017,技能実習2号イ,男,4歳,0
2017,技能実習2号ロ,男,4歳,0
2017,文化活動,男,4歳,0
2017,留学,男,4歳,0
2017,研修,男,4歳,0
2017,家族滞在,男,4歳,3076
2017,特定活動,男,4歳,153
2017,永住者,男,4歳,2697
2017,日本人の配偶者等,男,4歳,84
2017,永住者の配偶者等,男,4歳,425
2017,定住者,男,4歳,1738
2017,特別永住者,男,4歳,546
2017,教授,女,4歳,0
2017,芸術,女,4歳,0
2017,宗教,女,4歳,0
2017,報道,女,4歳,0
2017,高度専門職1号イ,女,4歳,0
2017,高度専門職1号ロ,女,4歳,0
2017,高度専門職1号ハ,女,4歳,0
2017,高度専門職2号,女,4歳,0
2017,経営・管理,女,4歳,0
2017,法律・会計業務,女,4歳,0
2017,医療,女,4歳,0
2017,研究,女,4歳,0
2017,教育,女,4歳,0
2017,技術・人文知識・国際業務,女,4歳,0
2017,企業内転勤,女,4歳,0
2017,興行,女,4歳,0
2017,技能,女,4歳,0
2017,技能実習1号イ,女,4歳,0
2017,技能実習1号ロ,女,4歳,0
2017,技能実習2号イ,女,4歳,0
2017,技能実習2号ロ,女,4歳,0
2017,文化活動,女,4歳,0
2017,留学,女,4歳,0
2017,研修,女,4歳,0
2017,家族滞在,女,4歳,2943
2017,特定活動,女,4歳,129
2017,永住者,女,4歳,2539
2017,日本人の配偶者等,女,4歳,82
2017,永住者の配偶者等,女,4歳,448
2017,定住者,女,4歳,1611
2017,特別永住者,女,4歳,482
2017,教授,男,5歳,0
2017,芸術,男,5歳,0
2017,宗教,男,5歳,0
2017,報道,男,5歳,0
2017,高度専門職1号イ,男,5歳,0
2017,高度専門職1号ロ,男,5歳,0
2017,高度専門職1号ハ,男,5歳,0
2017,高度専門職2号,男,5歳,0
