年,在留資格,性別,年齢,人口
2015,技能実習1号ロ,男,2歳,0
2015,技能実習2号イ,男,2歳,0
2015,技能実習2号ロ,男,2歳,0
2015,文化活動,男,2歳,0
2015,留学,男,2歳,0
2015,研修,男,2歳,0
2015,家族滞在,男,2歳,3206
2015,特定活動,男,2歳,156
2015,永住者,男,2歳,2101
2015,日本人の配偶者等,男,2歳,78
2015,永住者の配偶者等,男,2歳,609
2015,定住者,男,2歳,1585
2015,特別永住者,男,2歳,559
2015,教授,女,2歳,0
2015,芸術,女,2歳,0
2015,宗教,女,2歳,0
2015,報道,女,2歳,0
2015,高度専門職1号イ,女,2歳,0
2015,高度専門職1号ロ,女,2歳,0
2015,高度専門職1号ハ,女,2歳,0
2015,高度専門職2号,女,2歳,0
2015,経営・管理,女,2歳,0
2015,法律・会計業務,女,2歳,0
2015,医療,女,2歳,0
2015,研究,女,2歳,0
2015,教育,女,2歳,0
2015,技術・人文知識・国際業務,女,2歳,0
2015,企業内転勤,女,2歳,0
2015,興行,女,2歳,0
2015,技能,女,2歳,0
2015,技能実習1号イ,女,2歳,0
2015,技能実習1号ロ,女,2歳,0
2015,技能実習2号イ,女,2歳,0
2015,技能実習2号ロ,女,2歳,0
2015,文化活動,女,2歳,0
2015,留学,女,2歳,0
2015,研修,女,2歳,0
2015,家族滞在,女,2歳,3048
2015,特定活動,女,2歳,139
2015,永住者,女,2歳,1997
2015,日本人の配偶者等,女,2歳,69
2015,永住者の配偶者等,女,2歳,619
2015,定住者,女,2歳,1449
2015,特別永住者,女,2歳,497
2015,教授,男,3歳,0
2015,芸術,男,3歳,0
2015,宗教,男,3歳,0
2015,報道,男,3歳,0
2015,高度専門職1号イ,男,3歳,0
2015,高度専門職1号ロ,男,3歳,0
2015,高度専門職1号ハ,男,3歳,0
2015,高度専門職2号,男,3歳,0
2015,経営・管理,男,3歳,0
2015,法律・会計業務,男,3歳,0
2015,医療,男,3歳,0
2015,研究,男,3歳,0
2015,教育,男,3歳,0
2015,技術・人文知識・国際業務,男,3歳,0
2015,企業内転勤,男,3歳,0
2015,興行,男,3歳,0
2015,技能,男,3歳,0
2015,技能実習1号イ,男,3歳,0
2015,技能実習1号ロ,男,3歳,0
2015,技能実習2号イ,男,3歳,0
2015,技能実習2号ロ,男,3歳,0
2015,文化活動,男,3歳,0
2015,留学,男,3歳,0
2015,研修,男,3歳,0
2015,家族滞在,男,3歳,2669
2015,特定活動,男,3歳,112
2015,永住者,男,3歳,2488
2015,日本人の配偶者等,男,3歳,96
2015,永住者の配偶者等,男,3歳,238
2015,定住者,男,3歳,1590
2015,特別永住者,男,3歳,602
2015,教授,女,3歳,0
2015,芸術,女,3歳,0
2015,宗教,女,3歳,0
2015,報道,女,3歳,0
2015,高度専門職1号イ,女,3歳,0
2015,高度専門職1号ロ,女,3歳,0
2015,高度専門職1号ハ,女,3歳,0
2015,高度専門職2号,女,3歳,0
2015,経営・管理,女,3歳,0
2015,法律・会計業務,女,3歳,0
2015,医療,女,3歳,0
2015,研究,女,3歳,0
2015,教育,女,3歳,0
2015,技術・人文知識・国際業務,女,3歳,0
2015,企業内転勤,女,3歳,0
2015,興行,女,3歳,0
2015,技能,女,3歳,0
2015,技能実習1号イ,女,3歳,0
2015,技能実習1号ロ,女,3歳,0
2015,技能実習2号イ,女,3歳,0
2015,技能実習2号ロ,女,3歳,0
2015,文化活動,女,3歳,0
2015,留学,女,3歳,0
2015,研修,女,3歳,0
2015,家族滞在,女,3歳,2479
2015,特定活動,女,3歳,115
2015,永住者,女,3歳,2220
2015,日本人の配偶者等,女,3歳,80
2015,永住者の配偶者等,女,3歳,198
2015,定住者,女,3歳,1479
2015,特別永住者,女,3歳,522
2015,教授,男,4歳,0
2015,芸術,男,4歳,0
2015,宗教,男,4歳,0
2015,報道,男,4歳,0
2015,高度専門職1号イ,男,4歳,0
2015,高度専門職1号ロ,男,4歳,0
2015,高度専門職1号ハ,男,4歳,0
2015,高度専門職2号,男,4歳,0
2015,経営・管理,男,4歳,0
2015,法律・会計業務,男,4歳,0
2015,医療,男,4歳,0
2015,研究,男,4歳,0
2015,教育,男,4歳,0
2015,技術・人文知識・国際業務,男,4歳,0
2015,企業内転勤,男,4歳,0
2015,興行,男,4歳,0
2015,技能,男,4歳,0
2015,技能実習1号イ,男,4歳,0
2015,技能実習1号ロ,男,4歳,0
2015,技能実習2号イ,男,4歳,0
2015,技能実習2号ロ,男,4歳,0
2015,文化活動,男,4歳,0
2015,留学,男,4歳,0
2015,研修,男,4歳,0
2015,家族滞在,男,4歳,2157
2015,特定活動,男,4歳,108
2015,永住者,男,4歳,2524
2015,日本人の配偶者等,男,4歳,74
2015,永住者の配偶者等,男,4歳,215
2015,定住者,男,4歳,1534
2015,特別永住者,男,4歳,598
2015,教授,女,4歳,0
2015,芸術,女,4歳,0
2015,宗教,女,4歳,0
2015,報道,女,4歳,0
2015,高度専門職1号イ,女,4歳,0
2015,高度専門職1号ロ,女,4歳,0
2015,高度専門職1号ハ,女,4歳,0
2015,高度専門職2号,女,4歳,0
2015,経営・管理,女,4歳,0
2015,法律・会計業務,女,4歳,0
2015,医療,女,4歳,0
2015,研究,女,4歳,0
2015,教育,女,4歳,0
2015,技術・人文知識・国際業務,女,4歳,0
2015,企業内転勤,女,4歳,0
2015,興行,女,4歳,0
2015,技能,女,4歳,0
2015,技能実習1号イ,女,4歳,0
2015,技能実習1号ロ,女,4歳,0
2015,技能実習2号イ,女,4歳,0
2015,技能実習2号ロ,女,4歳,0
2015,文化活動,女,4歳,0
2015,留学,女,4歳,0
2015,研修,女,4歳,0
2015,家族滞在,女,4歳,2054
2015,特定活動,女,4歳,82
2015,永住者,女,4歳,2281
2015,日本人の配偶者等,女,4歳,63
2015,永住者の配偶者等,女,4歳,178
2015,定住者,女,4歳,1406
2015,特別永住者,女,4歳,553
2015,教授,男,5歳,0
2015,芸術,男,5歳,0
2015,宗教,男,5歳,0
2015,報道,男,5歳,0
2015,高度専門職1号イ,男,5歳,0
2015,高度専門職1号ロ,男,5歳,0
2015,高度専門職1号ハ,男,5歳,0
2015,高度専門職2号,男,5歳,0
2015,経営・管理,男,5歳,0
2015,法律・会計業務,男,5歳,0
2015,医療,男,5歳,0
2015,研究,男,5歳,0
2015,教育,男,5歳,0
2015,技術・人文知識・国際業務,男,5歳,0
2015,企業内転勤,男,5歳,0
2015,興行,男,5歳,0
2015,技能,男,5歳,0
2015,技能実習1号イ,男,5歳,0
2015,技能実習1号ロ,男,5歳,0
2015,技能実習2号イ,男,5歳,0
2015,技能実習2号ロ,男,5歳,0
2015,文化活動,男,5歳,0
2015,留学,男,5歳,0
2015,研修,男,5歳,0
2015,家族滞在,男,5歳,1884
2015,特定活動,男,5歳,75
2015,永住者,男,5歳,2413
2015,日本人の配偶者等,男,5歳,91
2015,永住者の配偶者等,男,5歳,162
2015,定住者,男,5歳,1455
2015,特別永住者,男,5歳,651
2015,教授,女,5歳,0
2015,芸術,女,5歳,0
2015,宗教,女,5歳,0
2015,報道,女,5歳,0
2015,高度専門職1号イ,女,5歳,0
2015,高度専門職1号ロ,女,5歳,0
2015,高度専門職1号ハ,女,5歳,0
2015,高度専門職2号,女,5歳,0
2015,経営・管理,女,5歳,0
2015,法律・会計業務,女,5歳,0
2015,医療,女,5歳,0
2015,研究,女,5歳,0
2015,教育,女,5歳,0
2015,技術・人文知識・国際業務,女,5歳,0
2015,企業内転勤,女,5歳,0
2015,興行,女,5歳,0
2015,技能,女,5歳,0
2015,技能実習1号イ,女,5歳,0
2015,技能実習1号ロ,女,5歳,0
2015,技能実習2号イ,女,5歳,0
2015,技能実習2号ロ,女,5歳,0
2015,文化活動,女,5歳,0
2015,留学,女,5歳,0
2015,研修,女,5歳,0
2015,家族滞在,女,5歳,1775
2015,特定活動,女,5歳,64
2015,永住者,女,5歳,2270
2015,日本人の配偶者等,女,5歳,87
2015,永住者の配偶者等,女,5歳,167
2015,定住者,女,5歳,1372
2015,特別永住者,女,5歳,577
2015,教授,男,6歳,0
2015,芸術,男,6歳,0
2015,宗教,男,6歳,0
2015,報道,男,6歳,0
2015,高度専門職1号イ,男,6歳,0
2015,高度専門職1号ロ,男,6歳,0
2015,高度専門職1号ハ,男,6歳,0
2015,高度専門職2号,男,6歳,0
2015,経営・管理,男,6歳,0
2015,法律・会計業務,男,6歳,0
2015,医療,男,6歳,0
2015,研究,男,6歳,0
2015,教育,男,6歳,0
2015,技術・人文知識・国際業務,男,6歳,0
2015,企業内転勤,男,6歳,0
2015,興行,男,6歳,0
2015,技能,男,6歳,0
2015,技能実習1号イ,男,6歳,0
2015,技能実習1号ロ,男,6歳,0
2015,技能実習2号イ,男,6歳,0
2015,技能実習2号ロ,男,6歳,0
2015,文化活動,男,6歳,0
2015,留学,男,6歳,0
2015,研修,男,6歳,0
2015,家族滞在,男,6歳,1596
2015,特定活動,男,6歳,62
2015,永住者,男,6歳,2635
2015,日本人の配偶者等,男,6歳,76
2015,永住者の配偶者等,男,6歳,131
2015,定住者,男,6歳,1370
2015,特別永住者,男,6歳,615
2015,教授,女,6歳,0
2015,芸術,女,6歳,0
2015,宗教,女,6歳,0
2015,報道,女,6歳,0
2015,高度専門職1号イ,女,6歳,0
2015,高度専門職1号ロ,女,6歳,0
2015,高度専門職1号ハ,女,6歳,0
2015,高度専門職2号,女,6歳,0
2015,経営・管理,女,6歳,0
2015,法律・会計業務,女,6歳,0
2015,医療,女,6歳,0
2015,研究,女,6歳,0
2015,教育,女,6歳,0
2015,技術・人文知識・国際業務,女,6歳,0
2015,企業内転勤,女,6歳,0
2015,興行,女,6歳,0
2015,技能,女,6歳,0
2015,技能実習1号イ,女,6歳,0
2015,技能実習1号ロ,女,6歳,0
2015,技能実習2号イ,女,6歳,0
2015,技能実習2号ロ,女,6歳,0
2015,文化活動,女,6歳,0
2015,留学,女,6歳,1
2015,研修,女,6歳,0
2015,家族滞在,女,6歳,1448
2015,特定活動,女,6歳,43
2015,永住者,女,6歳,2485
2015,日本人の配偶者等,女,6歳,86
2015,永住者の配偶者等,女,6歳,138
2015,定住者,女,6歳,1476
2015,特別永住者,女,6歳,647
2015,教授,男,7歳,0
2015,芸術,男,7歳,0
2015,宗教,男,7歳,0
2015,報道,男,7歳,0
2015,高度専門職1号イ,男,7歳,0
2015,高度専門職1号ロ,男,7歳,0
2015,高度専門職1号ハ,男,7歳,0
2015,高度専門職2号,男,7歳,0
2015,経営・管理,男,7歳,0
2015,法律・会計業務,男,7歳,0
2015,医療,男,7歳,0
2015,研究,男,7歳,0
2015,教育,男,7歳,0
2015,技術・人文知識・国際業務,男,7歳,0
2015,企業内転勤,男,7歳,0
2015,興行,男,7歳,0
2015,技能,男,7歳,0
2015,技能実習1号イ,男,7歳,0
2015,技能実習1号ロ,男,7歳,0
2015,技能実習2号イ,男,7歳,0
2015,技能実習2号ロ,男,7歳,0
2015,文化活動,男,7歳,0
2015,留学,男,7歳,0
2015,研修,男,7歳,0
2015,家族滞在,男,7歳,1357
2015,特定活動,男,7歳,52
2015,永住者,男,7歳,2674
2015,日本人の配偶者等,男,7歳,121
2015,永住者の配偶者等,男,7歳,101
2015,定住者,男,7歳,1382
2015,特別永住者,男,7歳,647
2015,教授,女,7歳,0
2015,芸術,女,7歳,0
2015,宗教,女,7歳,0
2015,報道,女,7歳,0
2015,高度専門職1号イ,女,7歳,0
2015,高度専門職1号ロ,女,7歳,0
2015,高度専門職1号ハ,女,7歳,0
2015,高度専門職2号,女,7歳,0
2015,経営・管理,女,7歳,0
2015,法律・会計業務,女,7歳,0
2015,医療,女,7歳,0
2015,研究,女,7歳,0
2015,教育,女,7歳,0
2015,技術・人文知識・国際業務,女,7歳,0
2015,企業内転勤,女,7歳,0
2015,興行,女,7歳,0
2015,技能,女,7歳,0
2015,技能実習1号イ,女,7歳,0
2015,技能実習1号ロ,女,7歳,0
2015,技能実習2号イ,女,7歳,0
2015,技能実習2号ロ,女,7歳,0
2015,文化活動,女,7歳,0
2015,留学,女,7歳,1
2015,研修,女,7歳,0
2015,家族滞在,女,7歳,1231
2015,特定活動,女,7歳,42
2015,永住者,女,7歳,2569
2015,日本人の配偶者等,女,7歳,93
2015,永住者の配偶者等,女,7歳,87
2015,定住者,女,7歳,1435
2015,特別永住者,女,7歳,679
2015,教授,男,8歳,0
2015,芸術,男,8歳,0
2015,宗教,男,8歳,0
2015,報道,男,8歳,0
2015,高度専門職1号イ,男,8歳,0
2015,高度専門職1号ロ,男,8歳,0
2015,高度専門職1号ハ,男,8歳,0
2015,高度専門職2号,男,8歳,0
2015,経営・管理,男,8歳,0
2015,法律・会計業務,男,8歳,0
2015,医療,男,8歳,0
2015,研究,男,8歳,0
2015,教育,男,8歳,0
2015,技術・人文知識・国際業務,男,8歳,0
2015,企業内転勤,男,8歳,0
2015,興行,男,8歳,0
2015,技能,男,8歳,0
2015,技能実習1号イ,男,8歳,0
2015,技能実習1号ロ,男,8歳,0
2015,技能実習2号イ,男,8歳,0
2015,技能実習2号ロ,男,8歳,0
2015,文化活動,男,8歳,0
2015,留学,男,8歳,0
2015,研修,男,8歳,0
2015,家族滞在,男,8歳,1138
2015,特定活動,男,8歳,29
2015,永住者,男,8歳,2594
2015,日本人の配偶者等,男,8歳,93
2015,永住者の配偶者等,男,8歳,78
2015,定住者,男,8歳,1387
2015,特別永住者,男,8歳,662
2015,教授,女,8歳,0
2015,芸術,女,8歳,0
2015,宗教,女,8歳,0
2015,報道,女,8歳,0
2015,高度専門職1号イ,女,8歳,0
2015,高度専門職1号ロ,女,8歳,0
2015,高度専門職1号ハ,女,8歳,0
2015,高度専門職2号,女,8歳,0
2015,経営・管理,女,8歳,0
2015,法律・会計業務,女,8歳,0
2015,医療,女,8歳,0
2015,研究,女,8歳,0
2015,教育,女,8歳,0
2015,技術・人文知識・国際業務,女,8歳,0
2015,企業内転勤,女,8歳,0
2015,興行,女,8歳,0
2015,技能,女,8歳,0
2015,技能実習1号イ,女,8歳,0
2015,技能実習1号ロ,女,8歳,0
2015,技能実習2号イ,女,8歳,0
2015,技能実習2号ロ,女,8歳,0
2015,文化活動,女,8歳,0
2015,留学,女,8歳,0
2015,研修,女,8歳,0
2015,家族滞在,女,8歳,1111
2015,特定活動,女,8歳,37
2015,永住者,女,8歳,2415
2015,日本人の配偶者等,女,8歳,102
2015,永住者の配偶者等,女,8歳,67
2015,定住者,女,8歳,1398
2015,特別永住者,女,8歳,624
2015,教授,男,9歳,0
2015,芸術,男,9歳,0
2015,宗教,男,9歳,0
2015,報道,男,9歳,0
2015,高度専門職1号イ,男,9歳,0
2015,高度専門職1号ロ,男,9歳,0
2015,高度専門職1号ハ,男,9歳,0
2015,高度専門職2号,男,9歳,0
2015,経営・管理,男,9歳,0
2015,法律・会計業務,男,9歳,0
2015,医療,男,9歳,0
2015,研究,男,9歳,0
2015,教育,男,9歳,0
2015,技術・人文知識・国際業務,男,9歳,0
2015,企業内転勤,男,9歳,0
2015,興行,男,9歳,0
2015,技能,男,9歳,0
2015,技能実習1号イ,男,9歳,0
2015,技能実習1号ロ,男,9歳,0
2015,技能実習2号イ,男,9歳,0
2015,技能実習2号ロ,男,9歳,0
2015,文化活動,男,9歳,1
2015,留学,男,9歳,0
2015,研修,男,9歳,0
2015,家族滞在,男,9歳,1023
2015,特定活動,男,9歳,44
2015,永住者,男,9歳,2422
2015,日本人の配偶者等,男,9歳,135
2015,永住者の配偶者等,男,9歳,61
2015,定住者,男,9歳,1376
2015,特別永住者,男,9歳,701
2015,教授,女,9歳,0
2015,芸術,女,9歳,0
2015,宗教,女,9歳,0
2015,報道,女,9歳,0
2015,高度専門職1号イ,女,9歳,0
2015,高度専門職1号ロ,女,9歳,0
2015,高度専門職1号ハ,女,9歳,0
2015,高度専門職2号,女,9歳,0
2015,経営・管理,女,9歳,0
2015,法律・会計業務,女,9歳,0
2015,医療,女,9歳,0
2015,研究,女,9歳,0
2015,教育,女,9歳,0
2015,技術・人文知識・国際業務,女,9歳,0
2015,企業内転勤,女,9歳,0
2015,興行,女,9歳,0
2015,技能,女,9歳,0
2015,技能実習1号イ,女,9歳,0
2015,技能実習1号ロ,女,9歳,0
2015,技能実習2号イ,女,9歳,0
2015,技能実習2号ロ,女,9歳,0
2015,文化活動,女,9歳,0
2015,留学,女,9歳,1
2015,研修,女,9歳,0
2015,家族滞在,女,9歳,984
2015,特定活動,女,9歳,25
2015,永住者,女,9歳,2343
2015,日本人の配偶者等,女,9歳,117
2015,永住者の配偶者等,女,9歳,46
2015,定住者,女,9歳,1264
2015,特別永住者,女,9歳,642
2015,教授,男,10歳,0
2015,芸術,男,10歳,0
2015,宗教,男,10歳,0
2015,報道,男,10歳,0
2015,高度専門職1号イ,男,10歳,0
2015,高度専門職1号ロ,男,10歳,0
2015,高度専門職1号ハ,男,10歳,0
2015,高度専門職2号,男,10歳,0
2015,経営・管理,男,10歳,0
2015,法律・会計業務,男,10歳,0
2015,医療,男,10歳,0
2015,研究,男,10歳,0
2015,教育,男,10歳,0
2015,技術・人文知識・国際業務,男,10歳,0
2015,企業内転勤,男,10歳,0
2015,興行,男,10歳,0
2015,技能,男,10歳,0
2015,技能実習1号イ,男,10歳,0
2015,技能実習1号ロ,男,10歳,0
2015,技能実習2号イ,男,10歳,0
2015,技能実習2号ロ,男,10歳,0
2015,文化活動,男,10歳,0
2015,留学,男,10歳,1
2015,研修,男,10歳,0
2015,家族滞在,男,10歳,921
2015,特定活動,男,10歳,32
2015,永住者,男,10歳,2518
2015,日本人の配偶者等,男,10歳,124
2015,永住者の配偶者等,男,10歳,37
2015,定住者,男,10歳,1268
2015,特別永住者,男,10歳,734
2015,教授,女,10歳,0
2015,芸術,女,10歳,0
2015,宗教,女,10歳,0
2015,報道,女,10歳,0
2015,高度専門職1号イ,女,10歳,0
2015,高度専門職1号ロ,女,10歳,0
2015,高度専門職1号ハ,女,10歳,0
2015,高度専門職2号,女,10歳,0
2015,経営・管理,女,10歳,0
2015,法律・会計業務,女,10歳,0
2015,医療,女,10歳,0
2015,研究,女,10歳,0
2015,教育,女,10歳,0
2015,技術・人文知識・国際業務,女,10歳,0
2015,企業内転勤,女,10歳,0
2015,興行,女,10歳,0
2015,技能,女,10歳,0
2015,技能実習1号イ,女,10歳,0
2015,技能実習1号ロ,女,10歳,0
2015,技能実習2号イ,女,10歳,0
2015,技能実習2号ロ,女,10歳,0
2015,文化活動,女,10歳,0
2015,留学,女,10歳,1
2015,研修,女,10歳,0
2015,家族滞在,女,10歳,901
2015,特定活動,女,10歳,20
2015,永住者,女,10歳,2318
2015,日本人の配偶者等,女,10歳,108
2015,永住者の配偶者等,女,10歳,30
2015,定住者,女,10歳,1284
2015,特別永住者,女,10歳,730
2015,教授,男,11歳,0
2015,芸術,男,11歳,0
2015,宗教,男,11歳,0
2015,報道,男,11歳,0
2015,高度専門職1号イ,男,11歳,0
2015,高度専門職1号ロ,男,11歳,0
2015,高度専門職1号ハ,男,11歳,0
2015,高度専門職2号,男,11歳,0
2015,経営・管理,男,11歳,0
2015,法律・会計業務,男,11歳,0
2015,医療,男,11歳,0
2015,研究,男,11歳,0
2015,教育,男,11歳,0
2015,技術・人文知識・国際業務,男,11歳,0
2015,企業内転勤,男,11歳,0
2015,興行,男,11歳,0
2015,技能,男,11歳,0
2015,技能実習1号イ,男,11歳,0
2015,技能実習1号ロ,男,11歳,0
2015,技能実習2号イ,男,11歳,0
2015,技能実習2号ロ,男,11歳,0
2015,文化活動,男,11歳,1
2015,留学,男,11歳,1
2015,研修,男,11歳,0
2015,家族滞在,男,11歳,853
2015,特定活動,男,11歳,26
2015,永住者,男,11歳,2526
2015,日本人の配偶者等,男,11歳,108
2015,永住者の配偶者等,男,11歳,33
2015,定住者,男,11歳,1251
2015,特別永住者,男,11歳,730
2015,教授,女,11歳,0
2015,芸術,女,11歳,0
2015,宗教,女,11歳,0
2015,報道,女,11歳,0
2015,高度専門職1号イ,女,11歳,0
2015,高度専門職1号ロ,女,11歳,0
2015,高度専門職1号ハ,女,11歳,0
2015,高度専門職2号,女,11歳,0
2015,経営・管理,女,11歳,0
2015,法律・会計業務,女,11歳,0
2015,医療,女,11歳,0
2015,研究,女,11歳,0
2015,教育,女,11歳,0
2015,技術・人文知識・国際業務,女,11歳,0
2015,企業内転勤,女,11歳,0
2015,興行,女,11歳,0
2015,技能,女,11歳,0
2015,技能実習1号イ,女,11歳,0
2015,技能実習1号ロ,女,11歳,0
2015,技能実習2号イ,女,11歳,0
2015,技能実習2号ロ,女,11歳,0
2015,文化活動,女,11歳,0
2015,留学,女,11歳,1
2015,研修,女,11歳,0
2015,家族滞在,女,11歳,746
2015,特定活動,女,11歳,17
2015,永住者,女,11歳,2270
2015,日本人の配偶者等,女,11歳,90
2015,永住者の配偶者等,女,11歳,19
2015,定住者,女,11歳,1234
2015,特別永住者,女,11歳,759
2015,教授,男,12歳,0
2015,芸術,男,12歳,0
2015,宗教,男,12歳,0
2015,報道,男,12歳,0
2015,高度専門職1号イ,男,12歳,0
2015,高度専門職1号ロ,男,12歳,0
2015,高度専門職1号ハ,男,12歳,0
2015,高度専門職2号,男,12歳,0
2015,経営・管理,男,12歳,0
2015,法律・会計業務,男,12歳,0
2015,医療,男,12歳,0
2015,研究,男,12歳,0
2015,教育,男,12歳,0
2015,技術・人文知識・国際業務,男,12歳,0
2015,企業内転勤,男,12歳,0
2015,興行,男,12歳,0
2015,技能,男,12歳,0
2015,技能実習1号イ,男,12歳,0
2015,技能実習1号ロ,男,12歳,0
2015,技能実習2号イ,男,12歳,0
2015,技能実習2号ロ,男,12歳,0
2015,文化活動,男,12歳,0
2015,留学,男,12歳,3
2015,研修,男,12歳,0
2015,家族滞在,男,12歳,817
2015,特定活動,男,12歳,23
2015,永住者,男,12歳,2559
2015,日本人の配偶者等,男,12歳,76
2015,永住者の配偶者等,男,12歳,18
2015,定住者,男,12歳,1198
2015,特別永住者,男,12歳,835
2015,教授,女,12歳,0
2015,芸術,女,12歳,0
2015,宗教,女,12歳,0
2015,報道,女,12歳,0
2015,高度専門職1号イ,女,12歳,0
2015,高度専門職1号ロ,女,12歳,0
2015,高度専門職1号ハ,女,12歳,0
2015,高度専門職2号,女,12歳,0
2015,経営・管理,女,12歳,0
2015,法律・会計業務,女,12歳,0
2015,医療,女,12歳,0
2015,研究,女,12歳,0
2015,教育,女,12歳,0
2015,技術・人文知識・国際業務,女,12歳,0
2015,企業内転勤,女,12歳,0
2015,興行,女,12歳,0
2015,技能,女,12歳,0
2015,技能実習1号イ,女,12歳,0
2015,技能実習1号ロ,女,12歳,0
2015,技能実習2号イ,女,12歳,0
2015,技能実習2号ロ,女,12歳,0
2015,文化活動,女,12歳,0
2015,留学,女,12歳,3
2015,研修,女,12歳,0
2015,家族滞在,女,12歳,680
