年,在留資格,性別,年齢,人口
2019,報道,女,3歳,0
2019,高度専門職1号イ,女,3歳,0
2019,高度専門職1号ロ,女,3歳,0
2019,高度専門職1号ハ,女,3歳,0
2019,高度専門職2号,女,3歳,0
2019,経営・管理,女,3歳,0
2019,法律・会計業務,女,3歳,0
2019,医療,女,3歳,0
2019,研究,女,3歳,0
2019,教育,女,3歳,0
2019,技術・人文知識・国際業務,女,3歳,0
2019,企業内転勤,女,3歳,0
2019,介護,女,3歳,0
2019,興行,女,3歳,0
2019,技能,女,3歳,0
2019,特定技能1号,女,3歳,0
2019,特定技能2号,女,3歳,0
2019,技能実習1号イ,女,3歳,0
2019,技能実習1号ロ,女,3歳,0
2019,技能実習2号イ,女,3歳,0
2019,技能実習2号ロ,女,3歳,0
2019,技能実習3号イ,女,3歳,0
2019,技能実習3号ロ,女,3歳,0
2019,文化活動,女,3歳,0
2019,留学,女,3歳,0
2019,研修,女,3歳,0
2019,家族滞在,女,3歳,3765
2019,特定活動,女,3歳,122
2019,永住者,女,3歳,2289
2019,日本人の配偶者等,女,3歳,65
2019,永住者の配偶者等,女,3歳,707
2019,定住者,女,3歳,1676
2019,特別永住者,女,3歳,399
2019,教授,男,4歳,0
2019,芸術,男,4歳,0
2019,宗教,男,4歳,0
2019,報道,男,4歳,0
2019,高度専門職1号イ,男,4歳,0
2019,高度専門職1号ロ,男,4歳,0
2019,高度専門職1号ハ,男,4歳,0
2019,高度専門職2号,男,4歳,0
2019,経営・管理,男,4歳,0
2019,法律・会計業務,男,4歳,0
2019,医療,男,4歳,0
2019,研究,男,4歳,0
2019,教育,男,4歳,0
2019,技術・人文知識・国際業務,男,4歳,0
2019,企業内転勤,男,4歳,0
2019,介護,男,4歳,0
2019,興行,男,4歳,0
2019,技能,男,4歳,0
2019,特定技能1号,男,4歳,0
2019,特定技能2号,男,4歳,0
2019,技能実習1号イ,男,4歳,0
2019,技能実習1号ロ,男,4歳,0
2019,技能実習2号イ,男,4歳,0
2019,技能実習2号ロ,男,4歳,0
2019,技能実習3号イ,男,4歳,0
2019,技能実習3号ロ,男,4歳,0
2019,文化活動,男,4歳,0
2019,留学,男,4歳,0
2019,研修,男,4歳,0
2019,家族滞在,男,4歳,3786
2019,特定活動,男,4歳,119
2019,永住者,男,4歳,2809
2019,日本人の配偶者等,男,4歳,73
2019,永住者の配偶者等,男,4歳,612
2019,定住者,男,4歳,1793
2019,特別永住者,男,4歳,464
2019,教授,女,4歳,0
2019,芸術,女,4歳,0
2019,宗教,女,4歳,0
2019,報道,女,4歳,0
2019,高度専門職1号イ,女,4歳,0
2019,高度専門職1号ロ,女,4歳,0
2019,高度専門職1号ハ,女,4歳,0
2019,高度専門職2号,女,4歳,0
2019,経営・管理,女,4歳,0
2019,法律・会計業務,女,4歳,0
2019,医療,女,4歳,0
2019,研究,女,4歳,0
2019,教育,女,4歳,0
2019,技術・人文知識・国際業務,女,4歳,0
2019,企業内転勤,女,4歳,0
2019,介護,女,4歳,0
2019,興行,女,4歳,0
2019,技能,女,4歳,0
2019,特定技能1号,女,4歳,0
2019,特定技能2号,女,4歳,0
2019,技能実習1号イ,女,4歳,0
2019,技能実習1号ロ,女,4歳,0
2019,技能実習2号イ,女,4歳,0
2019,技能実習2号ロ,女,4歳,0
2019,技能実習3号イ,女,4歳,0
2019,技能実習3号ロ,女,4歳,0
2019,文化活動,女,4歳,0
2019,留学,女,4歳,0
2019,研修,女,4歳,0
2019,家族滞在,女,4歳,3515
2019,特定活動,女,4歳,110
2019,永住者,女,4歳,2578
2019,日本人の配偶者等,女,4歳,69
2019,永住者の配偶者等,女,4歳,572
2019,定住者,女,4歳,1718
2019,特別永住者,女,4歳,473
2019,教授,男,5歳,0
2019,芸術,男,5歳,0
2019,宗教,男,5歳,0
2019,報道,男,5歳,0
2019,高度専門職1号イ,男,5歳,0
2019,高度専門職1号ロ,男,5歳,0
2019,高度専門職1号ハ,男,5歳,0
2019,高度専門職2号,男,5歳,0
2019,経営・管理,男,5歳,0
2019,法律・会計業務,男,5歳,0
2019,医療,男,5歳,0
2019,研究,男,5歳,0
2019,教育,男,5歳,0
2019,技術・人文知識・国際業務,男,5歳,0
2019,企業内転勤,男,5歳,0
2019,介護,男,5歳,0
2019,興行,男,5歳,0
2019,技能,男,5歳,0
2019,特定技能1号,男,5歳,0
2019,特定技能2号,男,5歳,0
2019,技能実習1号イ,男,5歳,0
2019,技能実習1号ロ,男,5歳,0
2019,技能実習2号イ,男,5歳,0
2019,技能実習2号ロ,男,5歳,0
2019,技能実習3号イ,男,5歳,0
2019,技能実習3号ロ,男,5歳,0
2019,文化活動,男,5歳,0
2019,留学,男,5歳,0
2019,研修,男,5歳,0
2019,家族滞在,男,5歳,3356
2019,特定活動,男,5歳,78
2019,永住者,男,5歳,2899
2019,日本人の配偶者等,男,5歳,80
2019,永住者の配偶者等,男,5歳,482
2019,定住者,男,5歳,1836
2019,特別永住者,男,5歳,502
2019,教授,女,5歳,0
2019,芸術,女,5歳,0
2019,宗教,女,5歳,0
2019,報道,女,5歳,0
2019,高度専門職1号イ,女,5歳,0
2019,高度専門職1号ロ,女,5歳,0
2019,高度専門職1号ハ,女,5歳,0
2019,高度専門職2号,女,5歳,0
2019,経営・管理,女,5歳,0
2019,法律・会計業務,女,5歳,0
2019,医療,女,5歳,0
2019,研究,女,5歳,0
2019,教育,女,5歳,0
2019,技術・人文知識・国際業務,女,5歳,0
2019,企業内転勤,女,5歳,0
2019,介護,女,5歳,0
2019,興行,女,5歳,0
2019,技能,女,5歳,0
2019,特定技能1号,女,5歳,0
2019,特定技能2号,女,5歳,0
2019,技能実習1号イ,女,5歳,0
2019,技能実習1号ロ,女,5歳,0
2019,技能実習2号イ,女,5歳,0
2019,技能実習2号ロ,女,5歳,0
2019,技能実習3号イ,女,5歳,0
2019,技能実習3号ロ,女,5歳,0
2019,文化活動,女,5歳,1
2019,留学,女,5歳,0
2019,研修,女,5歳,0
2019,家族滞在,女,5歳,3126
2019,特定活動,女,5歳,85
2019,永住者,女,5歳,2613
2019,日本人の配偶者等,女,5歳,73
2019,永住者の配偶者等,女,5歳,476
2019,定住者,女,5歳,1852
2019,特別永住者,女,5歳,434
2019,教授,男,6歳,0
2019,芸術,男,6歳,0
2019,宗教,男,6歳,0
2019,報道,男,6歳,0
2019,高度専門職1号イ,男,6歳,0
2019,高度専門職1号ロ,男,6歳,0
2019,高度専門職1号ハ,男,6歳,0
2019,高度専門職2号,男,6歳,0
2019,経営・管理,男,6歳,0
2019,法律・会計業務,男,6歳,0
2019,医療,男,6歳,0
2019,研究,男,6歳,0
2019,教育,男,6歳,0
2019,技術・人文知識・国際業務,男,6歳,0
2019,企業内転勤,男,6歳,0
2019,介護,男,6歳,0
2019,興行,男,6歳,0
2019,技能,男,6歳,0
2019,特定技能1号,男,6歳,0
2019,特定技能2号,男,6歳,0
2019,技能実習1号イ,男,6歳,0
2019,技能実習1号ロ,男,6歳,0
2019,技能実習2号イ,男,6歳,0
2019,技能実習2号ロ,男,6歳,0
2019,技能実習3号イ,男,6歳,0
2019,技能実習3号ロ,男,6歳,0
2019,文化活動,男,6歳,1
2019,留学,男,6歳,0
2019,研修,男,6歳,0
2019,家族滞在,男,6歳,3006
2019,特定活動,男,6歳,67
2019,永住者,男,6歳,3100
2019,日本人の配偶者等,男,6歳,84
2019,永住者の配偶者等,男,6歳,370
2019,定住者,男,6歳,1961
2019,特別永住者,男,6歳,533
2019,教授,女,6歳,0
2019,芸術,女,6歳,0
2019,宗教,女,6歳,0
2019,報道,女,6歳,0
2019,高度専門職1号イ,女,6歳,0
2019,高度専門職1号ロ,女,6歳,0
2019,高度専門職1号ハ,女,6歳,0
2019,高度専門職2号,女,6歳,0
2019,経営・管理,女,6歳,0
2019,法律・会計業務,女,6歳,0
2019,医療,女,6歳,0
2019,研究,女,6歳,0
2019,教育,女,6歳,0
2019,技術・人文知識・国際業務,女,6歳,0
2019,企業内転勤,女,6歳,0
2019,介護,女,6歳,0
2019,興行,女,6歳,0
2019,技能,女,6歳,0
2019,特定技能1号,女,6歳,0
2019,特定技能2号,女,6歳,0
2019,技能実習1号イ,女,6歳,0
2019,技能実習1号ロ,女,6歳,0
2019,技能実習2号イ,女,6歳,0
2019,技能実習2号ロ,女,6歳,0
2019,技能実習3号イ,女,6歳,0
2019,技能実習3号ロ,女,6歳,0
2019,文化活動,女,6歳,0
2019,留学,女,6歳,1
2019,研修,女,6歳,0
2019,家族滞在,女,6歳,2809
2019,特定活動,女,6歳,76
2019,永住者,女,6歳,2921
2019,日本人の配偶者等,女,6歳,73
2019,永住者の配偶者等,女,6歳,393
2019,定住者,女,6歳,1870
2019,特別永住者,女,6歳,465
2019,教授,男,7歳,0
2019,芸術,男,7歳,0
2019,宗教,男,7歳,0
2019,報道,男,7歳,0
2019,高度専門職1号イ,男,7歳,0
2019,高度専門職1号ロ,男,7歳,0
2019,高度専門職1号ハ,男,7歳,0
2019,高度専門職2号,男,7歳,0
2019,経営・管理,男,7歳,0
2019,法律・会計業務,男,7歳,0
2019,医療,男,7歳,0
2019,研究,男,7歳,0
2019,教育,男,7歳,0
2019,技術・人文知識・国際業務,男,7歳,0
2019,企業内転勤,男,7歳,0
2019,介護,男,7歳,0
2019,興行,男,7歳,0
2019,技能,男,7歳,0
2019,特定技能1号,男,7歳,0
2019,特定技能2号,男,7歳,0
2019,技能実習1号イ,男,7歳,0
2019,技能実習1号ロ,男,7歳,0
2019,技能実習2号イ,男,7歳,0
2019,技能実習2号ロ,男,7歳,0
2019,技能実習3号イ,男,7歳,0
2019,技能実習3号ロ,男,7歳,0
2019,文化活動,男,7歳,0
2019,留学,男,7歳,4
2019,研修,男,7歳,0
2019,家族滞在,男,7歳,2535
2019,特定活動,男,7歳,60
2019,永住者,男,7歳,3328
2019,日本人の配偶者等,男,7歳,85
2019,永住者の配偶者等,男,7歳,168
2019,定住者,男,7歳,1885
2019,特別永住者,男,7歳,569
2019,教授,女,7歳,0
2019,芸術,女,7歳,0
2019,宗教,女,7歳,0
2019,報道,女,7歳,0
2019,高度専門職1号イ,女,7歳,0
2019,高度専門職1号ロ,女,7歳,0
2019,高度専門職1号ハ,女,7歳,0
2019,高度専門職2号,女,7歳,0
2019,経営・管理,女,7歳,0
2019,法律・会計業務,女,7歳,0
2019,医療,女,7歳,0
2019,研究,女,7歳,0
2019,教育,女,7歳,0
2019,技術・人文知識・国際業務,女,7歳,0
2019,企業内転勤,女,7歳,0
2019,介護,女,7歳,0
2019,興行,女,7歳,0
2019,技能,女,7歳,0
2019,特定技能1号,女,7歳,0
2019,特定技能2号,女,7歳,0
2019,技能実習1号イ,女,7歳,0
2019,技能実習1号ロ,女,7歳,0
2019,技能実習2号イ,女,7歳,0
2019,技能実習2号ロ,女,7歳,0
2019,技能実習3号イ,女,7歳,0
2019,技能実習3号ロ,女,7歳,0
2019,文化活動,女,7歳,0
2019,留学,女,7歳,2
2019,研修,女,7歳,0
2019,家族滞在,女,7歳,2304
2019,特定活動,女,7歳,52
2019,永住者,女,7歳,2962
2019,日本人の配偶者等,女,7歳,82
2019,永住者の配偶者等,女,7歳,133
2019,定住者,女,7歳,1818
2019,特別永住者,女,7歳,492
2019,教授,男,8歳,0
2019,芸術,男,8歳,0
2019,宗教,男,8歳,0
2019,報道,男,8歳,0
2019,高度専門職1号イ,男,8歳,0
2019,高度専門職1号ロ,男,8歳,0
2019,高度専門職1号ハ,男,8歳,0
2019,高度専門職2号,男,8歳,0
2019,経営・管理,男,8歳,0
2019,法律・会計業務,男,8歳,0
2019,医療,男,8歳,0
2019,研究,男,8歳,0
2019,教育,男,8歳,0
2019,技術・人文知識・国際業務,男,8歳,0
2019,企業内転勤,男,8歳,0
2019,介護,男,8歳,0
2019,興行,男,8歳,0
2019,技能,男,8歳,0
2019,特定技能1号,男,8歳,0
2019,特定技能2号,男,8歳,0
2019,技能実習1号イ,男,8歳,0
2019,技能実習1号ロ,男,8歳,0
2019,技能実習2号イ,男,8歳,0
2019,技能実習2号ロ,男,8歳,0
2019,技能実習3号イ,男,8歳,0
2019,技能実習3号ロ,男,8歳,0
2019,文化活動,男,8歳,0
2019,留学,男,8歳,0
2019,研修,男,8歳,0
2019,家族滞在,男,8歳,1980
2019,特定活動,男,8歳,42
2019,永住者,男,8歳,3196
2019,日本人の配偶者等,男,8歳,81
2019,永住者の配偶者等,男,8歳,146
2019,定住者,男,8歳,1776
2019,特別永住者,男,8歳,560
2019,教授,女,8歳,0
2019,芸術,女,8歳,0
2019,宗教,女,8歳,0
2019,報道,女,8歳,0
2019,高度専門職1号イ,女,8歳,0
2019,高度専門職1号ロ,女,8歳,0
2019,高度専門職1号ハ,女,8歳,0
2019,高度専門職2号,女,8歳,0
2019,経営・管理,女,8歳,0
2019,法律・会計業務,女,8歳,0
2019,医療,女,8歳,0
2019,研究,女,8歳,0
2019,教育,女,8歳,0
2019,技術・人文知識・国際業務,女,8歳,0
2019,企業内転勤,女,8歳,0
2019,介護,女,8歳,0
2019,興行,女,8歳,0
2019,技能,女,8歳,0
2019,特定技能1号,女,8歳,0
2019,特定技能2号,女,8歳,0
2019,技能実習1号イ,女,8歳,0
2019,技能実習1号ロ,女,8歳,0
2019,技能実習2号イ,女,8歳,0
2019,技能実習2号ロ,女,8歳,0
2019,技能実習3号イ,女,8歳,0
2019,技能実習3号ロ,女,8歳,0
2019,文化活動,女,8歳,0
2019,留学,女,8歳,6
2019,研修,女,8歳,0
2019,家族滞在,女,8歳,1893
2019,特定活動,女,8歳,49
2019,永住者,女,8歳,2853
2019,日本人の配偶者等,女,8歳,66
2019,永住者の配偶者等,女,8歳,130
2019,定住者,女,8歳,1699
2019,特別永住者,女,8歳,523
2019,教授,男,9歳,0
2019,芸術,男,9歳,0
2019,宗教,男,9歳,0
2019,報道,男,9歳,0
2019,高度専門職1号イ,男,9歳,0
2019,高度専門職1号ロ,男,9歳,0
2019,高度専門職1号ハ,男,9歳,0
2019,高度専門職2号,男,9歳,0
2019,経営・管理,男,9歳,0
2019,法律・会計業務,男,9歳,0
2019,医療,男,9歳,0
2019,研究,男,9歳,0
2019,教育,男,9歳,0
2019,技術・人文知識・国際業務,男,9歳,0
2019,企業内転勤,男,9歳,0
2019,介護,男,9歳,0
2019,興行,男,9歳,0
2019,技能,男,9歳,0
2019,特定技能1号,男,9歳,0
2019,特定技能2号,男,9歳,0
2019,技能実習1号イ,男,9歳,0
2019,技能実習1号ロ,男,9歳,0
2019,技能実習2号イ,男,9歳,0
2019,技能実習2号ロ,男,9歳,0
2019,技能実習3号イ,男,9歳,0
2019,技能実習3号ロ,男,9歳,0
2019,文化活動,男,9歳,0
2019,留学,男,9歳,8
2019,研修,男,9歳,0
2019,家族滞在,男,9歳,1746
2019,特定活動,男,9歳,44
2019,永住者,男,9歳,2995
2019,日本人の配偶者等,男,9歳,95
2019,永住者の配偶者等,男,9歳,105
2019,定住者,男,9歳,1701
2019,特別永住者,男,9歳,606
2019,教授,女,9歳,0
2019,芸術,女,9歳,0
2019,宗教,女,9歳,0
2019,報道,女,9歳,0
2019,高度専門職1号イ,女,9歳,0
2019,高度専門職1号ロ,女,9歳,0
2019,高度専門職1号ハ,女,9歳,0
2019,高度専門職2号,女,9歳,0
2019,経営・管理,女,9歳,0
2019,法律・会計業務,女,9歳,0
2019,医療,女,9歳,0
2019,研究,女,9歳,0
2019,教育,女,9歳,0
2019,技術・人文知識・国際業務,女,9歳,0
2019,企業内転勤,女,9歳,0
2019,介護,女,9歳,0
2019,興行,女,9歳,0
2019,技能,女,9歳,0
2019,特定技能1号,女,9歳,0
2019,特定技能2号,女,9歳,0
2019,技能実習1号イ,女,9歳,0
2019,技能実習1号ロ,女,9歳,0
2019,技能実習2号イ,女,9歳,0
2019,技能実習2号ロ,女,9歳,0
2019,技能実習3号イ,女,9歳,0
2019,技能実習3号ロ,女,9歳,0
2019,文化活動,女,9歳,0
2019,留学,女,9歳,4
2019,研修,女,9歳,0
2019,家族滞在,女,9歳,1614
2019,特定活動,女,9歳,37
2019,永住者,女,9歳,2749
2019,日本人の配偶者等,女,9歳,77
2019,永住者の配偶者等,女,9歳,125
2019,定住者,女,9歳,1690
2019,特別永住者,女,9歳,548
2019,教授,男,10歳,0
2019,芸術,男,10歳,0
2019,宗教,男,10歳,0
2019,報道,男,10歳,0
2019,高度専門職1号イ,男,10歳,0
2019,高度専門職1号ロ,男,10歳,0
2019,高度専門職1号ハ,男,10歳,0
2019,高度専門職2号,男,10歳,0
2019,経営・管理,男,10歳,0
2019,法律・会計業務,男,10歳,0
2019,医療,男,10歳,0
2019,研究,男,10歳,0
2019,教育,男,10歳,0
2019,技術・人文知識・国際業務,男,10歳,0
2019,企業内転勤,男,10歳,0
2019,介護,男,10歳,0
2019,興行,男,10歳,0
2019,技能,男,10歳,0
2019,特定技能1号,男,10歳,0
2019,特定技能2号,男,10歳,0
2019,技能実習1号イ,男,10歳,0
2019,技能実習1号ロ,男,10歳,0
2019,技能実習2号イ,男,10歳,0
2019,技能実習2号ロ,男,10歳,0
2019,技能実習3号イ,男,10歳,0
2019,技能実習3号ロ,男,10歳,0
2019,文化活動,男,10歳,0
2019,留学,男,10歳,2
2019,研修,男,10歳,0
2019,家族滞在,男,10歳,1546
2019,特定活動,男,10歳,40
2019,永住者,男,10歳,3076
2019,日本人の配偶者等,男,10歳,71
2019,永住者の配偶者等,男,10歳,93
2019,定住者,男,10歳,1703
2019,特別永住者,男,10歳,568
2019,教授,女,10歳,0
2019,芸術,女,10歳,0
2019,宗教,女,10歳,0
2019,報道,女,10歳,0
2019,高度専門職1号イ,女,10歳,0
2019,高度専門職1号ロ,女,10歳,0
2019,高度専門職1号ハ,女,10歳,0
2019,高度専門職2号,女,10歳,0
2019,経営・管理,女,10歳,0
2019,法律・会計業務,女,10歳,0
2019,医療,女,10歳,0
2019,研究,女,10歳,0
2019,教育,女,10歳,0
2019,技術・人文知識・国際業務,女,10歳,0
2019,企業内転勤,女,10歳,0
2019,介護,女,10歳,0
2019,興行,女,10歳,0
2019,技能,女,10歳,0
2019,特定技能1号,女,10歳,0
2019,特定技能2号,女,10歳,0
2019,技能実習1号イ,女,10歳,0
2019,技能実習1号ロ,女,10歳,0
2019,技能実習2号イ,女,10歳,0
2019,技能実習2号ロ,女,10歳,0
2019,技能実習3号イ,女,10歳,0
2019,技能実習3号ロ,女,10歳,0
2019,文化活動,女,10歳,0
2019,留学,女,10歳,7
2019,研修,女,10歳,0
2019,家族滞在,女,10歳,1419
2019,特定活動,女,10歳,36
2019,永住者,女,10歳,2919
2019,日本人の配偶者等,女,10歳,79
2019,永住者の配偶者等,女,10歳,101
2019,定住者,女,10歳,1807
2019,特別永住者,女,10歳,603
2019,教授,男,11歳,0
2019,芸術,男,11歳,0
2019,宗教,男,11歳,0
