年,在留資格,性別,年齢,人口
2013,教授,男,0歳,0
2013,芸術,男,0歳,0
2013,宗教,男,0歳,0
2013,報道,男,0歳,0
2013,投資・経営,男,0歳,0
2013,法律・会計業務,男,0歳,0
2013,医療,男,0歳,0
2013,研究,男,0歳,0
2013,教育,男,0歳,0
2013,技術,男,0歳,0
2013,人文知識・国際業務,男,0歳,0
2013,企業内転勤,男,0歳,0
2013,興行,男,0歳,0
2013,技能,男,0歳,0
2013,技能実習1号イ,男,0歳,0
2013,技能実習1号ロ,男,0歳,0
2013,技能実習2号イ,男,0歳,0
2013,技能実習2号ロ,男,0歳,0
2013,文化活動,男,0歳,0
2013,留学,男,0歳,0
2013,研修,男,0歳,0
2013,家族滞在,男,0歳,2666
2013,特定活動,男,0歳,68
2013,永住者,男,0歳,1436
2013,日本人の配偶者等,男,0歳,21
2013,永住者の配偶者等,男,0歳,685
2013,定住者,男,0歳,1204
2013,特別永住者,男,0歳,529
2013,教授,女,0歳,0
2013,芸術,女,0歳,0
2013,宗教,女,0歳,0
2013,報道,女,0歳,0
2013,投資・経営,女,0歳,0
2013,法律・会計業務,女,0歳,0
2013,医療,女,0歳,0
2013,研究,女,0歳,0
2013,教育,女,0歳,0
2013,技術,女,0歳,0
2013,人文知識・国際業務,女,0歳,0
2013,企業内転勤,女,0歳,0
2013,興行,女,0歳,0
2013,技能,女,0歳,0
2013,技能実習1号イ,女,0歳,0
2013,技能実習1号ロ,女,0歳,0
2013,技能実習2号イ,女,0歳,0
2013,技能実習2号ロ,女,0歳,0
2013,文化活動,女,0歳,0
2013,留学,女,0歳,0
2013,研修,女,0歳,0
2013,家族滞在,女,0歳,2549
2013,特定活動,女,0歳,63
2013,永住者,女,0歳,1343
2013,日本人の配偶者等,女,0歳,31
2013,永住者の配偶者等,女,0歳,643
2013,定住者,女,0歳,1075
2013,特別永住者,女,0歳,466
2013,教授,男,1歳,0
2013,芸術,男,1歳,0
2013,宗教,男,1歳,0
2013,報道,男,1歳,0
2013,投資・経営,男,1歳,0
2013,法律・会計業務,男,1歳,0
2013,医療,男,1歳,0
2013,研究,男,1歳,0
2013,教育,男,1歳,0
2013,技術,男,1歳,0
2013,人文知識・国際業務,男,1歳,0
2013,企業内転勤,男,1歳,0
2013,興行,男,1歳,0
2013,技能,男,1歳,0
2013,技能実習1号イ,男,1歳,0
2013,技能実習1号ロ,男,1歳,0
2013,技能実習2号イ,男,1歳,0
2013,技能実習2号ロ,男,1歳,0
2013,文化活動,男,1歳,0
2013,留学,男,1歳,0
2013,研修,男,1歳,0
2013,家族滞在,男,1歳,3044
2013,特定活動,男,1歳,56
2013,永住者,男,1歳,1915
