年,在留資格,性別,年齢,人口
2016,医療,男,12歳,0
2016,研究,男,12歳,0
2016,教育,男,12歳,0
2016,技術・人文知識・国際業務,男,12歳,0
2016,企業内転勤,男,12歳,0
2016,興行,男,12歳,1
2016,技能,男,12歳,0
2016,技能実習1号イ,男,12歳,0
2016,技能実習1号ロ,男,12歳,0
2016,技能実習2号イ,男,12歳,0
2016,技能実習2号ロ,男,12歳,0
2016,文化活動,男,12歳,1
2016,留学,男,12歳,2
2016,研修,男,12歳,0
2016,家族滞在,男,12歳,888
2016,特定活動,男,12歳,27
2016,永住者,男,12歳,2606
2016,日本人の配偶者等,男,12歳,103
2016,永住者の配偶者等,男,12歳,33
2016,定住者,男,12歳,1285
2016,特別永住者,男,12歳,712
2016,教授,女,12歳,0
2016,芸術,女,12歳,0
2016,宗教,女,12歳,0
2016,報道,女,12歳,0
2016,高度専門職1号イ,女,12歳,0
2016,高度専門職1号ロ,女,12歳,0
2016,高度専門職1号ハ,女,12歳,0
2016,高度専門職2号,女,12歳,0
2016,経営・管理,女,12歳,0
2016,法律・会計業務,女,12歳,0
2016,医療,女,12歳,0
2016,研究,女,12歳,0
2016,教育,女,12歳,0
2016,技術・人文知識・国際業務,女,12歳,0
2016,企業内転勤,女,12歳,0
2016,興行,女,12歳,2
2016,技能,女,12歳,0
2016,技能実習1号イ,女,12歳,0
2016,技能実習1号ロ,女,12歳,0
2016,技能実習2号イ,女,12歳,0
2016,技能実習2号ロ,女,12歳,0
2016,文化活動,女,12歳,0
2016,留学,女,12歳,3
2016,研修,女,12歳,0
2016,家族滞在,女,12歳,758
