年,在留資格,年代,人数,合計人数,年代別構成比
2023,その他,50代,34906.0,987120.0,0.03536145554745117
2023,その他,60代,9899.0,987120.0,0.010028162736040198
2023,その他,70代以上,3928.0,987120.0,0.003979252775751682
2023,定住者,0~13歳,47286.0,211561.0,0.22351000420682451
2023,定住者,10代(14歳以上),21446.0,211561.0,0.10137029036542652
2023,定住者,20代,36356.0,211561.0,0.17184641781802884
2023,定住者,30代,41323.0,211561.0,0.1953242799948951
2023,定住者,40代,35531.0,211561.0,0.16794683330103374
2023,定住者,50代,20119.0,211561.0,0.0950978677544538
2023,定住者,60代,7066.0,211561.0,0.033399350541924076
2023,定住者,70代以上,2434.0,211561.0,0.011504956017413418
2023,技能実習,10代(14歳以上),21073.0,358159.0,0.05883699697620331
2023,技能実習,20代,243968.0,358159.0,0.6811723284909774
2023,技能実習,30代,79426.0,358159.0,0.22176184320371678
2023,技能実習,40代,12165.0,358159.0,0.0339653617527411
2023,技能実習,50代,1522.0,358159.0,0.004249509296150592
2023,技能実習,60代,5.0,358159.0,1.396028021074439e-05
2023,日本人の配偶者等,0~13歳,1569.0,147058.0,0.010669259747854588
2023,日本人の配偶者等,10代(14歳以上),1057.0,147058.0,0.007187640250785404
2023,日本人の配偶者等,20代,15672.0,147058.0,0.10657019679310205
2023,日本人の配偶者等,30代,48829.0,147058.0,0.33203905941873274
2023,日本人の配偶者等,40代,38432.0,147058.0,0.2613390634987556
2023,日本人の配偶者等,50代,24860.0,147058.0,0.16904894667410136
2023,日本人の配偶者等,60代,12106.0,147058.0,0.08232126099906159
2023,日本人の配偶者等,70代以上,4533.0,147058.0,0.030824572617606658
2023,永住者等,0~13歳,106578.0,1214044.0,0.0877875925419507
2023,永住者等,10代(14歳以上),44658.0,1214044.0,0.03678449874963346
2023,永住者等,20代,80602.0,1214044.0,0.06639133342778351
2023,永住者等,30代,175577.0,1214044.0,0.14462161173730112
2023,永住者等,40代,262467.0,1214044.0,0.21619232910833544
2023,永住者等,50代,259905.0,1214044.0,0.21408202668107582
2023,永住者等,60代,157587.0,1214044.0,0.12980336791747252
2023,永住者等,70代以上,126670.0,1214044.0,0.10433723983644744
2023,留学,0~13歳,131.0,305916.0,0.00042822212633533387
2023,留学,10代(14歳以上),29951.0,305916.0,0.09790596111350829
2023,留学,20代,247357.0,305916.0,0.808578171785719
2023,留学,30代,25814.0,305916.0,0.08438264098641457
2023,留学,40代,2258.0,305916.0,0.007381111154696061
2023,留学,50代,338.0,305916.0,0.0011048784633690295
2023,留学,60代,62.0,305916.0,0.0002026700139907687
2023,留学,70代以上,5.0,305916.0,1.6344355966997477e-05
2023,短期滞在,0~13歳,31657.25175514371,423044.94665996166,0.07483188726182663
2023,短期滞在,10代(14歳以上),20673.12203251049,423044.94665996166,0.04886743641716939
2023,短期滞在,20代,90221.21623979128,423044.94665996166,0.21326626627290737
2023,短期滞在,30代,95405.38899749352,423044.94665996166,0.22552069171548147
2023,短期滞在,40代,64921.59216685649,423044.94665996166,0.15346263483213207
2023,短期滞在,50代,56140.494838899336,423044.94665996166,0.13270574505650432
2023,短期滞在,60代,44835.222586922166,423044.94665996166,0.10598217267670182
2023,短期滞在,70代以上,19190.65804234465,423044.94665996166,0.04536316576727689
2024,その他,0~13歳,117565.0,1190774.0,0.09872990172778377
2024,その他,10代(14歳以上),21879.0,1190774.0,0.018373763619292997
2024,その他,20代,433979.0,1190774.0,0.36445118889058714
2024,その他,30代,433255.0,1190774.0,0.3638431809898436
2024,その他,40代,126705.0,1190774.0,0.10640558157971201
2024,その他,50代,40795.0,1190774.0,0.03425922971109547
2024,その他,60代,12096.0,1190774.0,0.010158098849991685
2024,その他,70代以上,4500.0,1190774.0,0.0037790546316933357
2024,定住者,0~13歳,49628.0,221217.0,0.22434080563428668
2024,定住者,10代(14歳以上),23329.0,221217.0,0.10545753716938572
2024,定住者,20代,37233.0,221217.0,0.1683098496046868
2024,定住者,30代,41525.0,221217.0,0.18771161348359303
2024,定住者,40代,37239.0,221217.0,0.1683369722941727
2024,定住者,50代,21490.0,221217.0,0.09714443284196062
2024,定住者,60代,8021.0,221217.0,0.03625851539438651
2024,定住者,70代以上,2752.0,221217.0,0.012440273577527947
2024,技能実習,10代(14歳以上),24493.0,425714.0,0.05753393123082633
2024,技能実習,20代,298582.0,425714.0,0.7013675848104596
2024,技能実習,30代,87171.0,425714.0,0.20476423138539018
2024,技能実習,40代,13558.0,425714.0,0.03184767238098817
2024,技能実習,50代,1898.0,425714.0,0.004458392253954533
2024,技能実習,60代,12.0,425714.0,2.81879383811667e-05
2024,日本人の配偶者等,0~13歳,1526.0,150208.0,0.010159245845760546
2024,日本人の配偶者等,10代(14歳以上),1070.0,150208.0,0.007123455475074563
2024,日本人の配偶者等,20代,14849.0,150208.0,0.09885625266297401
2024,日本人の配偶者等,30代,49151.0,150208.0,0.32721958883681296
2024,日本人の配偶者等,40代,39906.0,150208.0,0.26567160204516405
2024,日本人の配偶者等,50代,25434.0,150208.0,0.16932520238602472
2024,日本人の配偶者等,60代,13085.0,150208.0,0.08711253728163613
2024,日本人の配偶者等,70代以上,5187.0,150208.0,0.03453211546655305
2024,永住者等,0~13歳,107609.0,1232454.0,0.08731279220157506
2024,永住者等,10代(14歳以上),46292.0,1232454.0,0.03756083391347669
2024,永住者等,20代,79799.0,1232454.0,0.06474805550551987
2024,永住者等,30代,172105.0,1232454.0,0.13964415710444367
2024,永住者等,40代,265122.0,1232454.0,0.2151171565023928
2024,永住者等,50代,262280.0,1232454.0,0.21281118808491026
2024,永住者等,60代,167761.0,1232454.0,0.1361194819441537
2024,永住者等,70代以上,131486.0,1232454.0,0.10668633474352796
2024,留学,0~13歳,272.0,368589.0,0.0007379493148194873
2024,留学,10代(14歳以上),42545.0,368589.0,0.11542666764336429
2024,留学,20代,293650.0,368589.0,0.7966868246203767
2024,留学,30代,28870.0,368589.0,0.07832572323102426
2024,留学,40代,2675.0,368589.0,0.007257405945375472
2024,留学,50代,498.0,368589.0,0.0013510983778680318
2024,留学,60代,70.0,368589.0,0.00018991342660795629
2024,留学,70代以上,9.0,368589.0,2.4417440563880093e-05
2024,短期滞在,0~13歳,46838.88819920662,584730.7128520295,0.08010334872055808
2024,短期滞在,10代(14歳以上),30361.87778357852,584730.7128520295,0.051924547687068084
2024,短期滞在,20代,123273.61199527187,584730.7128520295,0.21082116825025948
2024,短期滞在,30代,132637.4861885557,584730.7128520295,0.2268351623632272
2024,短期滞在,40代,90758.57936268677,584730.7128520295,0.15521431894694046
2024,短期滞在,50代,74296.09282554581,584730.7128520295,0.12706035648985484
2024,短期滞在,60代,60415.96924260336,584730.7128520295,0.10332272260494733
2024,短期滞在,70代以上,26148.207254580862,584730.7128520295,0.04471837493714455
