年,区分,性別,年齢,人口_千人
2022,日本人,男,0歳,401.0065722082456
2022,日本人,男,1歳,415.00680166190006
2022,日本人,男,2歳,419.006867220087
2022,日本人,男,3歳,437.0071622319285
2022,日本人,男,4歳,459.5192368741999
2022,日本人,男,5歳,471.5191285096086
2022,日本人,男,6歳,493.0080800465463
2022,日本人,男,7歳,505.49613896782955
2022,日本人,男,8歳,505.0082767211072
2022,日本人,男,9歳,516.4970901381057
2022,日本人,男,10歳,519.0085061747616
2022,日本人,男,11歳,534.0087520179629
2022,日本人,男,12歳,539.0088339656967
2022,日本人,男,13歳,541.4961027340206
2022,日本人,男,14歳,551.0090306402576
2022,日本人,男,15歳,549.0089978611642
2022,日本人,男,16歳,544.0089159134303
2022,日本人,男,17歳,546.008948692524
2022,日本人,男,18歳,568.0093092625523
2022,日本人,男,19歳,574.0094075998328
2022,日本人,男,20歳,591.0096862221277
2022,日本人,男,21歳,596.0097681698611
2022,日本人,男,22歳,599.0098173385015
2022,日本人,男,23歳,597.009784559408
2022,日本人,男,24歳,605.009915675782
2022,日本人,男,25歳,602.0098665071419
2022,日本人,男,26歳,604.0098992862353
2022,日本人,男,27歳,612.0100304026091
2022,日本人,男,28歳,612.0100304026092
2022,日本人,男,29歳,598.0098009489548
2022,日本人,男,30歳,606.0099320653287
2022,日本人,男,31歳,602.5200443601138
2022,日本人,男,32歳,612.0100304026091
2022,日本人,男,33歳,627.0102762458104
2022,日本人,男,34歳,650.0106532053857
2022,日本人,男,35歳,669.0109646067738
2022,日本人,男,36歳,681.0111612813348
2022,日本人,男,37歳,707.0115874095501
2022,日本人,男,38歳,731.5203340137198
2022,日本人,男,39歳,741.0121446541395
2022,日本人,男,40歳,741.0121446541395
2022,日本人,男,41歳,751.012308549607
2022,日本人,男,42歳,786.012882183743
2022,日本人,男,43歳,806.5040697545314
2022,日本人,男,44歳,838.0137344401741
2022,日本人,男,45歳,862.014127789296
2022,日本人,男,46歳,904.0148161502593
2022,日本人,男,47歳,941.0154225634891
2022,日本人,男,48歳,996.01632398856
2022,日本人,男,49歳,1010.0165534422146
2022,日本人,男,50歳,992.0162584303731
2022,日本人,男,51歳,961.015750354424
2022,日本人,男,52歳,929.5089737742405
2022,日本人,男,53歳,913.0149636561802
2022,日本人,男,54歳,889.0145703070582
2022,日本人,男,55歳,886.0145211384179
2022,日本人,男,56歳,686.0112432290686
2022,日本人,男,57歳,847.0138819460949
2022,日本人,男,58歳,791.0129641314769
2022,日本人,男,59歳,769.0126035614485
2022,日本人,男,60歳,743.0121774332331
2022,日本人,男,61歳,726.0118988109384
2022,日本人,男,62歳,726.0118988109383
2022,日本人,男,63歳,737.0120790959526
2022,日本人,男,64歳,711.5040433091275
2022,日本人,男,65歳,688.011276008162
2022,日本人,男,66歳,718.0117676945645
2022,日本人,男,67歳,735.5239910467861
2022,日本人,男,68歳,729.0119479795786
2022,日本人,男,69歳,764.0125216137149
2022,日本人,男,70歳,798.0130788583042
2022,日本人,男,71歳,834.0136688819871
2022,日本人,男,72歳,879.0144064115907
2022,日本人,男,73歳,949.4846666574606
2022,日本人,男,74歳,921.0150947725541
2022,日本人,男,75歳,857.5517701717172
2022,日本人,男,76歳,516.0084570061215
2022,日本人,男,77歳,534.0087520179629
2022,日本人,男,78歳,634.0103909726377
2022,日本人,男,79歳,594.0097353907678
2022,日本人,男,80歳,589.4399015463524
2022,日本人,男,81歳,549.0089978611642
2022,日本人,男,82歳,473.0077522556113
2022,日本人,男,83歳,387.41414711998056
2022,日本人,男,84歳,384.60939625387334
2022,日本人,男,85歳,365.00598218456264
2022,日本人,男,86歳,334.00547410861356
2022,日本人,男,87歳,284.00465463127614
2022,日本人,男,88歳,236.65990190701652
2022,日本人,男,89歳,205.00335985708313
2022,日本人,男,90歳,171.00280261249375
2022,日本人,男,91歳,137.00224536790438
2022,日本人,男,92歳,106.00173729195518
2022,日本人,男,93歳,83.00136033238002
2022,日本人,男,94歳,62.00101615189833
2022,日本人,男,95歳,42.00068836096337
2022,日本人,男,96歳,30.00049168640241
2022,日本人,男,97歳,19.000311401388196
2022,日本人,男,98歳,12.000196674560966
2022,日本人,男,99歳,7.0001147268272295
2022,日本人,男,100歳以上,10.00016389546747
2022,日本人,女,0歳,380.0062280277638
2022,日本人,女,1歳,396.00649026051184
2022,日本人,女,2歳,400.0065558186988
2022,日本人,女,3歳,417.0068344409935
2022,日本人,女,4歳,438.495480938779
2022,日本人,女,5歳,450.4959826524923
2022,日本人,女,6歳,468.0076703078776
2022,日本人,女,7歳,481.5200375148099
2022,日本人,女,8歳,480.0078669824386
2022,日本人,女,9歳,493.51946330410874
2022,日本人,女,10歳,495.0081128256397
2022,日本人,女,11歳,507.00830950020077
2022,日本人,女,12歳,512.0083914479345
2022,日本人,女,13歳,514.5212046273443
2022,日本人,女,14歳,525.0086045120422
2022,日本人,女,15歳,522.008555343402
2022,日本人,女,16歳,518.0084897852149
2022,日本人,女,17歳,517.0084733956683
2022,日本人,女,18歳,539.0088339656966
2022,日本人,女,19歳,541.0088667447902
2022,日本人,女,20歳,558.0091453670849
2022,日本人,女,21歳,566.0092764834587
2022,日本人,女,22歳,570.0093420416458
2022,日本人,女,23歳,574.0094075998328
2022,日本人,女,24歳,583.0095551057536
2022,日本人,女,25歳,582.0095387162069
2022,日本人,女,26歳,581.00952232666
2022,日本人,女,27歳,588.0096370534873
2022,日本人,女,28歳,587.0096206639406
2022,日本人,女,29歳,572.0093748207394
2022,日本人,女,30歳,580.0095059371133
2022,日本人,女,31歳,578.4993116945944
2022,日本人,女,32歳,590.0096698325808
2022,日本人,女,33歳,603.0098828966885
2022,日本人,女,34歳,624.0102270771703
2022,日本人,女,35歳,643.0105384785584
2022,日本人,女,36歳,655.0107351531194
2022,日本人,女,37歳,683.0111940604281
2022,日本人,女,38歳,707.5032505440491
2022,日本人,女,39歳,717.0117513050176
2022,日本人,女,40歳,717.0117513050176
2022,日本人,女,41歳,725.0118824213916
2022,日本人,女,42歳,759.012439665981
2022,日本人,女,43歳,777.521891287516
2022,日本人,女,44歳,811.0132919224119
2022,日本人,女,45歳,833.0136524924403
2022,日本人,女,46歳,873.0143080743102
2022,日本人,女,47歳,911.0149308770866
2022,日本人,女,48歳,963.0157831335174
2022,日本人,女,49歳,983.0161109244523
2022,日本人,女,50歳,963.0157831335174
2022,日本人,女,51歳,935.0153242262086
2022,日本人,女,52歳,906.5211174335872
2022,日本人,女,53歳,894.0146522547919
2022,日本人,女,54歳,873.0143080743103
2022,日本人,女,55歳,874.0143244638568
2022,日本人,女,56歳,682.0111776708816
2022,日本人,女,57歳,842.0137999983612
2022,日本人,女,58歳,789.0129313523834
2022,日本人,女,59歳,769.0126035614485
2022,日本人,女,60歳,746.0122266018734
2022,日本人,女,61歳,732.0119971482189
2022,日本人,女,62歳,739.0121118750461
2022,日本人,女,63歳,753.0123413287005
2022,日本人,女,64歳,733.5196395859219
2022,日本人,女,65歳,713.0116857468307
2022,日本人,女,66歳,749.0122757705135
2022,日本人,女,67歳,771.5007080001617
2022,日本人,女,68歳,773.0126691196355
2022,日本人,女,69歳,823.0134885969729
2022,日本人,女,70歳,868.0142261265765
2022,日本人,女,71歳,917.015029214367
2022,日本人,女,72歳,985.0161437035459
2022,日本人,女,73歳,1074.5485057851556
2022,日本人,女,74歳,1059.0173565300051
2022,日本人,女,75歳,997.4786324374986
2022,日本人,女,76歳,620.0101615189833
2022,日本人,女,77歳,664.0108826590401
2022,日本人,女,78歳,806.0132099746781
2022,日本人,女,79歳,770.0126199509954
2022,日本人,女,80歳,780.5825521326909
2022,日本人,女,81歳,745.0122102123265
2022,日本人,女,82歳,664.01088265904
2022,日本人,女,83歳,562.6014229494291
2022,日本人,女,84歳,584.4064852169245
2022,日本人,女,85歳,580.0095059371132
2022,日本人,女,86歳,557.0091289775382
2022,日本人,女,87歳,506.00829311065394
2022,日本人,女,88歳,451.35137410114544
2022,日本人,女,89歳,423.006932778274
2022,日本人,女,90歳,378.0061952486704
2022,日本人,女,91歳,331.00542493997335
2022,日本人,女,92歳,279.00457268354245
2022,日本人,女,93歳,238.00390071212584
2022,日本人,女,94歳,199.0032615198027
2022,日本人,女,95歳,147.00240926337182
2022,日本人,女,96歳,116.00190118742266
2022,日本人,女,97歳,85.0013931114735
2022,日本人,女,98歳,59.00096698325808
2022,日本人,女,99歳,42.00068836096337
2022,日本人,女,100歳以上,77.00126199509953
