年,区分,性別,年齢,人口_千人
2014,日本人,男,53歳,749.0
2014,日本人,男,54歳,754.0
2014,日本人,男,55歳,765.4990215264188
2014,日本人,男,56歳,743.0
2014,日本人,男,57歳,721.0
2014,日本人,男,58歳,757.0
2014,日本人,男,59歳,783.0
2014,日本人,男,60歳,781.0
2014,日本人,男,61歳,826.0
2014,日本人,男,62歳,868.5093167701863
2014,日本人,男,63歳,919.0
2014,日本人,男,64歳,984.0
2014,日本人,男,65歳,1071.4863760217984
2014,日本人,男,66歳,1056.0
2014,日本人,男,67歳,998.5166908563135
2014,日本人,男,68歳,615.4789719626168
2014,日本人,男,69歳,650.0
2014,日本人,男,70歳,782.470234515935
2014,日本人,男,71歳,750.0
2014,日本人,男,72歳,761.0
2014,日本人,男,73歳,730.0
2014,日本人,男,74歳,650.0
2014,日本人,男,75歳,553.4543960558751
2014,日本人,男,76歳,574.0
2014,日本人,男,77歳,572.0
2014,日本人,男,78歳,552.5642237982664
2014,日本人,男,79歳,506.0
2014,日本人,男,80歳,454.0
2014,日本人,男,81歳,429.0
2014,日本人,男,82歳,394.0
2014,日本人,男,83歳,352.3876651982379
2014,日本人,男,84歳,309.0
2014,日本人,男,85歳,272.0
2014,日本人,男,86歳,239.0
2014,日本人,男,87歳,205.66394779771613
2014,日本人,男,88歳,174.6818181818182
2014,日本人,男,89歳,135.0
2014,日本人,男,90歳,102.0
2014,日本人,男,91歳,75.0
2014,日本人,男,92歳,57.0
2014,日本人,男,93歳,43.0
2014,日本人,男,94歳,34.0
2014,日本人,男,95歳,21.0
2014,日本人,男,96歳,16.0
2014,日本人,男,97歳,12.0
2014,日本人,男,98歳,8.830188679245282
2014,日本人,男,99歳,5.0
2014,日本人,男,100歳以上,8.135593220338983
2014,日本人,女,0歳,490.0
2014,日本人,女,1歳,502.0
2014,日本人,女,2歳,502.51212415130937
2014,日本人,女,3歳,514.0
2014,日本人,女,4歳,505.0
2014,日本人,女,5歳,505.48839458413926
2014,日本人,女,6歳,519.0
2014,日本人,女,7歳,517.4881964117092
2014,日本人,女,8歳,514.0
2014,日本人,女,9歳,513.0
2014,日本人,女,10歳,533.0
2014,日本人,女,11歳,541.0
2014,日本人,女,12歳,557.0
2014,日本人,女,13歳,564.0
2014,日本人,女,14歳,569.0
2014,日本人,女,15歳,571.0
2014,日本人,女,16歳,580.0
2014,日本人,女,17歳,577.0
2014,日本人,女,18歳,573.0
2014,日本人,女,19歳,588.4867549668874
2014,日本人,女,20歳,587.5148514851485
2014,日本人,女,21歳,576.485666104553
2014,日本人,女,22歳,585.0
2014,日本人,女,23歳,579.0
2014,日本人,女,24歳,584.5124999999999
2014,日本人,女,25歳,598.0
2014,日本人,女,26歳,613.0
2014,日本人,女,27歳,630.0
2014,日本人,女,28歳,643.5113808801215
2014,日本人,女,29歳,674.0
2014,日本人,女,30歳,695.5095137420719
2014,日本人,女,31歳,704.5090529247911
2014,日本人,女,32歳,707.0
2014,日本人,女,33歳,718.0
2014,日本人,女,34歳,751.0
2014,日本人,女,35歳,770.0
2014,日本人,女,36歳,806.0
2014,日本人,女,37歳,828.0
2014,日本人,女,38歳,869.0
2014,日本人,女,39歳,911.0
2014,日本人,女,40歳,961.4915601023017
2014,日本人,女,41歳,979.9999999999999
2014,日本人,女,42歳,959.0
2014,日本人,女,43歳,937.0
2014,日本人,女,44歳,909.0
2014,日本人,女,45歳,898.505772402419
2014,日本人,女,46歳,881.0
2014,日本人,女,47歳,879.0
2014,日本人,女,48歳,688.0
2014,日本人,女,49歳,853.0
2014,日本人,女,50歳,796.4959501557632
2014,日本人,女,51歳,779.0
2014,日本人,女,52歳,756.0
2014,日本人,女,53歳,745.0
2014,日本人,女,54歳,752.0
2014,日本人,女,55歳,768.5009784735812
2014,日本人,女,56歳,750.0
2014,日本人,女,57歳,730.0000000000001
2014,日本人,女,58歳,768.0
2014,日本人,女,59歳,795.0
2014,日本人,女,60歳,798.0000000000001
2014,日本人,女,61歳,853.0000000000001
2014,日本人,女,62歳,901.4906832298136
2014,日本人,女,63歳,957.0
2014,日本人,女,64歳,1032.0
2014,日本人,女,65歳,1131.5136239782016
2014,日本人,女,66歳,1124.0
2014,日本人,女,67歳,1067.4833091436867
2014,日本人,女,68歳,669.5210280373832
2014,日本人,女,69歳,722.9999999999999
2014,日本人,女,70歳,881.5297654840649
2014,日本人,女,71歳,852.0
2014,日本人,女,72歳,873.0
2014,日本人,女,73歳,846.0
2014,日本人,女,74歳,766.0
2014,日本人,女,75歳,664.545603944125
2014,日本人,女,76歳,707.9999999999999
2014,日本人,女,77歳,721.0
2014,日本人,女,78歳,715.4357762017337
2014,日本人,女,79歳,678.0
2014,日本人,女,80歳,632.0
2014,日本人,女,81歳,623.0
2014,日本人,女,82歳,593.0
2014,日本人,女,83歳,556.6123348017621
2014,日本人,女,84歳,512.0
2014,日本人,女,85歳,481.0
2014,日本人,女,86歳,444.0
2014,日本人,女,87歳,406.33605220228384
2014,日本人,女,88歳,374.3181818181818
2014,日本人,女,89歳,322.0
2014,日本人,女,90歳,269.0
2014,日本人,女,91歳,231.0
2014,日本人,女,92歳,195.0
2014,日本人,女,93歳,160.0
2014,日本人,女,94歳,136.0
2014,日本人,女,95歳,89.0
2014,日本人,女,96歳,73.0
2014,日本人,女,97歳,56.0
2014,日本人,女,98歳,43.16981132075472
2014,日本人,女,99歳,27.0
2014,日本人,女,100歳以上,51.86440677966102
