年,区分,性別,年齢,人口_千人
2018,日本人,男,0歳,474.4914142186657
2018,日本人,男,1歳,485.00390445752197
2018,日本人,男,2歳,506.0040735165075
2018,日本人,男,3歳,483.00388835666615
2018,日本人,男,4歳,491.00395276008925
2018,日本人,男,5歳,509.0040976677911
2018,日本人,男,6歳,513.51559959021
2018,日本人,男,7歳,529.0042586763487
2018,日本人,男,8歳,532.0042828276322
2018,日本人,男,9歳,538.0043311301995
2018,日本人,男,10歳,547.4922579787452
2018,日本人,男,11歳,544.0043794327669
2018,日本人,男,12歳,540.0043472310552
2018,日本人,男,13歳,541.0043552814832
2018,日本人,男,14歳,560.004508239613
2018,日本人,男,15歳,571.517168245661
2018,日本人,男,16歳,588.5173794525105
2018,日本人,男,17歳,597.0048061054446
2018,日本人,男,18歳,613.0049349122904
2018,日本人,男,19歳,611.0049188114348
2018,日本人,男,20歳,618.4900040274911
2018,日本人,男,21歳,612.4911000967732
2018,日本人,男,22歳,608.0048946601511
2018,日本人,男,23歳,614.4920194443281
2018,日本人,男,24歳,609.491870466002
2018,日本人,男,25歳,594.0047819541608
2018,日本人,男,26歳,599.4928807428571
2018,日本人,男,27歳,595.0047900045887
2018,日本人,男,28歳,603.0048544080117
2018,日本人,男,29歳,619.0049832148578
2018,日本人,男,30歳,643.0051764251269
2018,日本人,男,31歳,661.0053213328288
2018,日本人,男,32歳,676.005442089247
2018,日本人,男,33歳,702.005651400372
2018,日本人,男,34歳,725.0058365602132
2018,日本人,男,35歳,736.0059251149198
2018,日本人,男,36歳,736.0059251149198
2018,日本人,男,37歳,747.4975200057648
2018,日本人,男,38歳,781.5147550191901
2018,日本人,男,39歳,804.0064725440157
2018,日本人,男,40歳,836.0067301577079
2018,日本人,男,41歳,860.0069233679769
2018,日本人,男,42歳,902.5157210471014
2018,日本人,男,43歳,943.007591553491
2018,日本人,男,44歳,996.0080182261686
2018,日本人,男,45歳,1010.0081309321591
2018,日本人,男,46歳,993.007994074885
2018,日本人,男,47歳,964.0077606124767
2018,日本人,男,48歳,935.0075271500681
2018,日本人,男,49歳,918.5010581788456
2018,日本人,男,50歳,897.0072212338085
2018,日本人,男,51歳,895.0072051329528
2018,日本人,男,52歳,695.0055950473768
2018,日本人,男,53歳,859.5034064339209
2018,日本人,男,54歳,804.0064725440158
2018,日本人,男,55歳,782.0062954346024
2018,日本人,男,56歳,755.0060780730496
2018,日本人,男,57歳,742.0059734174871
2018,日本人,男,58歳,744.0059895183429
2018,日本人,男,59歳,757.0060941739055
2018,日本人,男,60歳,732.5018318650465
2018,日本人,男,61歳,710.005715803795
2018,日本人,男,62歳,744.0059895183429
2018,日本人,男,63歳,766.5129231189055
2018,日本人,男,64歳,762.0061344260447
2018,日本人,男,65歳,803.5183083226775
2018,日本人,男,66歳,844.5206076733473
2018,日本人,男,67歳,888.0071487799577
2018,日本人,男,68歳,944.0075996039191
2018,日本人,男,69歳,1026.008259739005
2018,日本人,男,70歳,1004.0080826295919
2018,日本人,男,71歳,944.0075996039191
2018,日本人,男,72歳,576.0046370464589
2018,日本人,男,73歳,604.0048624584396
2018,日本人,男,74歳,722.0058124089296
2018,日本人,男,75歳,687.0055306439536
2018,日本人,男,76歳,690.0055547952373
2018,日本人,男,77歳,654.0052649798337
2018,日本人,男,78歳,575.0046289960312
2018,日本人,男,79歳,483.0038883566662
2018,日本人,男,80歳,492.0039608105171
2018,日本人,男,81歳,481.5836502449426
2018,日本人,男,82歳,455.0036629446855
2018,日本人,男,83歳,405.00326042329147
2018,日本人,男,84歳,353.6155381995533
2018,日本人,男,85歳,323.0026002882054
2018,日本人,男,86歳,285.36443197597634
2018,日本人,男,87歳,244.00196430440278
2018,日本人,男,88歳,201.0016181360039
2018,日本人,男,89歳,169.00136052231176
2018,日本人,男,90歳,140.0011270599032
2018,日本人,男,91歳,113.00090969835045
2018,日本人,男,92歳,89.2655995728673
2018,日本人,男,93歳,63.7590038491678
2018,日本人,男,94歳,44.21926145374626
2018,日本人,男,95歳,30.00024151283641
2018,日本人,男,96歳,19.000152958129725
2018,日本人,男,97歳,13.000104655562442
2018,日本人,男,98歳,9.000072453850922
2018,日本人,男,99歳,5.147100259555266
2018,日本人,男,100歳以上,9.000072453850922
2018,日本人,女,0歳,451.51604047755137
2018,日本人,女,1歳,461.0037112472528
2018,日本人,女,2歳,479.00385615495463
2018,日本人,女,3歳,463.00372734810855
2018,日本人,女,4歳,468.003767600248
2018,日本人,女,5歳,488.00392860880555
2018,日本人,女,6歳,490.49248303938185
2018,日本人,女,7歳,504.0040574156517
2018,日本人,女,8歳,505.00406546607945
2018,日本人,女,9歳,511.00411376864673
2018,日本人,女,10歳,521.5163479286588
2018,日本人,女,11歳,518.0041701216419
2018,日本人,女,12歳,515.0041459703583
2018,日本人,女,13歳,516.0041540207862
2018,日本人,女,14歳,535.0043069789159
2018,日本人,女,15歳,543.4918079814254
2018,日本人,女,16歳,559.4918624386961
2018,日本人,女,17歳,566.0045565421802
2018,日本人,女,18歳,577.0046450968869
2018,日本人,女,19歳,577.0046450968869
2018,日本人,女,20歳,582.5196645363931
2018,日本人,女,21歳,579.5184960132601
2018,日本人,女,22歳,575.0046289960311
2018,日本人,女,23歳,583.5176249682725
2018,日本人,女,24歳,578.5176934423198
2018,日本人,女,25歳,565.0045484917523
2018,日本人,女,26歳,571.5165463081904
2018,日本人,女,27歳,570.0045887438918
2018,日本人,女,28歳,580.0046692481704
2018,日本人,女,29歳,596.0047980550166
2018,日本人,女,30歳,617.004967114002
2018,日本人,女,31歳,636.0051200721318
2018,日本人,女,32歳,649.0052247276942
2018,日本人,女,33歳,679.0054662405307
2018,日本人,女,34歳,703.0056594508
2018,日本人,女,35歳,712.0057319046507
2018,日本人,女,36歳,713.0057399550786
2018,日本人,女,37歳,722.5143141232192
2018,日本人,女,38歳,755.4976184884617
2018,日本人,女,39歳,775.0062390816072
2018,日本人,女,40歳,809.0065127961551
2018,日本人,女,41歳,831.0066899055685
2018,日本人,女,42歳,872.4985684623863
2018,日本人,女,43歳,913.0073500406546
2018,日本人,女,44歳,963.0077525620486
2018,日本人,女,45歳,983.0079135706064
2018,日本人,女,46歳,962.0077445116208
2018,日本人,女,47歳,937.0075432509237
2018,日本人,女,48歳,908.0073097885153
2018,日本人,女,49歳,895.5135452973294
2018,日本人,女,50歳,876.0070521748231
2018,日本人,女,51歳,876.007052174823
2018,日本人,女,52歳,685.0055145430979
2018,日本人,女,53歳,847.5103356464708
2018,日本人,女,54歳,793.006383989309
2018,日本人,女,55歳,774.0062310311794
2018,日本人,女,56歳,750.0060378209103
2018,日本人,女,57歳,740.0059573166313
2018,日本人,女,58歳,748.0060217200544
2018,日本人,女,59歳,763.0061424764727
2018,日本人,女,60歳,744.5100586169325
2018,日本人,女,61歳,724.0058285097853
2018,日本人,女,62歳,762.0061344260446
2018,日本人,女,63歳,787.4995872460204
2018,日本人,女,64歳,789.0063517875975
2018,日本人,女,65歳,842.4949426816133
2018,日本人,女,66歳,892.4933759198807
2018,日本人,女,67歳,945.0076076543468
2018,日本人,女,68歳,1016.0081792347264
2018,日本人,女,69歳,1112.0089520758029
2018,日本人,女,70歳,1101.0088635210964
2018,日本人,女,71歳,1040.0083724449955
2018,日本人,女,72歳,651.0052408285499
2018,日本人,女,73歳,701.0056433499441
2018,日本人,女,74歳,852.006858964554
2018,日本人,女,75歳,820.0066013508617
2018,日本人,女,76歳,838.0067462585637
2018,日本人,女,77歳,807.0064966952995
2018,日本人,女,78歳,726.0058446106411
2018,日本人,女,79歳,624.0050234669973
2018,日本人,女,80歳,659.0053052319731
2018,日本人,女,81歳,664.4255755454084
2018,日本人,女,82歳,651.0052408285501
2018,日本人,女,83歳,609.004902710579
2018,日本人,女,84歳,559.3918118411013
2018,日本人,女,85歳,541.0043552814833
2018,日本人,女,86歳,502.64191176119334
2018,日本人,女,87歳,460.0037031968249
2018,日本人,女,88歳,408.0032845745751
2018,日本人,女,89歳,371.00298670874355
2018,日本人,女,90歳,329.0026485907726
2018,日本人,女,91歳,286.0023024223737
2018,日本人,女,92歳,247.73711342132836
2018,日本人,女,93歳,200.24312146379262
2018,日本人,女,94歳,157.78236473268552
2018,日本人,女,95歳,126.00101435391291
2018,日本人,女,96歳,90.00072453850923
2018,日本人,女,97歳,66.0005313282401
2018,日本人,女,98歳,51.00041057182189
2018,日本人,女,99歳,29.853181505420544
2018,日本人,女,100歳以上,60.000483025672814
