年,区分,性別,年齢,人口_千人
2023,日本人,男,79歳,607.434191702432
2023,日本人,男,80歳,567.4295454545455
2023,日本人,男,81歳,559.4234848484848
2023,日本人,男,82歳,518.0
2023,日本人,男,83歳,443.40829493087557
2023,日本人,男,84歳,360.0
2023,日本人,男,85歳,353.61226725082145
2023,日本人,男,86歳,333.0
2023,日本人,男,87歳,300.0
2023,日本人,男,88歳,251.0
2023,日本人,男,89歳,205.66934189406098
2023,日本人,男,90歳,175.68627450980392
2023,日本人,男,91歳,143.0
2023,日本人,男,92歳,112.00000000000001
2023,日本人,男,93歳,84.99999999999999
2023,日本人,男,94歳,65.0
2023,日本人,男,95歳,48.0
2023,日本人,男,96歳,30.79054054054054
2023,日本人,男,97歳,21.0
2023,日本人,男,98歳,12.828947368421053
2023,日本人,男,99歳,8.0
2023,日本人,男,100歳以上,10.875
2023,日本人,女,0歳,360.0
2023,日本人,女,1歳,380.0
2023,日本人,女,2歳,396.0
2023,日本人,女,3歳,400.4889975550122
2023,日本人,女,4歳,416.5117096018735
2023,日本人,女,5歳,438.0
2023,日本人,女,6歳,450.4885993485342
2023,日本人,女,7歳,468.0
2023,日本人,女,8歳,481.0
2023,日本人,女,9歳,480.00000000000006
2023,日本人,女,10歳,493.51137487636004
2023,日本人,女,11歳,494.99999999999994
2023,日本人,女,12歳,507.0
2023,日本人,女,13歳,512.0
2023,日本人,女,14歳,515.0
2023,日本人,女,15歳,524.5125348189415
2023,日本人,女,16歳,521.0
2023,日本人,女,17歳,517.0
2023,日本人,女,18歳,518.0
2023,日本人,女,19歳,537.4864130434783
2023,日本人,女,20歳,539.0
2023,日本人,女,21歳,557.0
2023,日本人,女,22歳,567.0
2023,日本人,女,23歳,570.0
2023,日本人,女,24歳,573.4901625320787
2023,日本人,女,25歳,582.0
2023,日本人,女,26歳,580.0
2023,日本人,女,27歳,579.5097210481827
2023,日本人,女,28歳,587.0
2023,日本人,女,29歳,585.4891304347826
2023,日本人,女,30歳,571.0
2023,日本人,女,31歳,579.0
2023,日本人,女,32歳,578.0
2023,日本人,女,33歳,589.4904246461283
2023,日本人,女,34歳,603.0
2023,日本人,女,35歳,624.0
2023,日本人,女,36歳,643.4904652936689
2023,日本人,女,37歳,655.0
2023,日本人,女,38歳,682.0
2023,日本人,女,39歳,707.0
2023,日本人,女,40歳,716.5082304526749
2023,日本人,女,41歳,716.0
2023,日本人,女,42歳,725.0
2023,日本人,女,43歳,759.0
2023,日本人,女,44歳,777.0
2023,日本人,女,45歳,810.0
2023,日本人,女,46歳,832.4914353219137
2023,日本人,女,47歳,873.0
2023,日本人,女,48歳,911.0
2023,日本人,女,49歳,961.9999999999999
2023,日本人,女,50歳,982.0
2023,日本人,女,51歳,961.5074244751665
2023,日本人,女,52歳,934.4933967247755
2023,日本人,女,53歳,905.0
2023,日本人,女,54歳,892.5049889135255
2023,日本人,女,55歳,871.0
2023,日本人,女,56歳,872.0
2023,日本人,女,57歳,680.0
2023,日本人,女,58歳,840.0
2023,日本人,女,59歳,787.0
2023,日本人,女,60歳,766.4996738421396
2023,日本人,女,61歳,744.0
2023,日本人,女,62歳,730.0000000000001
2023,日本人,女,63歳,737.0
2023,日本人,女,64歳,750.0
2023,日本人,女,65歳,730.5090655509066
2023,日本人,女,66歳,709.5104391648667
2023,日本人,女,67歳,745.5123796423659
2023,日本人,女,68歳,767.9999999999999
2023,日本人,女,69歳,768.0
2023,日本人,女,70歳,817.0
2023,日本人,女,71歳,862.0
2023,日本人,女,72歳,909.526651216686
2023,日本人,女,73歳,976.0
2023,日本人,女,74歳,1063.0
2023,日本人,女,75歳,1047.0
2023,日本人,女,76歳,985.0
2023,日本人,女,77歳,611.0
2023,日本人,女,78歳,653.0
2023,日本人,女,79歳,791.565808297568
2023,日本人,女,80歳,753.5704545454545
2023,日本人,女,81歳,761.5765151515152
2023,日本人,女,82歳,724.0
2023,日本人,女,83歳,642.5917050691245
2023,日本人,女,84歳,541.0
2023,日本人,女,85歳,558.3877327491786
2023,日本人,女,86歳,550.0
2023,日本人,女,87歳,524.0
2023,日本人,女,88歳,472.0
2023,日本人,女,89歳,416.330658105939
2023,日本人,女,90歳,384.3137254901961
2023,日本人,女,91歳,339.0
2023,日本人,女,92歳,292.0
2023,日本人,女,93歳,242.0
2023,日本人,女,94歳,202.0
2023,日本人,女,95歳,165.0
2023,日本人,女,96歳,116.20945945945947
2023,日本人,女,97歳,89.0
2023,日本人,女,98歳,62.17105263157895
2023,日本人,女,99歳,42.0
2023,日本人,女,100歳以上,76.125
