年,区分,性別,年齢,人口_千人
2023,日本人,男,0歳,379.0
2023,日本人,男,1歳,399.99999999999994
2023,日本人,男,2歳,413.99999999999994
2023,日本人,男,3歳,418.51100244498775
2023,日本人,男,4歳,436.4882903981265
2023,日本人,男,5歳,459.0
2023,日本人,男,6歳,471.5114006514658
2023,日本人,男,7歳,492.99999999999994
2023,日本人,男,8歳,506.0
2023,日本人,男,9歳,505.00000000000006
2023,日本人,男,10歳,516.48862512364
2023,日本人,男,11歳,518.9999999999999
2023,日本人,男,12歳,534.0
2023,日本人,男,13歳,539.0
2023,日本人,男,14歳,542.0
2023,日本人,男,15歳,551.4874651810585
2023,日本人,男,16歳,549.0
2023,日本人,男,17歳,544.0
2023,日本人,男,18歳,546.0
2023,日本人,男,19歳,567.5135869565217
2023,日本人,男,20歳,572.0
2023,日本人,男,21歳,589.0
2023,日本人,男,22歳,596.0
2023,日本人,男,23歳,599.0
2023,日本人,男,24歳,596.5098374679213
2023,日本人,男,25歳,603.9999999999999
2023,日本人,男,26歳,602.0
2023,日本人,男,27歳,602.4902789518175
2023,日本人,男,28歳,611.0
2023,日本人,男,29歳,611.5108695652175
2023,日本人,男,30歳,597.0
2023,日本人,男,31歳,605.9999999999999
2023,日本人,男,32歳,601.9999999999999
2023,日本人,男,33歳,612.5095753538718
2023,日本人,男,34歳,626.0
2023,日本人,男,35歳,650.0
2023,日本人,男,36歳,668.5095347063311
2023,日本人,男,37歳,681.0
2023,日本人,男,38歳,707.0
2023,日本人,男,39歳,730.9999999999999
2023,日本人,男,40歳,740.491769547325
2023,日本人,男,41歳,741.0
2023,日本人,男,42歳,751.0
2023,日本人,男,43歳,785.0
2023,日本人,男,44歳,807.0000000000001
2023,日本人,男,45歳,838.0000000000001
2023,日本人,男,46歳,861.5085646780861
2023,日本人,男,47歳,903.0
2023,日本人,男,48歳,940.0000000000001
2023,日本人,男,49歳,995.0
2023,日本人,男,50歳,1007.9999999999999
2023,日本人,男,51歳,990.4925755248337
2023,日本人,男,52歳,959.5066032752244
2023,日本人,男,53歳,928.0
2023,日本人,男,54歳,910.4950110864745
2023,日本人,男,55歳,887.0
2023,日本人,男,56歳,883.0
2023,日本人,男,57歳,684.0
2023,日本人,男,58歳,844.0
2023,日本人,男,59歳,787.9999999999999
2023,日本人,男,60歳,765.5003261578604
2023,日本人,男,61歳,739.0
2023,日本人,男,62歳,721.0
2023,日本人,男,63歳,720.0
2023,日本人,男,64歳,731.0
2023,日本人,男,65歳,704.4909344490934
2023,日本人,男,66歳,680.4895608351331
2023,日本人,男,67歳,709.4876203576341
2023,日本人,男,68歳,726.0
2023,日本人,男,69歳,718.0
2023,日本人,男,70歳,751.0
2023,日本人,男,71歳,783.0
2023,日本人,男,72歳,817.473348783314
2023,日本人,男,73歳,859.0
2023,日本人,男,74歳,926.0
2023,日本人,男,75歳,896.0
2023,日本人,男,76歳,832.0
2023,日本人,男,77歳,499.0
2023,日本人,男,78歳,515.0
