年,区分,性別,年齢,人口_千人
2016,日本人,女,57歳,766.9815953864489
2016,日本人,女,58歳,747.9820513025604
2016,日本人,女,59歳,727.9825312142566
2016,日本人,女,60歳,766.9815953864489
2016,日本人,女,61歳,792.9809715012439
2016,日本人,女,62歳,794.9809235100741
2016,日本人,女,63歳,849.4886083406698
2016,日本人,女,64歳,899.9784039736688
2016,日本人,女,65歳,954.4891732191809
2016,日本人,女,66歳,1026.4896539036815
2016,日本人,女,67歳,1124.973004967086
2016,日本人,女,68歳,1115.491596036334
2016,日本人,女,69歳,1055.4941207410648
2016,日本人,女,70歳,660.4595483319957
2016,日本人,女,71歳,712.9828911480288
2016,日本人,女,72歳,867.9791718323828
2016,日本人,女,73歳,836.9799156955121
2016,日本人,女,74歳,858.5203824135704
2016,日本人,女,75歳,828.9801076601906
2016,日本人,女,76歳,748.4329202488325
2016,日本人,女,77歳,646.9844748566264
2016,日本人,女,78歳,685.9835390288187
2016,日本人,女,79歳,695.9832990729706
2016,日本人,女,80歳,686.9835150332339
2016,日本人,女,81歳,646.9844748566265
2016,日本人,女,82歳,600.9855786535277
2016,日本人,女,83歳,587.9858905961304
2016,日本人,女,84歳,552.9867304415988
2016,日本人,女,85歳,514.9876422738216
2016,日本人,女,86歳,463.988866048647
2016,日本人,女,87歳,430.98965790294585
2016,日本人,女,88歳,390.9906177263383
2016,日本人,女,89歳,348.9916255409005
2016,日本人,女,90歳,310.2841261262597
2016,日本人,女,91歳,261.99371315677917
2016,日本人,女,92歳,212.99488894043495
2016,日本人,女,93歳,176.99575278148822
2016,日本人,女,94歳,135.99673660046554
2016,日本人,女,95歳,104.99748046359471
2016,日本人,女,96歳,86.82483961412638
2016,日本人,女,97歳,52.998728234004936
2016,日本人,女,98歳,40.9990161810227
2016,日本人,女,99歳,29.999280132455628
2016,日本人,女,100歳以上,56.13501661148895
