年,区分,性別,年齢,人口_千人
2016,日本人,男,0歳,506.47416875294954
2016,日本人,男,1歳,483.4989687056144
2016,日本人,男,2歳,491.50019754029495
2016,日本人,男,3歳,509.9877622517456
2016,日本人,男,4歳,513.4991435952653
2016,日本人,男,5歳,528.9873063356343
2016,日本人,男,6歳,531.9872343488798
2016,日本人,男,7歳,536.9871143709557
2016,日本人,男,8歳,547.4990344098783
2016,日本人,男,9歳,543.4747176387718
2016,日本人,男,10歳,539.4989249423502
2016,日本人,男,11歳,540.4752047477568
2016,日本人,男,12歳,559.986562472505
2016,日本人,男,13歳,570.9862985210722
2016,日本人,男,14歳,588.4985199689256
2016,日本人,男,15歳,596.985674635867
2016,日本人,男,16歳,612.98529070651
2016,日本人,男,17歳,612.499588075794
2016,日本人,男,18歳,621.499159254035
2016,日本人,男,19歳,615.4985859897271
2016,日本人,男,20歳,608.9853866888493
2016,日本人,男,21歳,613.9852667109252
2016,日本人,男,22歳,608.9853866888493
2016,日本人,男,23歳,593.9857466226214
2016,日本人,男,24歳,600.9855786535278
2016,日本人,男,25歳,595.9856986314518
2016,日本人,男,26歳,604.4753768679244
2016,日本人,男,27歳,619.9851227374162
2016,日本人,男,28歳,643.9845468433808
2016,日本人,男,29歳,661.9841149228541
2016,日本人,男,30歳,676.983754989082
2016,日本人,男,31歳,701.9831550994616
2016,日本人,男,32歳,725.474543810601
2016,日本人,男,33歳,737.4909296882611
2016,日本人,男,34歳,736.9823152539932
2016,日本人,男,35歳,748.9820273069755
2016,日本人,男,36歳,781.9812354526767
2016,日本人,男,37歳,803.980707549811
2016,日本人,男,38歳,836.979915695512
2016,日本人,男,39歳,860.9793398014764
2016,日本人,男,40歳,903.9783079913295
2016,日本人,男,41歳,943.9773481679371
2016,日本人,男,42歳,998.4849642127857
2016,日本人,男,43歳,1011.9757164681697
2016,日本人,男,44歳,995.9761003975268
2016,日本人,男,45歳,966.9767962694864
2016,日本人,男,46歳,936.9775161370308
2016,日本人,男,47歳,921.977876070803
2016,日本人,男,48歳,900.4845785540816
2016,日本人,男,49歳,898.9784279692537
2016,日本人,男,50歳,697.9832510818009
2016,日本人,男,51歳,864.9792438191374
2016,日本人,男,52歳,808.9805875718868
2016,日本人,男,53歳,786.9811154747528
2016,日本人,男,54歳,760.9817393599577
2016,日本人,男,55歳,748.4837159915628
2016,日本人,男,56歳,750.9819793158059
2016,日本人,男,57歳,764.9816433776185
2016,日本人,男,58歳,740.9822192716541
2016,日本人,男,59歳,718.9827471745199
2016,日本人,男,60歳,753.9819073290515
2016,日本人,男,61歳,778.9813074394311
2016,日本人,男,62歳,774.9814034217703
2016,日本人,男,63歳,819.4713430282785
2016,日本人,男,64歳,862.9792918103069
2016,日本人,男,65歳,909.466099010729
2016,日本人,男,66歳,969.4624509090327
2016,日本人,男,67歳,1054.9746846580229
2016,日本人,男,68歳,1036.4567654651498
2016,日本人,男,69歳,976.4571202305964
2016,日本人,男,70歳,598.5102412267253
2016,日本人,男,71歳,629.9848827815682
2016,日本人,男,72歳,755.9818593378818
2016,日本人,男,73歳,721.9826751877655
2016,日本人,男,74歳,728.4415365933324
2016,日本人,男,75歳,693.9833470641403
2016,日本人,男,76歳,614.5343737690681
2016,日本人,男,77歳,519.9875222958975
2016,日本人,男,78歳,534.9871623621253
2016,日本人,男,79歳,528.9873063356342
2016,日本人,男,80歳,506.9878342385001
2016,日本人,男,81歳,456.98903401774083
2016,日本人,男,82歳,405.9902577925661
2016,日本人,男,83歳,377.99092966894096
2016,日本人,男,84歳,340.991817505579
2016,日本人,男,85歳,298.99282532014115
2016,日本人,男,86歳,253.99390512145763
2016,日本人,男,87歳,219.99472097134128
2016,日本人,男,88歳,187.99548883005525
2016,日本人,男,89歳,155.99625668876928
2016,日本人,男,90歳,127.70536380759242
2016,日本人,男,91歳,95.99769642385802
2016,日本人,男,92歳,69.99832030906313
2016,日本人,男,93歳,48.9988242163442
2016,日本人,男,94歳,33.999184150116385
2016,日本人,男,95歳,24.999400110379696
2016,日本人,男,96歳,18.172640849468312
2016,日本人,男,97歳,10.999736048567062
2016,日本人,男,98歳,7.999808035321501
2016,日本人,男,99歳,4.999880022075938
2016,日本人,男,100歳以上,8.863423675498254
2016,日本人,女,0歳,479.5021716004255
2016,日本人,女,1歳,463.4783074755683
2016,日本人,女,2歳,468.4767666982852
2016,日本人,女,3歳,487.98829015461155
2016,日本人,女,4歳,490.47676483758295
2016,日本人,女,5歳,503.9879062252546
2016,日本人,女,6歳,504.9878822296698
2016,日本人,女,7歳,510.98773825616087
2016,日本人,女,8歳,521.4753143099572
2016,日本人,女,9歳,517.4998230457422
2016,日本人,女,10歳,514.4757837112578
2016,日本人,女,11歳,515.4994559146812
2016,日本人,女,12歳,534.9871623621253
2016,日本人,女,13歳,542.986970397447
2016,日本人,女,14歳,559.4739330997098
2016,日本人,女,15歳,566.9863945034114
2016,日本人,女,16歳,576.9861545475633
2016,日本人,女,17歳,578.4718331826944
2016,日本人,女,18歳,587.4718300839268
2016,日本人,女,19歳,583.4726433040828
2016,日本人,女,20歳,572.9862505299025
2016,日本人,女,21歳,580.986058565224
2016,日本人,女,22歳,578.9861065563937
2016,日本人,女,23歳,565.9864184989962
2016,日本人,女,24歳,572.9862505299026
2016,日本人,女,25歳,570.9862985210722
2016,日本人,女,26歳,580.4961883640729
2016,日本人,女,27歳,595.9856986314518
2016,日本人,女,28歳,616.9851947241708
2016,日本人,女,29歳,636.9847148124745
2016,日本人,女,30歳,648.9844268654567
2016,日本人,女,31歳,678.9837069979123
2016,日本人,女,32歳,702.4911904942871
2016,日本人,女,33歳,712.4742767137609
2016,日本人,女,34歳,712.9828911480288
2016,日本人,女,35歳,722.9826511921806
2016,日本人,女,36歳,755.9818593378817
2016,日本人,女,37歳,775.9813794261856
2016,日本人,女,38歳,808.9805875718868
2016,日本人,女,39歳,831.9800356734361
2016,日本人,女,40歳,872.9790518544588
2016,日本人,女,41歳,912.9780920310662
2016,日本人,女,42歳,963.4679564498123
2016,日本人,女,43歳,983.9763883445446
2016,日本人,女,44歳,962.9768922518256
2016,日本人,女,45歳,937.977492141446
2016,日本人,女,46歳,909.9781640178207
2016,日本人,女,47歳,896.9784759604231
2016,日本人,女,48歳,878.4727333005374
2016,日本人,女,49歳,878.9789078809498
2016,日本人,女,50歳,686.9835150332339
2016,日本人,女,51歳,849.9796037529095
2016,日本人,女,52歳,795.9808995144894
2016,日本人,女,53歳,776.9813554306007
2016,日本人,女,54歳,752.9819313246363
2016,日本人,女,55歳,743.4804825958972
2016,日本人,女,56歳,750.9819793158059
