年,区分,性別,年齢,人口_千人
2017,日本人,男,65歳,854.0068513482074
2017,日本人,男,66歳,899.0072123677265
2017,日本人,男,67歳,957.4915036057781
2017,日本人,男,68歳,1041.0083515848758
2017,日本人,男,69歳,1021.008191131756
2017,日本人,男,70歳,961.0077097723973
2017,日本人,男,71歳,588.0047173217165
2017,日本人,男,72歳,618.0049580013958
2017,日本人,男,73歳,740.0059367654256
2017,日本人,男,74歳,705.0056559724662
2017,日本人,男,75歳,709.5502722909509
2017,日本人,男,76歳,675.0054152927869
2017,日本人,男,77歳,596.0047815029644
2017,日本人,男,78歳,502.0040273733022
2017,日本人,男,79歳,515.0041316678299
2017,日本人,男,80歳,506.0040594639261
2017,日本人,男,81歳,482.00386692018253
2017,日本人,男,82歳,431.5962994671316
2017,日本人,男,83歳,381.0030566319286
2017,日本人,男,84歳,350.0028079295932
2017,日本人,男,85歳,313.63003688489846
2017,日本人,男,86歳,272.0021821624267
2017,日本人,男,87歳,228.00182916556352
2017,日本人,男,88歳,194.00155639526022
2017,日本人,男,89歳,163.0013076929248
2017,日本人,男,90歳,134.0010750359014
2017,日本人,男,91歳,107.27806272062563
2017,日本人,男,92歳,79.00063378982244
2017,日本人,男,93歳,56.233784474021306
2017,日本人,男,94歳,39.000312883583234
2017,日本人,男,95歳,26.000208589055493
2017,日本人,男,96歳,18.00014440780765
2017,日本人,男,97歳,13.162605598209344
2017,日本人,男,98歳,7.000056158591863
2017,日本人,男,99歳,5.000040113279902
2017,日本人,男,100歳以上,8.867718200905239
2017,日本人,女,0歳,462.003706467063
2017,日本人,女,1歳,479.0038428522146
2017,日本人,女,2歳,463.00371448971896
2017,日本人,女,3歳,468.4917668601449
2017,日本人,女,4歳,488.0039150561185
2017,日本人,女,5歳,490.49246941758344
2017,日本人,女,6歳,504.00404341861423
2017,日本人,女,7歳,505.0040514412701
2017,日本人,女,8歳,511.49169890886367
2017,日本人,女,9歳,521.0041798037657
2017,日本人,女,10歳,517.5163928772896
2017,日本人,女,11歳,514.5159760927894
2017,日本人,女,12歳,516.0041396904859
2017,日本人,女,13歳,535.0042921209495
2017,日本人,女,14歳,543.4917928877469
2017,日本人,女,15歳,560.0044926873492
2017,日本人,女,16歳,566.5174315359358
2017,日本人,女,17歳,576.519751232944
2017,日本人,女,18歳,579.0046451178127
2017,日本人,女,19歳,585.4901743269883
2017,日本人,女,20歳,580.0046531404687
2017,日本人,女,21歳,572.5194110403172
2017,日本人,女,22歳,583.491732076614
2017,日本人,女,23歳,579.4920227652182
2017,日本人,女,24歳,566.004540823285
2017,日本人,女,25歳,572.4926474822234
2017,日本人,女,26歳,570.004572913909
2017,日本人,女,27歳,580.0046531404686
2017,日本人,女,28歳,596.0047815029643
2017,日本人,女,29歳,617.0049499787399
2017,日本人,女,30歳,636.0051024092036
2017,日本人,女,31歳,649.0052067037312
2017,日本人,女,32歳,679.0054473834108
2017,日本人,女,33歳,703.4979407954506
2017,日本人,女,34歳,712.0057121310581
2017,日本人,女,35歳,713.005720153714
2017,日本人,女,36歳,723.0058003802739
2017,日本人,女,37歳,755.5145137201658
2017,日本人,女,38歳,775.4970384688082
2017,日本人,女,39歳,808.5149918533975
2017,日本人,女,40歳,831.5152355852455
2017,日本人,女,41歳,873.007003778671
2017,日本人,女,42歳,913.0073246849103
2017,日本人,女,43歳,963.4990562900654
2017,日本人,女,44歳,983.5008691626397
2017,日本人,女,45歳,962.0077177950532
2017,日本人,女,46歳,938.0075252513097
2017,日本人,女,47歳,909.0072925942862
2017,日本人,女,48歳,897.0071963224146
2017,日本人,女,49歳,877.0070358692949
2017,日本人,女,50歳,877.5014028568198
2017,日本人,女,51歳,686.0055035420027
2017,日本人,女,52歳,849.0068112349273
2017,日本人,女,53歳,794.5101193485759
2017,日本人,女,54歳,775.5033350808726
2017,日本人,女,55歳,752.0060330372974
2017,日本人,女,56歳,742.0059528107375
2017,日本人,女,57歳,749.0060089693293
2017,日本人,女,58歳,765.0061373318251
2017,日本人,女,59歳,746.0059849013614
2017,日本人,女,60歳,726.0058244482418
2017,日本人,女,61歳,764.5110903992612
2017,日本人,女,62歳,790.500587387683
2017,日本人,女,63歳,792.0063539435366
2017,日本人,女,64歳,846.0067871669595
2017,日本人,女,65歳,897.0071963224144
2017,日本人,女,66歳,950.0076215231815
2017,日本人,女,67歳,1021.524373230407
2017,日本人,女,68歳,1119.0089773520424
2017,日本人,女,69歳,1108.0088891028265
2017,日本人,女,70歳,1048.0084077434676
2017,日本人,女,71歳,656.0052628623231
2017,日本人,女,72歳,707.005672017778
2017,日本人,女,73歳,860.0068994841432
2017,日本人,女,74歳,829.0066507818078
2017,日本人,女,75歳,848.4622270070668
2017,日本人,女,76歳,818.0065625325922
2017,日本人,女,77歳,738.0059207201135
2017,日本人,女,78歳,636.0051024092036
2017,日本人,女,79歳,673.0053992474749
2017,日本人,女,80歳,681.0054634287227
2017,日本人,女,81歳,670.0053751795068
2017,日本人,女,82歳,628.4122045482078
2017,日本人,女,83歳,581.0046611631248
2017,日本人,女,84歳,566.004540823285
2017,日本人,女,85歳,528.3767181914371
2017,日本人,女,86歳,488.00391505611844
2017,日本人,女,87歳,437.0035059006634
2017,日本人,女,88歳,402.00322510770417
2017,日本人,女,89歳,361.0028961788089
2017,日本人,女,90歳,318.0025512046018
2017,日本人,女,91歳,279.7250420472388
2017,日本人,女,92歳,231.00185323353145
2017,日本人,女,93歳,184.76814898607
2017,日本人,女,94歳,150.00120339839708
2017,日本人,女,95歳,112.00089853746982
2017,日本人,女,96歳,85.00068192575833
2017,日本人,女,97歳,67.83804423692509
2017,日本人,女,98歳,40.000320906239224
2017,日本人,女,99歳,30.00024067967941
2017,日本人,女,100歳以上,58.13281931704545
