年,表示区分,特別永住者近似区分,検挙人員,人数,検挙人員数_1万人あたり,期待検挙人員,日本人_検挙人員数_1万人あたり,対日本人倍率,対推定値倍率,日本人_対推定値倍率,対日本人倍率_年齢調整後,注記
2024,韓国・朝鮮籍,特別永住者近似,1561,340695.0,45.818107104595015,526.4328427657961,16.826381928574808,2.7229922213275115,2.9652405267854287,0.9882030111889084,3.0006390318705303,韓国・朝鮮籍は全体から来日外国人を引いて永住者等相当として推計。人数は永住者等の14歳以上人口。
2024,それ以外,特別永住者近似以外,2425,784150.0,30.92520563667665,1416.0383355871172,16.826381928574808,1.8378998983827304,1.7125242580346862,0.9882030111889084,1.73296806288249,韓国・朝鮮籍は全体から来日外国人を引いて永住者等相当として推計。人数は永住者等の14歳以上人口。
