年,対象,役員を除く雇用者,労働者派遣事業所の派遣社員,派遣労働者割合,派遣労働者割合_pct,抽出元ファイル,役員を除く雇用者_セル,労働者派遣事業所の派遣社員_セル
2024,全体,5780,154,0.026643598615916954,2.6643598615916955,k101010.xlsx,O23,O29
