年,州,国籍・地域,属性,罪種00,罪種01,罪種02,検挙人員
2020,アジア州の国,韓国・朝鮮,,凶悪犯,殺人,,16
2020,アジア州の国,中国,,凶悪犯,殺人,,8
2020,アジア州の国,イラン,,凶悪犯,殺人,,2
2020,アジア州の国,インド,,凶悪犯,殺人,,0
2020,アジア州の国,インドネシア,,凶悪犯,殺人,,0
2020,アジア州の国,スリランカ,,凶悪犯,殺人,,2
2020,アジア州の国,タイ,,凶悪犯,殺人,,1
2020,アジア州の国,パキスタン,,凶悪犯,殺人,,2
2020,アジア州の国,バングラデシュ,,凶悪犯,殺人,,0
2020,アジア州の国,フィリピン,,凶悪犯,殺人,,5
2020,アジア州の国,ベトナム,,凶悪犯,殺人,,27
2020,アジア州の国,マレーシア,,凶悪犯,殺人,,1
2020,アジア州の国,その他,,凶悪犯,殺人,,12
2020,ヨーロッパ州の国,イギリス,,凶悪犯,殺人,,0
2020,ヨーロッパ州の国,イタリア,,凶悪犯,殺人,,0
2020,ヨーロッパ州の国,ロシア,,凶悪犯,殺人,,0
2020,ヨーロッパ州の国,ドイツ,,凶悪犯,殺人,,0
2020,ヨーロッパ州の国,フランス,,凶悪犯,殺人,,0
2020,ヨーロッパ州の国,その他,,凶悪犯,殺人,,0
2020,南北アメリカ州の国,アメリカ,軍人,凶悪犯,殺人,,0
2020,南北アメリカ州の国,アメリカ,軍属,凶悪犯,殺人,,0
2020,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,殺人,,0
2020,南北アメリカ州の国,アメリカ,その他,凶悪犯,殺人,,0
2020,南北アメリカ州の国,カナダ,,凶悪犯,殺人,,0
2020,南北アメリカ州の国,ブラジル,,凶悪犯,殺人,,3
2020,南北アメリカ州の国,その他,,凶悪犯,殺人,,3
2020,アフリカ州の国,,,凶悪犯,殺人,,0
2020,オセアニア州の国,,,凶悪犯,殺人,,0
2020,無国籍,,,凶悪犯,殺人,,0
2020,国籍不明,,,凶悪犯,殺人,,0
2020,アジア州の国,韓国・朝鮮,,凶悪犯,強盗,,18
2020,アジア州の国,中国,,凶悪犯,強盗,,22
2020,アジア州の国,イラン,,凶悪犯,強盗,,1
2020,アジア州の国,インド,,凶悪犯,強盗,,0
2020,アジア州の国,インドネシア,,凶悪犯,強盗,,0
2020,アジア州の国,スリランカ,,凶悪犯,強盗,,0
2020,アジア州の国,タイ,,凶悪犯,強盗,,0
2020,アジア州の国,パキスタン,,凶悪犯,強盗,,1
2020,アジア州の国,バングラデシュ,,凶悪犯,強盗,,3
2020,アジア州の国,フィリピン,,凶悪犯,強盗,,10
2020,アジア州の国,ベトナム,,凶悪犯,強盗,,23
2020,アジア州の国,マレーシア,,凶悪犯,強盗,,0
2020,アジア州の国,その他,,凶悪犯,強盗,,6
2020,ヨーロッパ州の国,イギリス,,凶悪犯,強盗,,0
2020,ヨーロッパ州の国,イタリア,,凶悪犯,強盗,,0
2020,ヨーロッパ州の国,ロシア,,凶悪犯,強盗,,0
2020,ヨーロッパ州の国,ドイツ,,凶悪犯,強盗,,0
2020,ヨーロッパ州の国,フランス,,凶悪犯,強盗,,1
2020,ヨーロッパ州の国,その他,,凶悪犯,強盗,,3
2020,南北アメリカ州の国,アメリカ,軍人,凶悪犯,強盗,,2
2020,南北アメリカ州の国,アメリカ,軍属,凶悪犯,強盗,,1
2020,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,強盗,,0
2020,南北アメリカ州の国,アメリカ,その他,凶悪犯,強盗,,3
2020,南北アメリカ州の国,カナダ,,凶悪犯,強盗,,0
2020,南北アメリカ州の国,ブラジル,,凶悪犯,強盗,,33
2020,南北アメリカ州の国,その他,,凶悪犯,強盗,,4
2020,アフリカ州の国,,,凶悪犯,強盗,,3
2020,オセアニア州の国,,,凶悪犯,強盗,,0
2020,無国籍,,,凶悪犯,強盗,,0
2020,国籍不明,,,凶悪犯,強盗,,0
2020,アジア州の国,韓国・朝鮮,,凶悪犯,放火,,5
2020,アジア州の国,中国,,凶悪犯,放火,,2
2020,アジア州の国,イラン,,凶悪犯,放火,,0
2020,アジア州の国,インド,,凶悪犯,放火,,0
2020,アジア州の国,インドネシア,,凶悪犯,放火,,0
2020,アジア州の国,スリランカ,,凶悪犯,放火,,0
2020,アジア州の国,タイ,,凶悪犯,放火,,1
2020,アジア州の国,パキスタン,,凶悪犯,放火,,0
2020,アジア州の国,バングラデシュ,,凶悪犯,放火,,0
2020,アジア州の国,フィリピン,,凶悪犯,放火,,0
2020,アジア州の国,ベトナム,,凶悪犯,放火,,1
2020,アジア州の国,マレーシア,,凶悪犯,放火,,0
2020,アジア州の国,その他,,凶悪犯,放火,,0
2020,ヨーロッパ州の国,イギリス,,凶悪犯,放火,,0
2020,ヨーロッパ州の国,イタリア,,凶悪犯,放火,,0
2020,ヨーロッパ州の国,ロシア,,凶悪犯,放火,,0
2020,ヨーロッパ州の国,ドイツ,,凶悪犯,放火,,0
2020,ヨーロッパ州の国,フランス,,凶悪犯,放火,,0
2020,ヨーロッパ州の国,その他,,凶悪犯,放火,,0
2020,南北アメリカ州の国,アメリカ,軍人,凶悪犯,放火,,0
2020,南北アメリカ州の国,アメリカ,軍属,凶悪犯,放火,,0
2020,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,放火,,0
2020,南北アメリカ州の国,アメリカ,その他,凶悪犯,放火,,1
2020,南北アメリカ州の国,カナダ,,凶悪犯,放火,,0
2020,南北アメリカ州の国,ブラジル,,凶悪犯,放火,,2
2020,南北アメリカ州の国,その他,,凶悪犯,放火,,0
2020,アフリカ州の国,,,凶悪犯,放火,,1
2020,オセアニア州の国,,,凶悪犯,放火,,0
2020,無国籍,,,凶悪犯,放火,,0
2020,国籍不明,,,凶悪犯,放火,,0
2020,アジア州の国,韓国・朝鮮,,凶悪犯,強制性交等,,14
2020,アジア州の国,中国,,凶悪犯,強制性交等,,7
2020,アジア州の国,イラン,,凶悪犯,強制性交等,,1
2020,アジア州の国,インド,,凶悪犯,強制性交等,,2
2020,アジア州の国,インドネシア,,凶悪犯,強制性交等,,0
2020,アジア州の国,スリランカ,,凶悪犯,強制性交等,,2
2020,アジア州の国,タイ,,凶悪犯,強制性交等,,0
2020,アジア州の国,パキスタン,,凶悪犯,強制性交等,,2
2020,アジア州の国,バングラデシュ,,凶悪犯,強制性交等,,2
2020,アジア州の国,フィリピン,,凶悪犯,強制性交等,,3
2020,アジア州の国,ベトナム,,凶悪犯,強制性交等,,5
2020,アジア州の国,マレーシア,,凶悪犯,強制性交等,,1
2020,アジア州の国,その他,,凶悪犯,強制性交等,,7
2020,ヨーロッパ州の国,イギリス,,凶悪犯,強制性交等,,2
2020,ヨーロッパ州の国,イタリア,,凶悪犯,強制性交等,,0
2020,ヨーロッパ州の国,ロシア,,凶悪犯,強制性交等,,0
2020,ヨーロッパ州の国,ドイツ,,凶悪犯,強制性交等,,1
2020,ヨーロッパ州の国,フランス,,凶悪犯,強制性交等,,1
2020,ヨーロッパ州の国,その他,,凶悪犯,強制性交等,,2
2020,南北アメリカ州の国,アメリカ,軍人,凶悪犯,強制性交等,,0
2020,南北アメリカ州の国,アメリカ,軍属,凶悪犯,強制性交等,,0
2020,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,強制性交等,,0
2020,南北アメリカ州の国,アメリカ,その他,凶悪犯,強制性交等,,1
2020,南北アメリカ州の国,カナダ,,凶悪犯,強制性交等,,0
2020,南北アメリカ州の国,ブラジル,,凶悪犯,強制性交等,,8
2020,南北アメリカ州の国,その他,,凶悪犯,強制性交等,,6
2020,アフリカ州の国,,,凶悪犯,強制性交等,,3
2020,オセアニア州の国,,,凶悪犯,強制性交等,,0
2020,無国籍,,,凶悪犯,強制性交等,,0
2020,国籍不明,,,凶悪犯,強制性交等,,0
2020,アジア州の国,韓国・朝鮮,,粗暴犯,暴行,,258
2020,アジア州の国,中国,,粗暴犯,暴行,,309
2020,アジア州の国,イラン,,粗暴犯,暴行,,8
2020,アジア州の国,インド,,粗暴犯,暴行,,12
2020,アジア州の国,インドネシア,,粗暴犯,暴行,,4
2020,アジア州の国,スリランカ,,粗暴犯,暴行,,16
2020,アジア州の国,タイ,,粗暴犯,暴行,,14
2020,アジア州の国,パキスタン,,粗暴犯,暴行,,14
2020,アジア州の国,バングラデシュ,,粗暴犯,暴行,,4
2020,アジア州の国,フィリピン,,粗暴犯,暴行,,106
2020,アジア州の国,ベトナム,,粗暴犯,暴行,,74
2020,アジア州の国,マレーシア,,粗暴犯,暴行,,4
2020,アジア州の国,その他,,粗暴犯,暴行,,99
2020,ヨーロッパ州の国,イギリス,,粗暴犯,暴行,,12
2020,ヨーロッパ州の国,イタリア,,粗暴犯,暴行,,1
2020,ヨーロッパ州の国,ロシア,,粗暴犯,暴行,,11
2020,ヨーロッパ州の国,ドイツ,,粗暴犯,暴行,,2
2020,ヨーロッパ州の国,フランス,,粗暴犯,暴行,,10
2020,ヨーロッパ州の国,その他,,粗暴犯,暴行,,16
2020,南北アメリカ州の国,アメリカ,軍人,粗暴犯,暴行,,3
2020,南北アメリカ州の国,アメリカ,軍属,粗暴犯,暴行,,2
2020,南北アメリカ州の国,アメリカ,軍人・軍属の家族,粗暴犯,暴行,,0
2020,南北アメリカ州の国,アメリカ,その他,粗暴犯,暴行,,10
2020,南北アメリカ州の国,カナダ,,粗暴犯,暴行,,3
2020,南北アメリカ州の国,ブラジル,,粗暴犯,暴行,,139
2020,南北アメリカ州の国,その他,,粗暴犯,暴行,,74
2020,アフリカ州の国,,,粗暴犯,暴行,,30
2020,オセアニア州の国,,,粗暴犯,暴行,,14
2020,無国籍,,,粗暴犯,暴行,,0
2020,国籍不明,,,粗暴犯,暴行,,0
2020,アジア州の国,韓国・朝鮮,,粗暴犯,傷害,,276
2020,アジア州の国,中国,,粗暴犯,傷害,,253
2020,アジア州の国,イラン,,粗暴犯,傷害,,3
2020,アジア州の国,インド,,粗暴犯,傷害,,8
2020,アジア州の国,インドネシア,,粗暴犯,傷害,,2
2020,アジア州の国,スリランカ,,粗暴犯,傷害,,14
2020,アジア州の国,タイ,,粗暴犯,傷害,,12
2020,アジア州の国,パキスタン,,粗暴犯,傷害,,8
2020,アジア州の国,バングラデシュ,,粗暴犯,傷害,,1
2020,アジア州の国,フィリピン,,粗暴犯,傷害,,90
2020,アジア州の国,ベトナム,,粗暴犯,傷害,,81
2020,アジア州の国,マレーシア,,粗暴犯,傷害,,2
2020,アジア州の国,その他,,粗暴犯,傷害,,81
2020,ヨーロッパ州の国,イギリス,,粗暴犯,傷害,,9
2020,ヨーロッパ州の国,イタリア,,粗暴犯,傷害,,1
2020,ヨーロッパ州の国,ロシア,,粗暴犯,傷害,,7
2020,ヨーロッパ州の国,ドイツ,,粗暴犯,傷害,,0
2020,ヨーロッパ州の国,フランス,,粗暴犯,傷害,,3
2020,ヨーロッパ州の国,その他,,粗暴犯,傷害,,11
2020,南北アメリカ州の国,アメリカ,軍人,粗暴犯,傷害,,6
2020,南北アメリカ州の国,アメリカ,軍属,粗暴犯,傷害,,0
2020,南北アメリカ州の国,アメリカ,軍人・軍属の家族,粗暴犯,傷害,,0
2020,南北アメリカ州の国,アメリカ,その他,粗暴犯,傷害,,17
2020,南北アメリカ州の国,カナダ,,粗暴犯,傷害,,5
2020,南北アメリカ州の国,ブラジル,,粗暴犯,傷害,,94
2020,南北アメリカ州の国,その他,,粗暴犯,傷害,,52
2020,アフリカ州の国,,,粗暴犯,傷害,,31
2020,オセアニア州の国,,,粗暴犯,傷害,,14
2020,無国籍,,,粗暴犯,傷害,,0
2020,国籍不明,,,粗暴犯,傷害,,0
2020,アジア州の国,韓国・朝鮮,,粗暴犯,脅迫,,26
2020,アジア州の国,中国,,粗暴犯,脅迫,,29
2020,アジア州の国,イラン,,粗暴犯,脅迫,,0
2020,アジア州の国,インド,,粗暴犯,脅迫,,1
2020,アジア州の国,インドネシア,,粗暴犯,脅迫,,0
2020,アジア州の国,スリランカ,,粗暴犯,脅迫,,5
2020,アジア州の国,タイ,,粗暴犯,脅迫,,5
2020,アジア州の国,パキスタン,,粗暴犯,脅迫,,4
2020,アジア州の国,バングラデシュ,,粗暴犯,脅迫,,1
2020,アジア州の国,フィリピン,,粗暴犯,脅迫,,11
2020,アジア州の国,ベトナム,,粗暴犯,脅迫,,11
2020,アジア州の国,マレーシア,,粗暴犯,脅迫,,0
2020,アジア州の国,その他,,粗暴犯,脅迫,,8
2020,ヨーロッパ州の国,イギリス,,粗暴犯,脅迫,,0
2020,ヨーロッパ州の国,イタリア,,粗暴犯,脅迫,,0
2020,ヨーロッパ州の国,ロシア,,粗暴犯,脅迫,,1
2020,ヨーロッパ州の国,ドイツ,,粗暴犯,脅迫,,0
2020,ヨーロッパ州の国,フランス,,粗暴犯,脅迫,,0
2020,ヨーロッパ州の国,その他,,粗暴犯,脅迫,,2
2020,南北アメリカ州の国,アメリカ,軍人,粗暴犯,脅迫,,0
2020,南北アメリカ州の国,アメリカ,軍属,粗暴犯,脅迫,,0
2020,南北アメリカ州の国,アメリカ,軍人・軍属の家族,粗暴犯,脅迫,,0
2020,南北アメリカ州の国,アメリカ,その他,粗暴犯,脅迫,,3
2020,南北アメリカ州の国,カナダ,,粗暴犯,脅迫,,1
2020,南北アメリカ州の国,ブラジル,,粗暴犯,脅迫,,12
2020,南北アメリカ州の国,その他,,粗暴犯,脅迫,,3
2020,アフリカ州の国,,,粗暴犯,脅迫,,1
2020,オセアニア州の国,,,粗暴犯,脅迫,,1
2020,無国籍,,,粗暴犯,脅迫,,0
2020,国籍不明,,,粗暴犯,脅迫,,0
2020,アジア州の国,韓国・朝鮮,,粗暴犯,恐喝,,33
2020,アジア州の国,中国,,粗暴犯,恐喝,,10
2020,アジア州の国,イラン,,粗暴犯,恐喝,,0
2020,アジア州の国,インド,,粗暴犯,恐喝,,0
2020,アジア州の国,インドネシア,,粗暴犯,恐喝,,0
2020,アジア州の国,スリランカ,,粗暴犯,恐喝,,0
2020,アジア州の国,タイ,,粗暴犯,恐喝,,0
2020,アジア州の国,パキスタン,,粗暴犯,恐喝,,0
2020,アジア州の国,バングラデシュ,,粗暴犯,恐喝,,0
2020,アジア州の国,フィリピン,,粗暴犯,恐喝,,6
2020,アジア州の国,ベトナム,,粗暴犯,恐喝,,1
2020,アジア州の国,マレーシア,,粗暴犯,恐喝,,0
2020,アジア州の国,その他,,粗暴犯,恐喝,,2
2020,ヨーロッパ州の国,イギリス,,粗暴犯,恐喝,,0
2020,ヨーロッパ州の国,イタリア,,粗暴犯,恐喝,,0
2020,ヨーロッパ州の国,ロシア,,粗暴犯,恐喝,,0
2020,ヨーロッパ州の国,ドイツ,,粗暴犯,恐喝,,0
2020,ヨーロッパ州の国,フランス,,粗暴犯,恐喝,,0
2020,ヨーロッパ州の国,その他,,粗暴犯,恐喝,,0
2020,南北アメリカ州の国,アメリカ,軍人,粗暴犯,恐喝,,0
2020,南北アメリカ州の国,アメリカ,軍属,粗暴犯,恐喝,,0
2020,南北アメリカ州の国,アメリカ,軍人・軍属の家族,粗暴犯,恐喝,,0
2020,南北アメリカ州の国,アメリカ,その他,粗暴犯,恐喝,,4
2020,南北アメリカ州の国,カナダ,,粗暴犯,恐喝,,0
2020,南北アメリカ州の国,ブラジル,,粗暴犯,恐喝,,1
2020,南北アメリカ州の国,その他,,粗暴犯,恐喝,,1
2020,アフリカ州の国,,,粗暴犯,恐喝,,2
2020,オセアニア州の国,,,粗暴犯,恐喝,,0
2020,無国籍,,,粗暴犯,恐喝,,0
2020,国籍不明,,,粗暴犯,恐喝,,0
2020,アジア州の国,韓国・朝鮮,,窃盗犯,侵入盗,,60
2020,アジア州の国,中国,,窃盗犯,侵入盗,,39
2020,アジア州の国,イラン,,窃盗犯,侵入盗,,0
2020,アジア州の国,インド,,窃盗犯,侵入盗,,0
2020,アジア州の国,インドネシア,,窃盗犯,侵入盗,,0
2020,アジア州の国,スリランカ,,窃盗犯,侵入盗,,3
2020,アジア州の国,タイ,,窃盗犯,侵入盗,,1
2020,アジア州の国,パキスタン,,窃盗犯,侵入盗,,1
2020,アジア州の国,バングラデシュ,,窃盗犯,侵入盗,,3
2020,アジア州の国,フィリピン,,窃盗犯,侵入盗,,15
2020,アジア州の国,ベトナム,,窃盗犯,侵入盗,,30
2020,アジア州の国,マレーシア,,窃盗犯,侵入盗,,0
2020,アジア州の国,その他,,窃盗犯,侵入盗,,19
2020,ヨーロッパ州の国,イギリス,,窃盗犯,侵入盗,,0
2020,ヨーロッパ州の国,イタリア,,窃盗犯,侵入盗,,1
2020,ヨーロッパ州の国,ロシア,,窃盗犯,侵入盗,,0
2020,ヨーロッパ州の国,ドイツ,,窃盗犯,侵入盗,,0
2020,ヨーロッパ州の国,フランス,,窃盗犯,侵入盗,,0
