年,正規・非正規区分,正規・非正規詳細,在留資格,罪種00,罪種01,罪種02,検挙人員
2024,合算,,定住者,凶悪犯,殺人,,12
2024,合算,,技能実習（不法含む）,凶悪犯,殺人,,29
2024,合算,,留学（就学・不法含む）,凶悪犯,殺人,,3
2024,合算,,短期滞在（査免・不法含む）,凶悪犯,殺人,,4
2024,合算,,技術・人文知識・国際業務,凶悪犯,殺人,,1
2024,合算,,日本人の配偶者等,凶悪犯,殺人,,5
2024,合算,,特定活動,凶悪犯,殺人,,4
2024,合算,,特定技能（不法含む）,凶悪犯,殺人,,5
2024,合算,,その他,凶悪犯,殺人,,6
2024,合算,,定住者,凶悪犯,強盗,,21
2024,合算,,技能実習（不法含む）,凶悪犯,強盗,,16
2024,合算,,留学（就学・不法含む）,凶悪犯,強盗,,4
2024,合算,,短期滞在（査免・不法含む）,凶悪犯,強盗,,22
2024,合算,,技術・人文知識・国際業務,凶悪犯,強盗,,8
2024,合算,,日本人の配偶者等,凶悪犯,強盗,,8
2024,合算,,特定活動,凶悪犯,強盗,,10
2024,合算,,特定技能（不法含む）,凶悪犯,強盗,,4
2024,合算,,その他,凶悪犯,強盗,,21
2024,合算,,定住者,凶悪犯,放火,,4
2024,合算,,技能実習（不法含む）,凶悪犯,放火,,0
2024,合算,,留学（就学・不法含む）,凶悪犯,放火,,0
2024,合算,,短期滞在（査免・不法含む）,凶悪犯,放火,,1
2024,合算,,技術・人文知識・国際業務,凶悪犯,放火,,1
2024,合算,,日本人の配偶者等,凶悪犯,放火,,4
2024,合算,,特定活動,凶悪犯,放火,,1
2024,合算,,特定技能（不法含む）,凶悪犯,放火,,0
2024,合算,,その他,凶悪犯,放火,,1
2024,合算,,定住者,凶悪犯,不同意性交等,,20
2024,合算,,技能実習（不法含む）,凶悪犯,不同意性交等,,6
2024,合算,,留学（就学・不法含む）,凶悪犯,不同意性交等,,22
2024,合算,,短期滞在（査免・不法含む）,凶悪犯,不同意性交等,,8
2024,合算,,技術・人文知識・国際業務,凶悪犯,不同意性交等,,11
2024,合算,,日本人の配偶者等,凶悪犯,不同意性交等,,11
2024,合算,,特定活動,凶悪犯,不同意性交等,,8
2024,合算,,特定技能（不法含む）,凶悪犯,不同意性交等,,4
2024,合算,,その他,凶悪犯,不同意性交等,,17
2024,合算,,定住者,粗暴犯,傷害,,175
2024,合算,,技能実習（不法含む）,粗暴犯,傷害,,64
2024,合算,,留学（就学・不法含む）,粗暴犯,傷害,,72
2024,合算,,短期滞在（査免・不法含む）,粗暴犯,傷害,,48
2024,合算,,技術・人文知識・国際業務,粗暴犯,傷害,,62
2024,合算,,日本人の配偶者等,粗暴犯,傷害,,110
2024,合算,,特定活動,粗暴犯,傷害,,31
2024,合算,,特定技能（不法含む）,粗暴犯,傷害,,23
2024,合算,,その他,粗暴犯,傷害,,108
2024,合算,,定住者,窃盗犯,侵入盗,,34
2024,合算,,技能実習（不法含む）,窃盗犯,侵入盗,,112
2024,合算,,留学（就学・不法含む）,窃盗犯,侵入盗,,23
2024,合算,,短期滞在（査免・不法含む）,窃盗犯,侵入盗,,35
2024,合算,,技術・人文知識・国際業務,窃盗犯,侵入盗,,11
2024,合算,,日本人の配偶者等,窃盗犯,侵入盗,,14
2024,合算,,特定活動,窃盗犯,侵入盗,,14
2024,合算,,特定技能（不法含む）,窃盗犯,侵入盗,,11
2024,合算,,その他,窃盗犯,侵入盗,,38
2024,合算,,定住者,知能犯,,,63
2024,合算,,技能実習（不法含む）,知能犯,,,50
2024,合算,,留学（就学・不法含む）,知能犯,,,65
2024,合算,,短期滞在（査免・不法含む）,知能犯,,,80
