年,正規・非正規区分,正規・非正規詳細,在留資格,罪種00,罪種01,罪種02,検挙人員
2024,合算,,技術・人文知識・国際業務,知能犯,,,60
2024,合算,,日本人の配偶者等,知能犯,,,37
2024,合算,,特定活動,知能犯,,,27
2024,合算,,特定技能（不法含む）,知能犯,,,26
2024,合算,,その他,知能犯,,,70
2024,合算,,定住者,風俗犯,,,41
2024,合算,,技能実習（不法含む）,風俗犯,,,21
2024,合算,,留学（就学・不法含む）,風俗犯,,,27
2024,合算,,短期滞在（査免・不法含む）,風俗犯,,,28
2024,合算,,技術・人文知識・国際業務,風俗犯,,,48
2024,合算,,日本人の配偶者等,風俗犯,,,19
2024,合算,,特定活動,風俗犯,,,15
2024,合算,,特定技能（不法含む）,風俗犯,,,9
2024,合算,,その他,風俗犯,,,60
2024,合算,,定住者,その他の刑法犯,,,167
2024,合算,,技能実習（不法含む）,その他の刑法犯,,,173
2024,合算,,留学（就学・不法含む）,その他の刑法犯,,,234
2024,合算,,短期滞在（査免・不法含む）,その他の刑法犯,,,123
2024,合算,,技術・人文知識・国際業務,その他の刑法犯,,,148
2024,合算,,日本人の配偶者等,その他の刑法犯,,,84
2024,合算,,特定活動,その他の刑法犯,,,58
2024,合算,,特定技能（不法含む）,その他の刑法犯,,,68
2024,合算,,その他,その他の刑法犯,,,161
2024,合算,,定住者,窃盗犯,その他,,386
2024,合算,,技能実習（不法含む）,窃盗犯,その他,,453
2024,合算,,留学（就学・不法含む）,窃盗犯,その他,,313
2024,合算,,短期滞在（査免・不法含む）,窃盗犯,その他,,273
2024,合算,,技術・人文知識・国際業務,窃盗犯,その他,,191
2024,合算,,日本人の配偶者等,窃盗犯,その他,,183
2024,合算,,特定活動,窃盗犯,その他,,96
2024,合算,,特定技能（不法含む）,窃盗犯,その他,,124
2024,合算,,その他,窃盗犯,その他,,334
2024,合算,,定住者,粗暴犯,その他,,176
2024,合算,,技能実習（不法含む）,粗暴犯,その他,,62
2024,合算,,留学（就学・不法含む）,粗暴犯,その他,,111
2024,合算,,短期滞在（査免・不法含む）,粗暴犯,その他,,57
2024,合算,,技術・人文知識・国際業務,粗暴犯,その他,,67
2024,合算,,日本人の配偶者等,粗暴犯,その他,,124
2024,合算,,特定活動,粗暴犯,その他,,45
2024,合算,,特定技能（不法含む）,粗暴犯,その他,,26
2024,合算,,その他,粗暴犯,その他,,98
