年,正規・非正規区分,正規・非正規詳細,在留資格,罪種00,罪種01,罪種02,検挙人員
2015,正規滞在,正規滞在,短期滞在,凶悪犯,殺人,,4
2015,正規滞在,正規滞在,留学,凶悪犯,殺人,,9
2015,正規滞在,正規滞在,技能実習,凶悪犯,殺人,,2
2015,正規滞在,正規滞在,定住者,凶悪犯,殺人,,8
2015,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,殺人,,7
2015,正規滞在,正規滞在,その他,凶悪犯,殺人,,2
2015,不法滞在,不法入国・上陸,,凶悪犯,殺人,,2
2015,不法滞在,不法残留,留学,凶悪犯,殺人,,2
2015,不法滞在,不法残留,技能実習,凶悪犯,殺人,,6
2015,正規滞在,正規滞在,短期滞在,凶悪犯,強盗,侵入強盗,4
2015,正規滞在,正規滞在,留学,凶悪犯,強盗,侵入強盗,2
2015,正規滞在,正規滞在,定住者,凶悪犯,強盗,侵入強盗,1
2015,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強盗,侵入強盗,1
2015,正規滞在,正規滞在,その他,凶悪犯,強盗,侵入強盗,1
2015,不法滞在,不法残留,研修,凶悪犯,強盗,侵入強盗,1
2015,不法滞在,不法残留,その他,凶悪犯,強盗,侵入強盗,1
2015,正規滞在,正規滞在,定住者,凶悪犯,放火,,3
2015,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,放火,,1
2015,正規滞在,正規滞在,その他,凶悪犯,放火,,1
2015,正規滞在,正規滞在,短期滞在,凶悪犯,強姦,,1
2015,正規滞在,正規滞在,留学,凶悪犯,強姦,,4
2015,正規滞在,正規滞在,研修,凶悪犯,強姦,,1
2015,正規滞在,正規滞在,技能実習,凶悪犯,強姦,,1
2015,正規滞在,正規滞在,定住者,凶悪犯,強姦,,7
2015,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強姦,,4
2015,正規滞在,正規滞在,その他,凶悪犯,強姦,,12
2015,不法滞在,不法残留,短期滞在,凶悪犯,強姦,,1
2015,不法滞在,不法残留,技能実習,凶悪犯,強姦,,2
2015,不法滞在,不法残留,その他,凶悪犯,強姦,,1
2015,正規滞在,正規滞在,興行,粗暴犯,,,1
2015,正規滞在,正規滞在,短期滞在,粗暴犯,,,56
2015,正規滞在,正規滞在,留学,粗暴犯,,,173
2015,正規滞在,正規滞在,研修,粗暴犯,,,5
2015,正規滞在,正規滞在,技能実習,粗暴犯,,,31
2015,正規滞在,正規滞在,定住者,粗暴犯,,,371
2015,正規滞在,正規滞在,日本人の配偶者等,粗暴犯,,,274
2015,正規滞在,正規滞在,その他,粗暴犯,,,289
2015,不法滞在,不法入国・上陸,,粗暴犯,,,3
2015,不法滞在,不法在留,,粗暴犯,,,7
2015,不法滞在,不法残留,短期滞在,粗暴犯,,,5
2015,不法滞在,不法残留,留学,粗暴犯,,,5
2015,不法滞在,不法残留,技能実習,粗暴犯,,,3
2015,不法滞在,不法残留,その他,粗暴犯,,,15
2015,正規滞在,正規滞在,短期滞在,窃盗犯,侵入盗,,21
2015,正規滞在,正規滞在,留学,窃盗犯,侵入盗,,22
2015,正規滞在,正規滞在,研修,窃盗犯,侵入盗,,3
2015,正規滞在,正規滞在,技能実習,窃盗犯,侵入盗,,3
2015,正規滞在,正規滞在,定住者,窃盗犯,侵入盗,,33
2015,正規滞在,正規滞在,日本人の配偶者等,窃盗犯,侵入盗,,11
2015,正規滞在,正規滞在,その他,窃盗犯,侵入盗,,19
2015,不法滞在,不法入国・上陸,,窃盗犯,侵入盗,,3
2015,不法滞在,不法在留,,窃盗犯,侵入盗,,2
2015,不法滞在,不法残留,短期滞在,窃盗犯,侵入盗,,2
2015,不法滞在,不法残留,留学,窃盗犯,侵入盗,,5
2015,不法滞在,不法残留,技能実習,窃盗犯,侵入盗,,1
2015,不法滞在,不法残留,その他,窃盗犯,侵入盗,,3
2015,正規滞在,正規滞在,興行,知能犯,,,1
2015,正規滞在,正規滞在,短期滞在,知能犯,,,23
2015,正規滞在,正規滞在,留学,知能犯,,,64
2015,正規滞在,正規滞在,研修,知能犯,,,3
2015,正規滞在,正規滞在,技能実習,知能犯,,,32
2015,正規滞在,正規滞在,定住者,知能犯,,,63
2015,正規滞在,正規滞在,日本人の配偶者等,知能犯,,,148
2015,正規滞在,正規滞在,その他,知能犯,,,59
2015,不法滞在,不法入国・上陸,,知能犯,,,4
2015,不法滞在,不法在留,,知能犯,,,3
2015,不法滞在,不法残留,興行,知能犯,,,2
2015,不法滞在,不法残留,短期滞在,知能犯,,,1
2015,不法滞在,不法残留,留学,知能犯,,,8
2015,不法滞在,不法残留,研修,知能犯,,,1
2015,不法滞在,不法残留,技能実習,知能犯,,,10
2015,不法滞在,不法残留,その他,知能犯,,,7
2015,正規滞在,正規滞在,短期滞在,風俗犯,,,13
2015,正規滞在,正規滞在,留学,風俗犯,,,20
2015,正規滞在,正規滞在,技能実習,風俗犯,,,2
2015,正規滞在,正規滞在,定住者,風俗犯,,,12
2015,正規滞在,正規滞在,日本人の配偶者等,風俗犯,,,18
2015,正規滞在,正規滞在,その他,風俗犯,,,51
2015,不法滞在,不法残留,短期滞在,風俗犯,,,1
2015,不法滞在,不法残留,その他,風俗犯,,,3
2015,正規滞在,正規滞在,興行,その他の刑法犯,,,5
2015,正規滞在,正規滞在,短期滞在,その他の刑法犯,,,81
2015,正規滞在,正規滞在,留学,その他の刑法犯,,,313
2015,正規滞在,正規滞在,研修,その他の刑法犯,,,8
2015,正規滞在,正規滞在,技能実習,その他の刑法犯,,,75
2015,正規滞在,正規滞在,定住者,その他の刑法犯,,,191
2015,正規滞在,正規滞在,日本人の配偶者等,その他の刑法犯,,,117
2015,正規滞在,正規滞在,その他,その他の刑法犯,,,244
2015,不法滞在,不法入国・上陸,,その他の刑法犯,,,3
2015,不法滞在,不法在留,,その他の刑法犯,,,2
2015,不法滞在,不法残留,興行,その他の刑法犯,,,1
2015,不法滞在,不法残留,短期滞在,その他の刑法犯,,,4
2015,不法滞在,不法残留,留学,その他の刑法犯,,,10
2015,不法滞在,不法残留,技能実習,その他の刑法犯,,,8
2015,不法滞在,不法残留,その他,その他の刑法犯,,,3
2015,正規滞在,正規滞在,興行,凶悪犯,強盗,その他,1
2015,正規滞在,正規滞在,短期滞在,凶悪犯,強盗,その他,6
2015,正規滞在,正規滞在,留学,凶悪犯,強盗,その他,17
2015,正規滞在,正規滞在,研修,凶悪犯,強盗,その他,1
2015,正規滞在,正規滞在,技能実習,凶悪犯,強盗,その他,2
2015,正規滞在,正規滞在,定住者,凶悪犯,強盗,その他,19
2015,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強盗,その他,9
2015,正規滞在,正規滞在,その他,凶悪犯,強盗,その他,8
2015,不法滞在,不法在留,,凶悪犯,強盗,その他,4
2015,不法滞在,不法残留,短期滞在,凶悪犯,強盗,その他,1
2015,不法滞在,不法残留,留学,凶悪犯,強盗,その他,4
2015,不法滞在,不法残留,技能実習,凶悪犯,強盗,その他,2
2015,不法滞在,不法残留,その他,凶悪犯,強盗,その他,1
2015,正規滞在,正規滞在,興行,窃盗犯,その他,,10
2015,正規滞在,正規滞在,短期滞在,窃盗犯,その他,,226
2015,正規滞在,正規滞在,留学,窃盗犯,その他,,812
2015,正規滞在,正規滞在,研修,窃盗犯,その他,,50
2015,正規滞在,正規滞在,技能実習,窃盗犯,その他,,376
2015,正規滞在,正規滞在,定住者,窃盗犯,その他,,499
2015,正規滞在,正規滞在,日本人の配偶者等,窃盗犯,その他,,338
2015,正規滞在,正規滞在,その他,窃盗犯,その他,,524
2015,不法滞在,不法入国・上陸,,窃盗犯,その他,,5
2015,不法滞在,不法在留,,窃盗犯,その他,,27
2015,不法滞在,不法残留,短期滞在,窃盗犯,その他,,24
2015,不法滞在,不法残留,留学,窃盗犯,その他,,78
2015,不法滞在,不法残留,研修,窃盗犯,その他,,7
2015,不法滞在,不法残留,技能実習,窃盗犯,その他,,48
2015,不法滞在,不法残留,その他,窃盗犯,その他,,16
