年,正規・非正規区分,正規・非正規詳細,在留資格,罪種00,罪種01,罪種02,検挙人員
2016,正規滞在,正規滞在,短期滞在,知能犯,,,19
2016,正規滞在,正規滞在,技能実習,知能犯,,,29
2016,正規滞在,正規滞在,興行,知能犯,,,1
2016,正規滞在,正規滞在,留学,知能犯,,,88
2016,正規滞在,正規滞在,研修,知能犯,,,2
2016,正規滞在,正規滞在,日本人の配偶者等,知能犯,,,126
2016,正規滞在,正規滞在,定住者,知能犯,,,59
2016,正規滞在,正規滞在,その他,知能犯,,,56
2016,不法滞在,不法入国・上陸,,知能犯,,,4
2016,不法滞在,不法在留,,知能犯,,,6
2016,不法滞在,不法残留,短期滞在,知能犯,,,9
2016,不法滞在,不法残留,技能実習,知能犯,,,21
2016,不法滞在,不法残留,留学,知能犯,,,9
2016,不法滞在,不法残留,研修,知能犯,,,1
2016,不法滞在,不法残留,その他,知能犯,,,7
2016,正規滞在,正規滞在,短期滞在,風俗犯,,,13
2016,正規滞在,正規滞在,技能実習,風俗犯,,,5
2016,正規滞在,正規滞在,留学,風俗犯,,,23
2016,正規滞在,正規滞在,日本人の配偶者等,風俗犯,,,15
2016,正規滞在,正規滞在,定住者,風俗犯,,,21
2016,正規滞在,正規滞在,その他,風俗犯,,,46
2016,不法滞在,不法在留,,風俗犯,,,1
2016,不法滞在,不法残留,技能実習,風俗犯,,,2
2016,不法滞在,不法残留,その他,風俗犯,,,1
2016,正規滞在,正規滞在,短期滞在,その他の刑法犯,,,120
2016,正規滞在,正規滞在,技能実習,その他の刑法犯,,,80
2016,正規滞在,正規滞在,興行,その他の刑法犯,,,1
2016,正規滞在,正規滞在,留学,その他の刑法犯,,,398
2016,正規滞在,正規滞在,研修,その他の刑法犯,,,4
2016,正規滞在,正規滞在,日本人の配偶者等,その他の刑法犯,,,91
2016,正規滞在,正規滞在,定住者,その他の刑法犯,,,155
2016,正規滞在,正規滞在,その他,その他の刑法犯,,,229
2016,不法滞在,不法在留,,その他の刑法犯,,,4
2016,不法滞在,不法残留,短期滞在,その他の刑法犯,,,4
2016,不法滞在,不法残留,技能実習,その他の刑法犯,,,18
2016,不法滞在,不法残留,留学,その他の刑法犯,,,8
2016,不法滞在,不法残留,研修,その他の刑法犯,,,1
2016,不法滞在,不法残留,その他,その他の刑法犯,,,4
2016,正規滞在,正規滞在,短期滞在,凶悪犯,強盗,その他,3
2016,正規滞在,正規滞在,技能実習,凶悪犯,強盗,その他,7
2016,正規滞在,正規滞在,留学,凶悪犯,強盗,その他,7
2016,正規滞在,正規滞在,研修,凶悪犯,強盗,その他,1
2016,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強盗,その他,15
2016,正規滞在,正規滞在,定住者,凶悪犯,強盗,その他,14
2016,正規滞在,正規滞在,その他,凶悪犯,強盗,その他,9
2016,不法滞在,不法入国・上陸,,凶悪犯,強盗,その他,2
2016,不法滞在,不法残留,短期滞在,凶悪犯,強盗,その他,2
2016,不法滞在,不法残留,技能実習,凶悪犯,強盗,その他,1
2016,不法滞在,不法残留,留学,凶悪犯,強盗,その他,6
2016,正規滞在,正規滞在,短期滞在,窃盗犯,その他,,219
2016,正規滞在,正規滞在,技能実習,窃盗犯,その他,,386
2016,正規滞在,正規滞在,興行,窃盗犯,その他,,5
2016,正規滞在,正規滞在,留学,窃盗犯,その他,,714
2016,正規滞在,正規滞在,研修,窃盗犯,その他,,37
2016,正規滞在,正規滞在,日本人の配偶者等,窃盗犯,その他,,323
2016,正規滞在,正規滞在,定住者,窃盗犯,その他,,433
2016,正規滞在,正規滞在,その他,窃盗犯,その他,,564
2016,不法滞在,不法入国・上陸,,窃盗犯,その他,,2
2016,不法滞在,不法在留,,窃盗犯,その他,,22
2016,不法滞在,不法残留,短期滞在,窃盗犯,その他,,17
2016,不法滞在,不法残留,技能実習,窃盗犯,その他,,63
2016,不法滞在,不法残留,留学,窃盗犯,その他,,73
2016,不法滞在,不法残留,研修,窃盗犯,その他,,7
2016,不法滞在,不法残留,その他,窃盗犯,その他,,15
