年,正規・非正規区分,正規・非正規詳細,在留資格,罪種00,罪種01,罪種02,検挙人員
2016,正規滞在,正規滞在,技能実習,凶悪犯,殺人,,7
2016,正規滞在,正規滞在,留学,凶悪犯,殺人,,5
2016,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,殺人,,4
2016,正規滞在,正規滞在,定住者,凶悪犯,殺人,,3
2016,正規滞在,正規滞在,その他,凶悪犯,殺人,,3
2016,不法滞在,不法入国・上陸,,凶悪犯,殺人,,5
2016,不法滞在,不法在留,,凶悪犯,殺人,,2
2016,不法滞在,不法残留,短期滞在,凶悪犯,殺人,,1
2016,不法滞在,不法残留,技能実習,凶悪犯,殺人,,1
2016,不法滞在,不法残留,留学,凶悪犯,殺人,,1
2016,不法滞在,不法残留,その他,凶悪犯,殺人,,3
2016,正規滞在,正規滞在,短期滞在,凶悪犯,強盗,侵入強盗,2
2016,正規滞在,正規滞在,技能実習,凶悪犯,強盗,侵入強盗,3
2016,正規滞在,正規滞在,留学,凶悪犯,強盗,侵入強盗,1
2016,正規滞在,正規滞在,定住者,凶悪犯,強盗,侵入強盗,7
2016,正規滞在,正規滞在,その他,凶悪犯,強盗,侵入強盗,2
2016,不法滞在,不法在留,,凶悪犯,強盗,侵入強盗,1
2016,不法滞在,不法残留,技能実習,凶悪犯,強盗,侵入強盗,1
2016,不法滞在,不法残留,留学,凶悪犯,強盗,侵入強盗,2
2016,不法滞在,不法残留,研修,凶悪犯,強盗,侵入強盗,1
2016,正規滞在,正規滞在,短期滞在,凶悪犯,放火,,1
2016,正規滞在,正規滞在,定住者,凶悪犯,放火,,1
2016,正規滞在,正規滞在,その他,凶悪犯,放火,,1
2016,正規滞在,正規滞在,短期滞在,凶悪犯,強姦,,2
2016,正規滞在,正規滞在,技能実習,凶悪犯,強姦,,1
2016,正規滞在,正規滞在,留学,凶悪犯,強姦,,6
2016,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強姦,,4
2016,正規滞在,正規滞在,定住者,凶悪犯,強姦,,9
2016,正規滞在,正規滞在,その他,凶悪犯,強姦,,11
2016,不法滞在,不法入国・上陸,,凶悪犯,強姦,,1
2016,不法滞在,不法残留,短期滞在,凶悪犯,強姦,,2
2016,正規滞在,正規滞在,短期滞在,粗暴犯,,,78
2016,正規滞在,正規滞在,技能実習,粗暴犯,,,36
2016,正規滞在,正規滞在,興行,粗暴犯,,,1
2016,正規滞在,正規滞在,留学,粗暴犯,,,125
2016,正規滞在,正規滞在,研修,粗暴犯,,,4
2016,正規滞在,正規滞在,日本人の配偶者等,粗暴犯,,,301
2016,正規滞在,正規滞在,定住者,粗暴犯,,,346
2016,正規滞在,正規滞在,その他,粗暴犯,,,296
2016,不法滞在,不法入国・上陸,,粗暴犯,,,2
2016,不法滞在,不法在留,,粗暴犯,,,7
2016,不法滞在,不法残留,短期滞在,粗暴犯,,,11
2016,不法滞在,不法残留,技能実習,粗暴犯,,,3
2016,不法滞在,不法残留,留学,粗暴犯,,,6
2016,不法滞在,不法残留,研修,粗暴犯,,,1
2016,不法滞在,不法残留,その他,粗暴犯,,,8
2016,正規滞在,正規滞在,短期滞在,窃盗犯,侵入盗,,18
2016,正規滞在,正規滞在,技能実習,窃盗犯,侵入盗,,8
2016,正規滞在,正規滞在,興行,窃盗犯,侵入盗,,1
2016,正規滞在,正規滞在,留学,窃盗犯,侵入盗,,30
2016,正規滞在,正規滞在,日本人の配偶者等,窃盗犯,侵入盗,,10
2016,正規滞在,正規滞在,定住者,窃盗犯,侵入盗,,39
2016,正規滞在,正規滞在,その他,窃盗犯,侵入盗,,15
2016,不法滞在,不法入国・上陸,,窃盗犯,侵入盗,,5
2016,不法滞在,不法在留,,窃盗犯,侵入盗,,3
2016,不法滞在,不法残留,短期滞在,窃盗犯,侵入盗,,5
2016,不法滞在,不法残留,技能実習,窃盗犯,侵入盗,,6
2016,不法滞在,不法残留,留学,窃盗犯,侵入盗,,4
2016,不法滞在,不法残留,その他,窃盗犯,侵入盗,,6
